time;V(U_a);V(U_e);
0.00058093;0.0201129;12;
0.00058193;0.0205505;12;
0.00058293;0.0201122;12;
0.00058393;0.0205511;12;
0.00058493;0.0201115;12;
0.00058593;0.0205517;12;
0.00058693;0.0201109;12;
0.00058793;0.0205523;12;
0.00058893;0.0201102;12;
0.00058993;0.0205529;12;
0.00059093;0.0201095;12;
0.00059193;0.0205535;12;
0.00059293;0.0201088;12;
0.00059393;0.0205541;12;
0.00059493;0.0201082;12;
0.000595004;0.0205584;12;
0.000595005;0.020324;5.55134;
0.000595006;0.020396;0;
0.000595006;0.0204023;0;
0.000595006;0.0204123;0;
0.000595006;0.0204311;0;
0.000595006;0.0204535;0;
0.000595006;0.0204817;0;
0.000595007;0.0205101;0;
0.000595007;0.02053;0;
0.000595007;0.0205356;0;
0.000595007;0.0205286;0;
0.000595008;0.0205123;0;
0.000595008;0.0204949;0;
0.000595008;0.020476;0;
0.000595008;0.0204598;0;
0.000595008;0.020442;0;
0.000595009;0.0204175;0;
0.000595009;0.0203943;0;
0.000595009;0.0203562;0;
0.00059501;0.020331;0;
0.000595011;0.020305;0;
0.000595012;0.0202993;0;
0.000595014;0.020308;0;
0.000595018;0.0203213;0;
0.000595023;0.0203265;0;
0.000595032;0.0203282;0;
0.000595042;0.0203211;0;
0.000595053;3.14551;0;
0.00059506;7.89879;0;
0.000595064;9.47068;0;
0.000595066;9.96092;0;
0.000595068;10.1987;0;
0.000595069;10.3719;0;
0.00059507;10.4743;0;
0.00059507;10.5515;0;
0.000595071;10.6242;0;
0.000595072;10.6977;0;
0.000595073;10.7897;0;
0.000595074;10.8725;0;
0.000595076;10.9669;0;
0.000595078;11.0575;0;
0.00059508;11.1445;0;
0.000595084;11.224;0;
0.000595089;11.2948;0;
0.000595095;11.3425;0;
0.000595102;11.3719;0;
0.00059511;11.3881;0;
0.000595118;11.3974;0;
0.000595127;11.405;0;
0.000595142;11.4131;0;
0.000595157;11.4192;0;
0.000595187;11.4285;0;
0.000595219;11.4357;0;
0.000595284;11.4461;0;
0.000595395;11.4577;0;
0.000595617;11.472;0;
0.000596062;11.488;0;
0.00059695;11.5051;0;
0.00059795;11.5159;0;
0.00059895;11.5235;0;
0.00059995;11.5293;0;
0.000600002;11.5296;0;
0.000600002;11.5296;1.2;
0.000600003;11.5295;3.6;
0.000600003;11.5295;5.76507;
0.000600003;11.5295;7.69906;
0.000600004;11.5295;9.55849;
0.000600004;11.5295;12;
0.000600004;11.5295;12;
0.000600004;11.5295;12;
0.000600004;11.5295;12;
0.000600005;11.5295;12;
0.000600005;11.5296;12;
0.000600005;11.5296;12;
0.000600005;11.5296;12;
0.000600006;11.5296;12;
0.000600006;11.5296;12;
0.000600007;11.5296;12;
0.000600008;11.5296;12;
0.00060001;11.5296;12;
0.000600012;11.5296;12;
0.000600015;11.5296;12;
0.000600021;11.5297;12;
0.000600029;11.5297;12;
0.000600036;11.5297;12;
0.000600043;11.5298;12;
0.000600051;11.5298;12;
0.000600063;11.5299;12;
0.000600082;11.53;12;
0.000600108;11.5301;12;
0.000600146;11.5303;12;
0.000600201;11.5306;12;
0.000600281;11.5309;12;
0.000600415;11.5316;12;
0.000600659;11.5327;12;
0.000601146;11.5348;12;
0.000601447;11.5361;12;
0.000601763;11.5373;12;
0.000601999;11.5382;12;
0.000602174;11.5388;12;
0.000602344;11.5394;12;
0.000602682;11.5405;12;
0.000603009;11.5416;12;
0.00060352;11.5432;12;
0.000604323;11.5455;12;
0.000605323;11.5481;12;
0.000606323;11.5505;12;
0.000607323;11.5527;12;
0.000608323;11.5547;12;
0.000609323;11.5566;12;
0.000610323;11.5583;12;
0.000611323;11.56;12;
0.000612323;11.5615;12;
0.000613323;11.5629;12;
0.000614323;11.5643;12;
0.000615323;11.5656;12;
0.000616323;11.5668;12;
0.000617323;11.568;12;
0.000618323;11.5691;12;
0.000619323;11.5702;12;
0.000620323;11.5713;12;
0.000621323;11.5723;12;
0.000622323;11.5732;12;
0.000623323;11.5741;12;
0.000624323;11.575;12;
0.000625323;11.5759;12;
0.000626323;11.5767;12;
0.000627323;11.5775;12;
0.000628323;11.5783;12;
0.000629323;11.5791;12;
0.000630323;11.5798;12;
0.000631323;11.5805;12;
0.000632323;11.5812;12;
0.000633323;11.5819;12;
0.000634323;11.5826;12;
0.000635323;11.5832;12;
0.000636323;11.5839;12;
0.000637323;11.5845;12;
0.000638323;11.5851;12;
0.000639323;11.5857;12;
0.000640323;11.5862;12;
0.000641323;11.5868;12;
0.000642323;11.5873;12;
0.000643323;11.5879;12;
0.000644323;11.5884;12;
0.000645323;11.5889;12;
0.000646323;11.5894;12;
0.000647323;11.5899;12;
0.000648323;11.5904;12;
0.000649323;11.5909;12;
0.000650323;11.5913;12;
0.000651323;11.5918;12;
0.000652323;11.5922;12;
0.000653323;11.5927;12;
0.000654323;11.5931;12;
0.000655323;11.5935;12;
0.000656323;11.594;12;
0.000657323;11.5944;12;
0.000658323;11.5948;12;
0.000659323;11.5952;12;
0.000660323;11.5956;12;
0.000661323;11.596;12;
0.000662323;11.5963;12;
0.000663323;11.5967;12;
0.000664323;11.5971;12;
0.000665323;11.5975;12;
0.000666323;11.5978;12;
0.000667323;11.5982;12;
0.000668323;11.5985;12;
0.000669323;11.5989;12;
0.000670323;11.5992;12;
0.000671323;11.5995;12;
0.000672323;11.5999;12;
0.000673323;11.6002;12;
0.00067421;0.0205854;12;
0.000674829;0.0201724;12;
0.000675396;0.0205865;12;
0.00067598;0.0201715;12;
0.000676827;0.0205863;12;
0.000677827;0.0201711;12;
0.000678827;0.0205876;12;
0.000679827;0.02017;12;
0.000680827;0.0205883;12;
0.000681827;0.0201693;12;
0.000682827;0.0205889;12;
0.000683827;0.0201218;12;
0.000684768;0.0205368;12;
0.000685101;0.0201311;12;
0.00068557;0.0205342;12;
0.000686186;0.0201298;12;
0.000687015;0.0205347;12;
0.000688015;0.0201291;12;
0.000689015;0.0205355;12;
0.000690015;0.0201284;12;
0.000691015;0.0205362;12;
0.000692015;0.0201277;12;
0.000693015;0.0205368;12;
0.000694015;0.020127;12;
0.000695015;0.0205374;12;
0.000696015;0.0201263;12;
0.000697015;0.0205381;12;
0.000698015;0.0201256;12;
0.000699015;0.0205387;12;
0.000700015;0.0201249;12;
0.000701015;0.0205393;12;
0.000702015;0.0201242;12;
0.000703015;0.02054;12;
0.000704015;0.0201236;12;
0.000705015;0.0205406;12;
0.000706015;0.0201229;12;
0.000707015;0.0205412;12;
0.000708015;0.0201222;12;
0.000709015;0.0205418;12;
0.000710015;0.0201215;12;
0.000711015;0.0205425;12;
0.000712015;0.0201208;12;
0.000713015;0.0205432;12;
0.000714015;0.0201201;12;
0.000715015;0.0205438;12;
0.000716015;0.0201194;12;
0.000717015;0.0205444;12;
0.000718015;0.0201187;12;
0.000719015;0.020545;12;
0.000720015;0.0201181;12;
0.000721015;0.0205456;12;
0.000722015;0.0201174;12;
0.000723015;0.0205462;12;
0.000724015;0.0201167;12;
0.000725015;0.0205468;12;
0.000726015;0.0201161;12;
0.000727015;0.0205474;12;
0.000728015;0.0201154;12;
0.000729015;0.0205479;12;
0.000730015;0.0201147;12;
0.000731015;0.0205485;12;
0.000732015;0.0201141;12;
0.000733015;0.0205491;12;
0.000734015;0.0201134;12;
0.000735015;0.0205497;12;
0.000736015;0.0201128;12;
0.000737015;0.0205503;12;
0.000738015;0.0201121;12;
0.000739015;0.0205509;12;
0.000740015;0.0201115;12;
0.000741015;0.0205514;12;
0.000742015;0.0201108;12;
0.000743015;0.020552;12;
0.000744015;0.0201102;12;
0.000745004;0.0205526;12;
0.000745019;0.0203432;0;
0.00074505;6.61338;0;
0.000745062;10.6021;0;
0.00074507;11.2482;0;
0.000745073;11.2737;0;
0.000745075;11.3027;0;
0.000745076;11.309;0;
0.000745077;11.3104;0;
0.000745077;11.3127;0;
0.000745077;11.3149;0;
0.000745078;11.3174;0;
0.000745078;11.3211;0;
0.000745079;11.3263;0;
0.00074508;11.3348;0;
0.000745083;11.3457;0;
0.000745087;11.3611;0;
0.000745093;11.3777;0;
0.0007451;11.3895;0;
0.000745108;11.3982;0;
0.000745117;11.4056;0;
0.000745129;11.4125;0;
0.000745147;11.4196;0;
0.000745171;11.4272;0;
0.000745214;11.4369;0;
0.000745299;11.4494;0;
0.00074547;11.4643;0;
0.000745651;11.474;0;
0.000745888;11.4828;0;
0.000746154;11.49;0;
0.000746686;11.5004;0;
0.000747686;11.5131;0;
0.000748686;11.5214;0;
0.000749686;11.5276;0;
0.000750002;11.5293;0;
0.000750002;11.5293;1.2;
0.000750003;11.5293;3.6;
0.000750003;11.5292;5.76235;
0.000750003;11.5292;7.69524;
0.000750004;11.5293;9.55516;
0.000750004;11.5293;12;
0.000750004;11.5293;12;
0.000750004;11.5293;12;
0.000750004;11.5293;12;
0.000750005;11.5293;12;
0.000750005;11.5293;12;
0.000750005;11.5293;12;
0.000750005;11.5294;12;
0.000750006;11.5293;12;
0.000750006;11.5293;12;
0.000750007;11.5293;12;
0.000750008;11.5294;12;
0.00075001;11.5294;12;
0.000750012;11.5294;12;
0.000750015;11.5294;12;
0.000750021;11.5294;12;
0.000750029;11.5295;12;
0.000750036;11.5295;12;
0.000750043;11.5295;12;
0.000750051;11.5296;12;
0.000750063;11.5296;12;
0.000750082;11.5297;12;
0.000750108;11.5299;12;
0.000750146;11.5301;12;
0.000750202;11.5303;12;
0.000750282;11.5307;12;
0.000750415;11.5314;12;
0.000750657;11.5325;12;
0.000751141;11.5346;12;
0.00075144;11.5358;12;
0.000751755;11.5371;12;
0.000751952;11.5378;12;
0.000752105;11.5384;12;
0.000752254;11.5389;12;
0.000752514;11.5398;12;
0.00075276;11.5407;12;
0.000753111;11.5418;12;
0.0007536;11.5433;12;
0.000754284;11.5453;12;
0.000755284;11.5479;12;
0.000756284;11.5503;12;
0.000757284;11.5525;12;
0.000758284;11.5546;12;
0.000759284;11.5564;12;
0.000760284;11.5582;12;
0.000761284;11.5598;12;
0.000762284;11.5614;12;
0.000763284;11.5628;12;
0.000764284;11.5642;12;
0.000765284;11.5655;12;
0.000766284;11.5667;12;
0.000767284;11.5679;12;
0.000768284;11.5691;12;
0.000769284;11.5701;12;
0.000770284;11.5712;12;
0.000771284;11.5722;12;
0.000772284;11.5731;12;
0.000773284;11.5741;12;
0.000774284;11.575;12;
0.000775284;11.5758;12;
0.000776284;11.5767;12;
0.000777284;11.5775;12;
0.000778284;11.5783;12;
0.000779284;11.579;12;
0.000780284;11.5798;12;
0.000781284;11.5805;12;
0.000782284;11.5812;12;
0.000783284;11.5819;12;
0.000784284;11.5825;12;
0.000785284;11.5832;12;
0.000786284;11.5838;12;
0.000787284;11.5844;12;
0.000788284;11.585;12;
0.000789284;11.5856;12;
0.000790284;11.5862;12;
0.000791284;11.5867;12;
0.000792284;11.5873;12;
0.000793284;11.5878;12;
0.000794284;11.5883;12;
0.000795284;11.5889;12;
0.000796284;11.5894;12;
0.000797284;11.5899;12;
0.000798284;11.5903;12;
0.000799284;11.5908;12;
0.000800284;11.5913;12;
0.000801284;11.5918;12;
0.000802284;11.5922;12;
0.000803284;11.5926;12;
0.000804284;11.5931;12;
0.000805284;11.5935;12;
0.000806284;11.5939;12;
0.000807284;11.5943;12;
0.000808284;11.5947;12;
0.000809284;11.5951;12;
0.000810284;11.5955;12;
0.000811284;11.5959;12;
0.000812284;11.5963;12;
0.000813206;11.5967;12;
0.000814129;11.597;12;
0.000815007;11.5973;12;
0.000815865;11.5976;12;
0.0008167;11.5979;12;
0.000817511;11.5982;12;
0.000818383;11.5985;12;
0.00081935;11.5989;12;
0.00082035;11.5992;12;
0.00082135;11.5995;12;
0.00082235;11.5999;12;
0.00082335;11.6002;12;
0.000824227;0.0205878;12;
0.000824848;0.0201703;12;
0.000825419;0.0205889;12;
0.000826001;0.0201695;12;
0.000826833;0.0205887;12;
0.000827833;0.0201691;12;
0.000828833;0.02059;12;
0.000829833;0.020168;12;
0.000830833;0.0205907;12;
0.000831833;0.0201673;12;
0.000832833;0.0205913;12;
0.000833833;0.0201218;12;
0.000834782;0.0205388;12;
0.000835121;0.0201292;12;
0.000835594;0.0205363;12;
0.00083625;0.020128;12;
0.000837088;0.0205368;12;
0.000838088;0.0201273;12;
0.000839088;0.0205376;12;
0.000840088;0.0201265;12;
0.000841088;0.0205383;12;
0.000842088;0.0201258;12;
0.000843088;0.0205389;12;
0.000844088;0.0201251;12;
0.000845088;0.0205395;12;
0.000846088;0.0201244;12;
0.000847088;0.0205402;12;
0.000848088;0.0201237;12;
0.000849088;0.0205408;12;
0.000850088;0.020123;12;
0.000851088;0.0205415;12;
0.000852088;0.0201223;12;
0.000853088;0.0205421;12;
0.000854088;0.0201216;12;
0.000855088;0.0205427;12;
0.000856088;0.0201209;12;
0.000857088;0.0205434;12;
0.000858088;0.0201202;12;
0.000859088;0.020544;12;
0.000860088;0.0201195;12;
0.000861088;0.0205447;12;
0.000862088;0.0201188;12;
0.000863088;0.0205454;12;
0.000864088;0.0201181;12;
0.000865088;0.020546;12;
0.000866088;0.0201174;12;
0.000867088;0.0205466;12;
0.000868088;0.0201167;12;
0.000869088;0.0205472;12;
0.000870088;0.0201161;12;
0.000871088;0.0205478;12;
0.000872088;0.0201154;12;
0.000873088;0.0205484;12;
0.000874088;0.0201147;12;
0.000875088;0.020549;12;
0.000876088;0.020114;12;
0.000877088;0.0205495;12;
0.000878088;0.0201133;12;
0.000879088;0.0205501;12;
0.000880088;0.0201127;12;
0.000881088;0.0205507;12;
0.000882088;0.020112;12;
0.000883088;0.0205513;12;
0.000884088;0.0201114;12;
0.000885088;0.0205519;12;
0.000886088;0.0201107;12;
0.000887088;0.0205525;12;
0.000888088;0.02011;12;
0.000889088;0.0205531;12;
0.000890088;0.0201094;12;
0.000891088;0.0205537;12;
0.000892088;0.0201087;12;
0.000893088;0.0205543;12;
0.000894088;0.0201081;12;
0.000895004;0.0205549;12;
0.000895018;0.0203447;0;
0.000895047;6.37539;0;
0.000895061;11.0987;0;
0.00089507;11.4582;0;
0.000895073;11.4413;0;
0.000895075;11.4451;0;
0.000895076;11.4417;0;
0.000895076;11.4404;0;
0.000895076;11.4401;0;
0.000895077;11.4396;0;
0.000895077;11.4388;0;
0.000895078;11.4376;0;
0.000895079;11.4357;0;
0.000895081;11.4331;0;
0.000895083;11.4305;0;
0.000895087;11.4271;0;
0.000895094;11.4244;0;
0.000895102;11.4244;0;
0.00089511;11.4259;0;
0.000895121;11.4282;0;
0.000895136;11.4316;0;
0.000895157;11.436;0;
0.000895193;11.442;0;
0.000895264;11.451;0;
0.000895405;11.4632;0;
0.000895595;11.4736;0;
0.000895814;11.4819;0;
0.000896073;11.4892;0;
0.000896591;11.4996;0;
0.000897438;11.5109;0;
0.000898438;11.5199;0;
0.000899438;11.5265;0;
0.000900002;11.5295;0;
0.00090001;11.5295;12;
0.000900026;11.5296;12;
0.000900035;11.5297;12;
0.000900043;11.5297;12;
0.00090005;11.5298;12;
0.000900057;11.5298;12;
0.000900062;11.5298;12;
0.000900068;11.5298;12;
0.000900074;11.5299;12;
0.00090008;11.5299;12;
0.000900086;11.53;12;
0.000900091;11.53;12;
0.000900097;11.53;12;
0.000900102;11.53;12;
0.000900107;11.5301;12;
0.000900112;11.5301;12;
0.000900117;11.5301;12;
0.000900123;11.5301;12;
0.000900129;11.5302;12;
0.000900136;11.5302;12;
0.000900143;11.5302;12;
0.00090015;11.5303;12;
0.000900158;11.5303;12;
0.000900167;11.5303;12;
0.000900175;11.5304;12;
0.000900184;11.5304;12;
0.000900193;11.5305;12;
0.000900202;11.5305;12;
0.000900212;11.5306;12;
0.000900223;11.5306;12;
0.000900236;11.5307;12;
0.000900249;11.5308;12;
0.000900264;11.5308;12;
0.00090028;11.5309;12;
0.000900299;11.531;12;
0.000900321;11.5311;12;
0.000900349;11.5312;12;
0.000900386;11.5314;12;
0.00090044;11.5317;12;
0.000900528;11.5321;12;
0.000900685;11.5328;12;
0.000900999;11.5342;12;
0.000901553;11.5364;12;
0.000902087;11.5385;12;
0.000902849;11.5411;12;
0.000903647;11.5436;12;
0.000904647;11.5464;12;
0.000905647;11.5489;12;
0.000906647;11.5512;12;
0.000907647;11.5534;12;
0.000908647;11.5553;12;
0.000909647;11.5572;12;
0.000910647;11.5588;12;
0.000911647;11.5605;12;
0.000912647;11.5619;12;
0.000913647;11.5634;12;
0.000914647;11.5647;12;
0.000915647;11.566;12;
0.000916647;11.5672;12;
0.000917647;11.5684;12;
0.000918647;11.5695;12;
0.000919647;11.5706;12;
0.000920647;11.5716;12;
0.000921647;11.5726;12;
0.000922647;11.5735;12;
0.000923647;11.5744;12;
0.000924647;11.5753;12;
0.000925647;11.5762;12;
0.000926647;11.577;12;
0.000927647;11.5778;12;
0.000928647;11.5786;12;
0.000929647;11.5793;12;
0.000930647;11.5801;12;
0.000931647;11.5808;12;
0.000932647;11.5815;12;
0.000933647;11.5821;12;
0.000934647;11.5828;12;
0.000935647;11.5834;12;
0.000936647;11.584;12;
0.000937647;11.5847;12;
0.000938647;11.5852;12;
0.000939647;11.5858;12;
0.000940647;11.5864;12;
0.000941647;11.587;12;
0.000942647;11.5875;12;
0.000943647;11.588;12;
0.000944647;11.5886;12;
0.000945647;11.5891;12;
0.000946647;11.5896;12;
0.000947647;11.5901;12;
0.000948647;11.5905;12;
0.000949647;11.591;12;
0.000950647;11.5915;12;
0.000951647;11.5919;12;
0.000952647;11.5924;12;
0.000953647;11.5928;12;
0.000954647;11.5932;12;
0.000955647;11.5937;12;
0.000956647;11.5941;12;
0.000957647;11.5945;12;
0.000958647;11.5949;12;
0.000959647;11.5953;12;
0.000960647;11.5957;12;
0.000961647;11.5961;12;
0.000962647;11.5965;12;
0.000963647;11.5968;12;
0.000964647;11.5972;12;
0.000965647;11.5976;12;
0.000966647;11.5979;12;
0.000967647;11.5983;12;
0.000968647;11.5986;12;
0.000969647;11.599;12;
0.000970647;11.5993;12;
0.000971647;11.5997;12;
0.000972647;11.6;12;
0.000973647;11.6003;12;
0.000974475;0.0206001;12;
0.000974775;0.0201579;12;
0.000975172;0.0206021;12;
0.000975545;0.0201571;12;
0.000976215;0.0206007;12;
0.000977215;0.020158;12;
0.000978215;0.0206035;12;
0.000979215;0.0201555;12;
0.000980215;0.0206042;12;
0.000981215;0.0201548;12;
0.000982215;0.0206049;12;
0.000983215;0.0201541;12;
0.000984013;0.0205322;12;
0.000984882;0.0201216;12;
0.000985168;0.0205484;12;
0.000985604;0.0201171;12;
0.000986215;0.0205495;12;
0.00098706;0.0201161;12;
0.00098806;0.0205502;12;
0.00098906;0.0201153;12;
0.00099006;0.0205509;12;
0.00099106;0.0201146;12;
0.00099206;0.0205516;12;
0.00099306;0.0201138;12;
0.00099406;0.0205522;12;
0.00099506;0.0201131;12;
0.00099606;0.0205529;12;
0.00099706;0.0201123;12;
0.00099806;0.0205536;12;
0.00099906;0.0201116;12;
0.001;0.0205543;12;
