time;V(U_a);V(U_e);
0.00610926;0.0203696;12;
0.00610993;0.0203714;12;
0.00611129;0.0203533;12;
0.00611214;0.0203065;12;
0.00611275;0.020319;12;
0.00611305;0.0203199;12;
0.00611344;0.0203247;12;
0.00611406;0.020322;12;
0.00611473;0.0203249;12;
0.00611606;0.020322;12;
0.00611873;0.0203249;12;
0.00612405;0.020322;12;
0.0061347;0.0203249;12;
0.006156;0.020322;12;
0.00619028;0.0203249;12;
0.00625271;0.020322;12;
0.00635271;0.0203249;12;
0.00645271;0.020322;12;
0.00655271;0.0203248;12;
0.00665271;0.020322;12;
0.00675271;0.0203248;12;
0.00685271;0.020322;12;
0.00695271;0.0203248;12;
0.00699;0.020322;12;
0.00699;0.0203235;10.8;
0.00699;0.0203295;8.4;
0.00699;0.0203428;6.11531;
0.00699001;0.0203661;3.92779;
0.00699001;0.0203988;1.63126;
0.00699001;0.0204271;0;
0.00699001;0.0204311;0;
0.00699001;0.0204401;0;
0.00699001;0.0204619;0;
0.00699001;0.0204901;0;
0.00699001;0.0205181;0;
0.00699001;0.0205373;0;
0.00699001;0.0205445;0;
0.00699001;0.020538;0;
0.00699001;0.020521;0;
0.00699001;0.020496;0;
0.00699001;0.0204728;0;
0.00699001;0.020451;0;
0.00699001;0.0204296;0;
0.00699001;0.0204053;0;
0.00699001;0.0203729;0;
0.00699001;0.0203445;0;
0.00699001;0.0203076;0;
0.00699001;0.0202925;0;
0.00699001;0.0202891;0;
0.00699002;0.0203056;0;
0.00699002;0.0203153;0;
0.00699002;0.0203226;0;
0.00699003;0.0203236;0;
0.00699003;0.0203235;0;
0.00699004;0.0203231;0;
0.00699004;0.0203188;0;
0.00699004;0.0203232;0;
0.00699005;0.971496;0;
0.00699005;3.27833;0;
0.00699005;4.61802;0;
0.00699005;5.44654;0;
0.00699005;5.8971;0;
0.00699006;6.38325;0;
0.00699006;6.95208;0;
0.00699006;7.40581;0;
0.00699006;8.00764;0;
0.00699006;8.58957;0;
0.00699006;9.20927;0;
0.00699006;9.85324;0;
0.00699007;10.461;0;
0.00699007;10.8985;0;
0.00699008;11.1039;0;
0.00699008;11.2271;0;
0.00699009;11.296;0;
0.00699009;11.3384;0;
0.0069901;11.3675;0;
0.00699011;11.3858;0;
0.00699012;11.4012;0;
0.00699013;11.4098;0;
0.00699016;11.4218;0;
0.0069902;11.4312;0;
0.00699027;11.4449;0;
0.00699041;11.4595;0;
0.00699069;11.4759;0;
0.00699123;11.4922;0;
0.00699204;11.5065;0;
0.00699365;11.5216;0;
0.00699688;11.5391;0;
0.007;11.5479;0;
0.007;11.5481;1.2;
0.007;11.5482;3.6;
0.007;11.5481;5.7664;
0.007;11.5481;7.70007;
0.007;11.5481;9.55715;
0.007;11.5481;12;
0.007;11.5481;12;
0.007;11.5481;12;
0.007;11.5481;12;
0.007;11.5482;12;
0.007;11.5482;12;
0.00700001;11.5482;12;
0.00700001;11.5482;12;
0.00700001;11.5482;12;
0.00700001;11.5482;12;
0.00700001;11.5482;12;
0.00700001;11.5482;12;
0.00700001;11.5482;12;
0.00700001;11.5482;12;
0.00700001;11.5482;12;
0.00700002;11.5483;12;
0.00700003;11.5483;12;
0.00700004;11.5483;12;
0.00700004;11.5483;12;
0.00700005;11.5483;12;
0.00700006;11.5484;12;
0.00700008;11.5484;12;
0.0070001;11.5485;12;
0.00700014;11.5485;12;
0.00700019;11.5487;12;
0.00700026;11.5489;12;
0.00700038;11.5491;12;
0.00700058;11.5496;12;
0.00700096;11.5505;12;
0.00700134;11.5513;12;
0.00700173;11.5522;12;
0.00700195;11.5527;12;
0.00700212;11.553;12;
0.00700221;11.5532;12;
0.00700229;11.5534;12;
0.00700235;11.5535;12;
0.00700242;11.5536;12;
0.00700249;11.5537;12;
0.00700257;11.5539;12;
0.00700271;11.5542;12;
0.00700297;11.5547;12;
0.0070035;11.5557;12;
0.00700456;11.5576;12;
0.00700666;11.561;12;
0.00701088;11.5668;12;
0.00701932;11.5755;12;
0.00703619;11.5873;12;
0.00706994;11.6017;12;
0.00709391;11.6081;12;
0.00710927;0.0203836;12;
0.00711677;0.0210319;12;
0.00712073;0.0204169;12;
0.00712266;0.0202974;12;
0.00712467;0.0203379;12;
0.00712651;0.0203095;12;
0.00712749;0.0203368;12;
0.0071288;0.0203102;12;
0.00713117;0.0203366;12;
0.00713375;0.0203103;12;
0.0071389;0.0203366;12;
0.0071492;0.0203103;12;
0.00716726;0.0203366;12;
0.00720339;0.0203103;12;
0.00727565;0.0203366;12;
0.00737565;0.0203103;12;
0.00747565;0.0203366;12;
0.00757565;0.0203103;12;
0.00767565;0.0203366;12;
0.00777565;0.0203103;12;
0.00787565;0.0203366;12;
0.00797565;0.0203103;12;
0.00799;0.0203365;12;
0.008;0.0203235;12;
0.00802;0.0203234;12;
0.00806;0.0203235;12;
0.00814;0.0203234;12;
0.00824;0.0203235;12;
0.00834;0.0203234;12;
0.00844;0.0203235;12;
0.00854;0.0203234;12;
0.00864;0.0203235;12;
0.00874;0.0203234;12;
0.00884;0.0203235;12;
0.00894;0.0203234;12;
0.00899;0.0203235;12;
0.00899;0.0203249;10.8;
0.00899;0.0203306;8.4;
0.00899;0.0203434;6.07833;
0.00899001;0.0203672;3.78743;
0.00899001;0.0204019;1.36055;
0.00899001;0.0204257;0;
0.00899001;0.020429;0;
0.00899001;0.0204363;0;
0.00899001;0.020454;0;
0.00899001;0.0204833;0;
0.00899001;0.0205119;0;
0.00899001;0.0205347;0;
0.00899001;0.0205448;0;
0.00899001;0.0205408;0;
0.00899001;0.0205224;0;
0.00899001;0.020498;0;
0.00899001;0.020475;0;
0.00899001;0.0204524;0;
0.00899001;0.02043;0;
0.00899001;0.0204045;0;
0.00899001;0.0203713;0;
0.00899001;0.0203421;0;
0.00899001;0.0203053;0;
0.00899001;0.0202914;0;
0.00899001;0.0202897;0;
0.00899002;0.0203068;0;
0.00899002;0.0203161;0;
0.00899002;0.0203228;0;
0.00899003;0.0203235;0;
0.00899004;0.0203146;0;
0.00899005;2.7596;0;
0.00899006;7.07201;0;
0.00899006;9.49248;0;
0.00899007;9.83566;0;
0.00899007;10.0741;0;
0.00899007;10.2699;0;
0.00899007;10.3662;0;
0.00899007;10.4694;0;
0.00899007;10.5735;0;
0.00899007;10.6892;0;
0.00899007;10.8239;0;
0.00899008;10.9545;0;
0.00899008;11.0888;0;
0.00899008;11.2009;0;
0.00899009;11.2898;0;
0.00899009;11.3427;0;
0.0089901;11.3738;0;
0.00899011;11.3899;0;
0.00899012;11.4001;0;
0.00899013;11.4077;0;
0.00899015;11.4174;0;
0.00899017;11.4252;0;
0.00899022;11.4365;0;
0.00899032;11.4502;0;
0.0089905;11.466;0;
0.00899085;11.4819;0;
0.00899155;11.499;0;
0.00899296;11.5164;0;
0.00899576;11.5344;0;
0.009;11.5485;0;
0.00900006;11.5487;12;
0.00900018;11.549;12;
0.00900025;11.5491;12;
0.00900031;11.5493;12;
0.00900038;11.5494;12;
0.00900046;11.5496;12;
0.00900055;11.5498;12;
0.00900064;11.5501;12;
0.00900074;11.5503;12;
0.00900086;11.5506;12;
0.009001;11.5509;12;
0.00900117;11.5513;12;
0.00900137;11.5517;12;
0.00900159;11.5522;12;
0.00900179;11.5526;12;
0.00900199;11.553;12;
0.00900219;11.5534;12;
0.00900241;11.5539;12;
0.00900267;11.5544;12;
0.009003;11.555;12;
0.00900346;11.5559;12;
0.00900414;11.5571;12;
0.00900525;11.559;12;
0.00900732;11.5622;12;
0.00901147;11.5676;12;
0.00901976;11.576;12;
0.00903633;11.5875;12;
0.00905982;11.598;12;
0.00908105;11.6046;12;
0.00909939;0.0203795;12;
0.0090996;0.020351;12;
0.00910001;0.0203153;12;
0.00910023;0.0203213;12;
0.00910045;0.0203211;12;
0.00910069;0.020324;12;
0.00910117;0.0203225;12;
0.00910195;0.0203244;12;
0.00910324;0.0203225;12;
0.0091058;0.0203244;12;
0.00911093;0.0203225;12;
0.00912119;0.0203244;12;
0.00913765;0.0203225;12;
0.00916793;0.0203244;12;
0.0092201;0.0203225;12;
0.00931824;0.0203244;12;
0.00941824;0.0203225;12;
0.00951824;0.0203244;12;
0.00961824;0.0203225;12;
0.00971824;0.0203244;12;
0.00981824;0.0203225;12;
0.00991824;0.0203244;12;
0.00999;0.0203225;12;
0.00999;0.020324;10.8;
0.00999;0.0203299;8.4;
0.00999;0.0203431;6.1151;
0.00999001;0.0203664;3.92735;
0.00999001;0.0203989;1.63084;
0.00999001;0.0204272;0;
0.00999001;0.0204312;0;
0.00999001;0.0204402;0;
0.00999001;0.020462;0;
0.00999001;0.0204902;0;
0.00999001;0.0205181;0;
0.00999001;0.0205373;0;
0.00999001;0.0205445;0;
0.00999001;0.020538;0;
0.00999001;0.020521;0;
0.00999001;0.020496;0;
0.00999001;0.0204727;0;
0.00999001;0.0204509;0;
0.00999001;0.0204296;0;
0.00999001;0.0204052;0;
0.00999001;0.0203729;0;
0.00999001;0.0203445;0;
0.00999001;0.0203076;0;
0.00999001;0.0202924;0;
0.00999001;0.0202892;0;
0.00999002;0.0203056;0;
0.00999002;0.0203154;0;
0.00999002;0.0203226;0;
0.00999003;0.0203236;0;
0.00999003;0.0203235;0;
0.00999004;0.0203231;0;
0.00999004;0.0203188;0;
0.00999004;0.0203232;0;
0.00999005;0.971498;0;
0.00999005;3.2774;0;
0.00999005;4.62127;0;
0.00999005;5.44988;0;
0.00999005;5.8996;0;
0.00999006;6.38517;0;
0.00999006;6.95327;0;
0.00999006;7.40603;0;
0.00999006;8.00666;0;
0.00999006;8.58732;0;
0.00999006;9.20561;0;
0.00999006;9.84841;0;
0.00999007;10.4556;0;
0.00999007;10.8975;0;
0.00999008;11.1035;0;
0.00999008;11.227;0;
0.00999009;11.2958;0;
0.00999009;11.3383;0;
0.0099901;11.3675;0;
0.00999011;11.3858;0;
0.00999012;11.4013;0;
0.00999013;11.4098;0;
0.00999016;11.4218;0;
0.0099902;11.4312;0;
0.00999027;11.4449;0;
0.00999041;11.4594;0;
0.00999068;11.4758;0;
0.00999123;11.4921;0;
0.00999203;11.5064;0;
0.00999364;11.5215;0;
0.00999687;11.539;0;
0.01;11.5479;0;
