time;V(U_a)1;V(U_o)1;
0;5.32119e-05;-0.000106269;
1e-07;5.32119e-05;-0.000106269;
2e-07;5.32119e-05;-0.000106269;
4e-07;5.32119e-05;-0.000106269;
8e-07;5.32119e-05;-0.000106269;
1.6e-06;5.32119e-05;-0.000106269;
3.2e-06;5.32119e-05;-0.000106269;
6.4e-06;5.32119e-05;-0.000106269;
1.28e-05;5.32119e-05;-0.000106269;
2.28e-05;5.32119e-05;-0.000106269;
3.28e-05;5.32119e-05;-0.000106269;
4.28e-05;5.32119e-05;-0.000106269;
5.28e-05;5.32119e-05;-0.000106269;
6.28e-05;5.32119e-05;-0.000106269;
7.28e-05;5.32119e-05;-0.000106269;
8.28e-05;5.32119e-05;-0.000106269;
9.28e-05;5.32119e-05;-0.000106269;
0.0001028;5.32119e-05;-0.000106269;
0.0001128;5.32119e-05;-0.000106269;
0.0001228;5.32119e-05;-0.000106269;
0.0001328;5.32119e-05;-0.000106269;
0.0001428;5.32119e-05;-0.000106269;
0.0001528;5.32119e-05;-0.000106269;
0.0001628;5.32119e-05;-0.000106269;
0.0001728;5.32119e-05;-0.000106269;
0.0001828;5.32119e-05;-0.000106269;
0.0001928;5.32119e-05;-0.000106269;
0.0002028;5.32119e-05;-0.000106269;
0.0002128;5.32119e-05;-0.000106269;
0.0002228;5.32119e-05;-0.000106269;
0.0002328;5.32119e-05;-0.000106269;
0.0002428;5.32119e-05;-0.000106269;
0.0002528;5.32119e-05;-0.000106269;
0.0002628;5.32119e-05;-0.000106269;
0.0002728;5.32119e-05;-0.000106269;
0.0002828;5.32119e-05;-0.000106269;
0.0002928;5.32119e-05;-0.000106269;
0.0003028;5.32119e-05;-0.000106269;
0.0003128;5.32119e-05;-0.000106269;
0.0003228;5.32119e-05;-0.000106269;
0.0003328;5.32119e-05;-0.000106269;
0.0003428;5.32119e-05;-0.000106269;
0.0003528;5.32119e-05;-0.000106269;
0.0003628;5.32119e-05;-0.000106269;
0.0003728;5.32119e-05;-0.000106269;
0.0003828;5.32119e-05;-0.000106269;
0.0003928;5.32119e-05;-0.000106269;
0.0004028;5.32119e-05;-0.000106269;
0.0004128;5.32119e-05;-0.000106269;
0.0004228;5.32119e-05;-0.000106269;
0.0004328;5.32119e-05;-0.000106269;
0.0004428;5.32119e-05;-0.000106269;
0.0004528;5.32119e-05;-0.000106269;
0.0004628;5.32119e-05;-0.000106269;
0.0004728;5.32119e-05;-0.000106269;
0.0004828;5.32119e-05;-0.000106269;
0.0004928;5.32119e-05;-0.000106269;
0.0005028;5.32119e-05;-0.000106269;
0.0005128;5.32119e-05;-0.000106269;
0.0005228;5.32119e-05;-0.000106269;
0.0005328;5.32119e-05;-0.000106269;
0.0005428;5.32119e-05;-0.000106269;
0.0005528;5.32119e-05;-0.000106269;
0.0005628;5.32119e-05;-0.000106269;
0.0005728;5.32119e-05;-0.000106269;
0.0005828;5.32119e-05;-0.000106269;
0.0005928;5.32119e-05;-0.000106269;
0.0006028;5.32119e-05;-0.000106269;
0.0006128;5.32119e-05;-0.000106269;
0.0006228;5.32119e-05;-0.000106269;
0.0006328;5.32119e-05;-0.000106269;
0.0006428;5.32119e-05;-0.000106269;
0.0006528;5.32119e-05;-0.000106269;
0.0006628;5.32119e-05;-0.000106269;
0.0006728;5.32119e-05;-0.000106269;
0.0006828;5.32119e-05;-0.000106269;
0.0006928;5.32119e-05;-0.000106269;
0.0007028;5.32119e-05;-0.000106269;
0.0007128;5.32119e-05;-0.000106269;
0.0007228;5.32119e-05;-0.000106269;
0.0007328;5.32119e-05;-0.000106269;
0.0007428;5.32119e-05;-0.000106269;
0.0007528;5.32119e-05;-0.000106269;
0.0007628;5.32119e-05;-0.000106269;
0.0007728;5.32119e-05;-0.000106269;
0.0007828;5.32119e-05;-0.000106269;
0.0007928;5.32119e-05;-0.00010627;
0.0008028;5.32119e-05;-0.000106269;
0.0008128;5.32119e-05;-0.00010627;
0.0008228;5.32119e-05;-0.000106269;
0.0008328;5.32119e-05;-0.00010627;
0.0008428;5.32119e-05;-0.000106268;
0.0008528;5.32119e-05;-0.00010627;
0.0008628;5.32119e-05;-0.000106268;
0.0008728;5.32119e-05;-0.00010627;
0.0008828;5.32119e-05;-0.000106268;
0.0008928;5.32119e-05;-0.00010627;
0.0009028;5.32119e-05;-0.000106268;
0.0009128;5.32119e-05;-0.00010627;
0.0009228;5.32119e-05;-0.000106268;
0.0009328;5.32119e-05;-0.00010627;
0.0009428;5.32119e-05;-0.000106268;
0.0009528;5.32119e-05;-0.00010627;
0.0009628;5.32119e-05;-0.000106268;
0.0009728;5.32119e-05;-0.00010627;
0.0009828;5.32119e-05;-0.000106268;
0.0009928;5.32119e-05;-0.000106271;
0.0010028;5.32119e-05;-0.000106268;
0.0010128;5.32119e-05;-0.000106271;
0.0010228;5.32119e-05;-0.000106267;
0.0010328;5.32119e-05;-0.000106271;
0.0010428;5.32119e-05;-0.000106267;
0.0010528;5.32119e-05;-0.000106271;
0.0010628;5.32119e-05;-0.000106267;
0.0010728;5.32119e-05;-0.000106271;
0.0010828;5.3212e-05;-0.000106267;
0.0010928;5.32119e-05;-0.000106272;
0.0011028;5.3212e-05;-0.000106266;
0.0011128;5.32119e-05;-0.000106272;
0.0011228;5.3212e-05;-0.000106266;
0.0011328;5.32119e-05;-0.000106272;
0.0011428;5.3212e-05;-0.000106266;
0.0011528;5.32119e-05;-0.000106273;
0.0011628;5.3212e-05;-0.000106265;
0.0011728;5.32119e-05;-0.000106273;
0.0011828;5.3212e-05;-0.000106265;
0.0011928;5.32118e-05;-0.000106274;
0.0012028;5.3212e-05;-0.000106264;
0.0012128;5.32118e-05;-0.000106274;
0.0012228;5.3212e-05;-0.000106264;
0.0012328;5.32118e-05;-0.000106275;
0.0012428;5.3212e-05;-0.000106263;
0.0012528;5.32118e-05;-0.000106275;
0.0012628;5.3212e-05;-0.000106262;
0.0012728;5.32118e-05;-0.000106276;
0.0012828;5.3212e-05;-0.000106262;
0.0012928;5.32118e-05;-0.000106277;
0.0013028;5.3212e-05;-0.000106261;
0.0013128;5.32118e-05;-0.000106278;
0.0013228;5.32121e-05;-0.00010626;
0.0013328;5.32118e-05;-0.000106279;
0.0013428;5.32121e-05;-0.000106259;
0.0013528;5.32117e-05;-0.00010628;
0.0013628;5.32121e-05;-0.000106257;
0.0013728;5.32117e-05;-0.000106281;
0.0013828;5.32121e-05;-0.000106256;
0.0013928;5.32117e-05;-0.000106283;
0.0014028;5.32121e-05;-0.000106254;
0.0014128;5.32117e-05;-0.000106285;
0.0014228;5.32122e-05;-0.000106253;
0.0014328;5.32116e-05;-0.000106286;
0.0014428;5.32122e-05;-0.000106251;
0.0014528;5.32116e-05;-0.000106289;
0.0014628;5.32122e-05;-0.000106248;
0.0014728;5.32116e-05;-0.000106291;
0.0014828;5.32123e-05;-0.000106246;
0.0014928;5.32115e-05;-0.000106294;
0.0015028;5.32123e-05;-0.000106243;
0.0015128;5.32115e-05;-0.000106296;
0.0015228;5.32124e-05;-0.00010624;
0.0015328;5.32114e-05;-0.0001063;
0.0015428;5.32124e-05;-0.000106237;
0.0015528;5.32114e-05;-0.000106303;
0.0015628;5.32125e-05;-0.000106233;
0.0015728;5.32113e-05;-0.000106308;
0.0015828;5.32126e-05;-0.000106228;
0.0015928;5.32112e-05;-0.000106312;
0.0016028;5.32126e-05;-0.000106223;
0.0016128;5.32111e-05;-0.000106317;
0.0016228;5.32127e-05;-0.000106218;
0.0016328;5.3211e-05;-0.000106323;
0.0016428;5.32128e-05;-0.000106212;
0.0016528;5.32109e-05;-0.00010633;
0.0016628;5.32129e-05;-0.000106205;
0.0016728;5.32108e-05;-0.000106337;
0.0016828;5.32131e-05;-0.000106197;
0.0016928;5.32107e-05;-0.000106345;
0.0017028;5.32132e-05;-0.000106188;
0.0017128;5.32105e-05;-0.000106355;
0.0017228;5.32134e-05;-0.000106179;
0.0017328;5.32104e-05;-0.000106365;
0.0017428;5.32135e-05;-0.000106168;
0.0017528;5.32102e-05;-0.000106377;
0.0017628;5.32137e-05;-0.000106155;
0.0017728;5.321e-05;-0.000106389;
0.0017828;5.3214e-05;-0.000106142;
0.0017928;5.32097e-05;-0.000106404;
0.0018028;5.32142e-05;-0.000106126;
0.0018128;5.32095e-05;-0.00010642;
0.0018228;5.32145e-05;-0.000106109;
0.0018328;5.32092e-05;-0.000106439;
0.0018428;5.32148e-05;-0.00010609;
0.0018528;5.32089e-05;-0.000106459;
0.0018628;5.32151e-05;-0.000106068;
0.0018728;5.32085e-05;-0.000106482;
0.0018828;5.32155e-05;-0.000106044;
0.0018928;5.32081e-05;-0.000106508;
0.0019028;5.3216e-05;-0.000106017;
0.0019128;5.32076e-05;-0.000106536;
0.0019228;5.32165e-05;-0.000105986;
0.0019328;5.32071e-05;-0.000106569;
0.0019428;5.3217e-05;-0.000105952;
0.0019528;5.32065e-05;-0.000106605;
0.0019628;5.32176e-05;-0.000105914;
0.0019728;5.32059e-05;-0.000106645;
0.0019828;5.32183e-05;-0.000105871;
0.0019928;5.32051e-05;-0.00010669;
0.0020028;5.32191e-05;-0.000105823;
0.0020128;5.32043e-05;-0.000106741;
0.0020228;5.32199e-05;-0.000105769;
0.0020328;5.32034e-05;-0.000106798;
0.0020428;5.32209e-05;-0.000105709;
0.0020528;5.32024e-05;-0.000106862;
0.0020628;5.3222e-05;-0.000105641;
0.0020728;5.32012e-05;-0.000106934;
0.0020828;5.32232e-05;-0.000105566;
0.0020928;5.31999e-05;-0.000107014;
0.0021028;5.32246e-05;-0.000105481;
0.0021128;5.31985e-05;-0.000107104;
0.0021228;5.32261e-05;-0.000105386;
0.0021328;5.31969e-05;-0.000107204;
0.0021428;5.32278e-05;-0.000105279;
0.0021528;5.31951e-05;-0.000107317;
0.0021628;5.32297e-05;-0.00010516;
0.0021728;5.3193e-05;-0.000107443;
0.0021828;5.32319e-05;-0.000105026;
0.0021928;5.31908e-05;-0.000107585;
0.0022028;5.32343e-05;-0.000104876;
0.0022128;5.31882e-05;-0.000107744;
0.0022228;5.3237e-05;-0.000104708;
0.0022328;5.31854e-05;-0.000107922;
0.0022428;5.324e-05;-0.00010452;
0.0022528;5.31822e-05;-0.000108121;
0.0022628;5.32434e-05;-0.000104309;
0.0022728;5.31786e-05;-0.000108345;
0.0022828;5.32472e-05;-0.000104072;
0.0022928;5.31745e-05;-0.000108595;
0.0023028;5.32515e-05;-0.000103807;
0.0023128;5.317e-05;-0.000108875;
0.0023228;5.32563e-05;-0.00010351;
0.0023328;5.3165e-05;-0.00010919;
0.0023428;5.32616e-05;-0.000103177;
0.0023528;5.31593e-05;-0.000109542;
0.0023628;5.32676e-05;-0.000102804;
0.0023728;5.3153e-05;-0.000109937;
0.0023828;5.32743e-05;-0.000102386;
0.0023928;5.31459e-05;-0.00011038;
0.0024028;5.32818e-05;-0.000101918;
0.0024128;5.31379e-05;-0.000110875;
0.0024228;5.32903e-05;-0.000101393;
0.0024328;5.3129e-05;-0.000111431;
0.0024428;5.32997e-05;-0.000100805;
0.0024528;5.3119e-05;-0.000112054;
0.0024628;5.33103e-05;-0.000100146;
0.0024728;5.31077e-05;-0.000112751;
0.0024828;5.33222e-05;-9.94069e-05;
0.0024928;5.30952e-05;-0.000113533;
0.0025028;5.33355e-05;-9.85791e-05;
0.0025128;5.30811e-05;-0.00011441;
0.0025228;5.33504e-05;-9.76515e-05;
0.0025328;5.30653e-05;-0.000115392;
0.0025428;5.33671e-05;-9.6612e-05;
0.0025528;5.30476e-05;-0.000116492;
0.0025628;5.33858e-05;-9.54471e-05;
0.0025728;5.30278e-05;-0.000117725;
0.00258275;5.34069e-05;-9.41382e-05;
0.00259259;5.30054e-05;-0.000119122;
0.00260228;5.3431e-05;-9.26378e-05;
0.00261175;5.29793e-05;-0.000120746;
0.00262092;5.34595e-05;-9.08647e-05;
0.0026297;5.29478e-05;-0.000122705;
0.00263802;5.34948e-05;-8.86683e-05;
0.00264577;5.29075e-05;-0.000125212;
0.00265211;5.35449e-05;-8.55453e-05;
0.00265715;5.2839e-05;-0.000129476;
0.00266035;5.36577e-05;-7.85298e-05;
0.00266208;5.25911e-05;-0.000144901;
0.00266282;5.46168e-05;-1.88423e-05;
0.00266309;0.000108361;0.00332557;
0.00266321;0.000198822;0.00895457;
0.00266329;0.000306623;0.0156625;
0.00266336;0.000468233;0.0257178;
0.00266344;0.000782497;0.0452714;
0.00266349;0.00112994;0.0668825;
0.00266354;0.00158904;0.0954382;
0.00266359;0.00223985;0.135923;
0.00266365;0.00325381;0.198978;
0.00266371;0.00501858;0.308816;
0.00266377;0.00792204;0.489916;
0.00266384;0.0128687;0.800012;
0.00266387;0.0154114;0.951001;
0.00266388;0.0176422;1.06139;
0.00266389;0.0192846;1.11982;
0.0026639;0.0207578;1.15755;
0.0026639;0.0222908;1.18749;
0.00266391;0.0243033;1.2182;
0.00266391;0.0276558;1.25771;
0.00266391;0.0323089;1.30088;
0.00266392;0.0404872;1.36338;
0.00266393;0.05426;1.4587;
0.00266394;0.0667217;1.54922;
0.00266395;0.0788204;1.65429;
0.00266396;0.0901999;1.78447;
0.00266397;0.0985155;1.91743;
0.00266398;0.105209;2.07128;
0.002664;0.110098;2.24136;
0.00266401;0.113993;2.47758;
0.00266404;0.11589;2.80177;
0.00266407;0.115409;3.14478;
0.0026641;0.113269;3.57151;
0.00266414;0.1095;4.11558;
0.00266417;0.106202;4.44005;
0.00266418;0.10338;4.60695;
0.00266419;0.0980735;4.71117;
0.0026642;0.0869818;4.82742;
0.0026642;0.0792858;4.89645;
0.00266421;0.0698691;4.98055;
0.00266422;0.0589955;5.07995;
0.00266423;0.0471997;5.1951;
0.00266424;0.0360329;5.31574;
0.00266426;0.0263071;5.43533;
0.00266427;0.0162056;5.58225;
0.00266429;0.00391976;5.8175;
0.00266432;-0.00505791;6.07904;
0.00266435;-0.0111851;6.38504;
0.00266437;-0.0133512;6.56922;
0.00266438;-0.0146953;6.72892;
0.0026644;-0.0158151;6.90287;
0.00266442;-0.0167925;7.09055;
0.00266444;-0.017647;7.27635;
0.00266446;-0.0185335;7.47701;
0.00266448;-0.0195222;7.69755;
0.00266451;-0.0207836;7.96637;
0.00266454;-0.0224324;8.29901;
0.00266459;-0.0248826;8.77075;
0.00266466;-0.0287281;9.49246;
0.00266473;-0.0326753;10.2263;
0.00266475;-0.036686;10.3448;
0.00266477;-0.0409094;10.3657;
0.00266478;-0.0442374;10.3768;
0.00266479;-0.0459159;10.3821;
0.0026648;-0.0474489;10.3873;
0.00266481;-0.0485923;10.3922;
0.00266483;-0.0492889;10.398;
0.00266485;-0.0489724;10.4041;
0.00266487;-0.0479876;10.4089;
0.00266488;-0.0471035;10.4123;
0.0026649;-0.0464168;10.4151;
0.00266492;-0.0459817;10.4177;
0.00266493;-0.045851;10.4198;
0.00266495;-0.0459511;10.4216;
0.00266496;-0.0462235;10.4233;
0.00266497;-0.0466695;10.4249;
0.00266499;-0.0472755;10.4265;
0.00266501;-0.0480901;10.4282;
0.00266503;-0.0490905;10.4299;
0.00266505;-0.050348;10.4318;
0.00266508;-0.0518825;10.4339;
0.00266511;-0.0535904;10.4361;
0.00266515;-0.0555692;10.4384;
0.0026652;-0.0581441;10.4411;
0.00266528;-0.0625057;10.445;
0.00266537;-0.0672277;10.4484;
0.00266548;-0.072972;10.4519;
0.00266571;-0.0844574;10.4571;
0.00266592;-0.0952553;10.4606;
0.00266629;-0.114326;10.4651;
0.00266668;-0.134228;10.4682;
0.00266746;-0.174034;10.472;
0.00266829;-0.216706;10.4741;
0.00266969;-0.288739;10.4758;
0.00267116;-0.364217;10.4764;
0.00267338;-0.477698;10.4766;
0.002676;-0.612069;10.4767;
0.00268072;-0.854165;10.4767;
0.00268817;-1.23652;10.4767;
0.00269817;-1.74933;10.4767;
0.00270817;-2.26209;10.4767;
0.00271817;-2.7748;10.4767;
0.00272817;-3.28746;10.4767;
0.00273817;-3.80006;10.4767;
0.00274817;-4.31261;10.4767;
0.00275817;-4.82512;10.4767;
0.00276817;-5.33756;10.4767;
0.00277817;-5.84996;10.4753;
0.00278377;-6.13674;10.4715;
0.0027904;-6.47676;10.4612;
0.00279668;-6.79843;10.44;
0.00279912;-6.92306;10.4195;
0.00279919;-6.92703;10.4185;
0.00279935;-6.93496;10.4162;
0.00279966;-6.95082;10.4111;
0.00279995;-6.96578;10.4049;
0.00280044;-6.99072;10.3886;
0.0028005;-6.99414;10.3852;
0.00280064;-7.00096;10.3765;
0.00280073;-7.0059;10.3677;
0.0028008;-7.00932;10.359;
0.00280085;-7.01188;10.3501;
0.00280089;-7.01417;10.3387;
0.00280093;-7.01615;10.3242;
0.00280096;-7.01794;10.3047;
0.00280099;-7.01982;10.2744;
0.00280102;-7.022;10.2252;
0.00280105;-7.02419;10.1569;
0.00280109;-7.02607;10.077;
0.00280112;-7.02798;9.97453;
0.00280115;-7.02968;9.86824;
0.00280119;-7.03196;9.707;
0.00280123;-7.0346;9.49013;
0.00280129;-7.03842;9.10092;
0.00280132;-7.04066;8.81248;
