time;V(U_a)1;V(U_o)1;
0;5.32084e-05;-0.000106264;
1e-07;5.32084e-05;-0.000106264;
2e-07;5.32084e-05;-0.000106264;
4e-07;5.32084e-05;-0.000106264;
8e-07;5.32084e-05;-0.000106264;
1.6e-06;5.32084e-05;-0.000106264;
3.2e-06;5.32084e-05;-0.000106264;
6.4e-06;5.32084e-05;-0.000106264;
1.28e-05;5.32084e-05;-0.000106264;
2.28e-05;5.32084e-05;-0.000106264;
3.28e-05;5.32084e-05;-0.000106264;
4.28e-05;5.32084e-05;-0.000106264;
5.28e-05;5.32084e-05;-0.000106264;
6.28e-05;5.32084e-05;-0.000106264;
7.28e-05;5.32084e-05;-0.000106264;
8.28e-05;5.32084e-05;-0.000106264;
9.28e-05;5.32084e-05;-0.000106264;
0.0001028;5.32084e-05;-0.000106264;
0.0001128;5.32084e-05;-0.000106264;
0.0001228;5.32084e-05;-0.000106264;
0.0001328;5.32084e-05;-0.000106264;
0.0001428;5.32084e-05;-0.000106264;
0.0001528;5.32084e-05;-0.000106264;
0.0001628;5.32084e-05;-0.000106264;
0.0001728;5.32084e-05;-0.000106264;
0.0001828;5.32084e-05;-0.000106264;
0.0001928;5.32084e-05;-0.000106264;
0.0002028;5.32084e-05;-0.000106264;
0.0002128;5.32084e-05;-0.000106264;
0.0002228;5.32084e-05;-0.000106264;
0.0002328;5.32084e-05;-0.000106264;
0.0002428;5.32084e-05;-0.000106264;
0.0002528;5.32084e-05;-0.000106264;
0.0002628;5.32084e-05;-0.000106264;
0.0002728;5.32084e-05;-0.000106264;
0.0002828;5.32084e-05;-0.000106264;
0.0002928;5.32084e-05;-0.000106264;
0.0003028;5.32084e-05;-0.000106264;
0.0003128;5.32084e-05;-0.000106264;
0.0003228;5.32084e-05;-0.000106264;
0.0003328;5.32084e-05;-0.000106264;
0.0003428;5.32084e-05;-0.000106264;
0.0003528;5.32084e-05;-0.000106264;
0.0003628;5.32084e-05;-0.000106264;
0.0003728;5.32084e-05;-0.000106264;
0.0003828;5.32084e-05;-0.000106264;
0.0003928;5.32084e-05;-0.000106264;
0.0004028;5.32084e-05;-0.000106264;
0.0004128;5.32084e-05;-0.000106264;
0.0004228;5.32084e-05;-0.000106264;
0.0004328;5.32084e-05;-0.000106264;
