#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2AFF
#Date Time: 2024-01-16 17:43:56.435
#Sample rate: 2.94118e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 50 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 2 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 бу

Time (s),Channel 1 (V),Channel 2 (V)
-0.002147995331519891,-1.603141582767019,0.03687345304770114
-0.002147655331519891,-1.595713139386558,0.03653463961756075
-0.002147315331519891,-1.591998917696321,0.0365346396175606
-0.002146975331519891,-1.591998917696317,0.0365346396175603
-0.002146635331519891,-1.584570474315856,0.03585701275727952
-0.002146295331519891,-1.588284696006087,0.03484057246685714
-0.002145955331519891,-1.588284696006087,0.03450175903671675
-0.002145615331519891,-1.588284696006087,0.03517938589699753
-0.002145275331519891,-1.580856252625619,0.03551819932713852
-0.002144935331519891,-1.577142030935385,0.03585701275727936
-0.002144595331519891,-1.577142030935385,0.03619582618741975
-0.002144255331519891,-1.573427809245151,0.03619582618741991
-0.002143915331519891,-1.573427809245151,0.03619582618741975
-0.002143575331519891,-1.573427809245151,0.03585701275727921
-0.002143235331519891,-1.565999365864682,0.03619582618742006
-0.002142895331519891,-1.562285144174448,0.03653463961756014
-0.002142555331519891,-1.558570922484216,0.03551819932713852
-0.002142215331519891,-1.55485670079398,0.03382413217643521
-0.002141875331519891,-1.551142479103744,0.03416294560657575
-0.002141535331519891,-1.547428257413514,0.03416294560657575
-0.002141195331519891,-1.547428257413514,0.03450175903671644
-0.002140855331519891,-1.547428257413511,0.03450175903671644
-0.002140515331519891,-1.54371403572328,0.03450175903671644
-0.002140175331519892,-1.536285592342819,0.03450175903671644
-0.002139835331519891,-1.536285592342809,0.03517938589699721
-0.002139495331519891,-1.532571370652578,0.03450175903671644
-0.002139155331519892,-1.536285592342809,0.03416294560657605
-0.002138815331519891,-1.528857148962344,0.03416294560657513
-0.002138475331519891,-1.528857148962344,0.03348531874629436
-0.002138135331519892,-1.521428705581883,0.03382413217643475
-0.002137795331519891,-1.517714483891639,0.03416294560657575
-0.002137455331519891,-1.514000262201409,0.03416294560657575
-0.002137115331519892,-1.517714483891639,0.03484057246685652
-0.002136775331519891,-1.514000262201405,0.03416294560657575
-0.002136435331519891,-1.510286040511175,0.03416294560657575
-0.002136095331519892,-1.502857597130714,0.03382413217643536
-0.002135755331519891,-1.499143375440477,0.03314650531615398
-0.002135415331519891,-1.502857597130707,0.03348531874629436
-0.002135075331519892,-1.495429153750246,0.03314650531615398
-0.002134735331519891,-1.499143375440471,0.03280769188601313
-0.002134395331519891,-1.491714932060005,0.03213006502573159
-0.002134055331519892,-1.491714932060005,0.03314650531615321
-0.002133715331519891,-1.484286488679541,0.03246887845587259
-0.002133375331519891,-1.484286488679538,0.03280769188601298
-0.002133035331519892,-1.480572266989306,0.03246887845587244
-0.002132695331519891,-1.480572266989304,0.03246887845587228
-0.002132355331519891,-1.476858045299068,0.03213006502573174
-0.002132015331519892,-1.473143823608838,0.03246887845587213
-0.002131675331519891,-1.473143823608836,0.03213006502573159
-0.002131335331519891,-1.465715380228366,0.03314650531615367
-0.002130995331519892,-1.462001158538136,0.03314650531615367
-0.002130655331519891,-1.462001158538134,0.0317912515955909
-0.002130315331519891,-1.458286936847899,0.0317912515955912
-0.002129975331519891,-1.454572715157668,0.03246887845587198
-0.002129635331519891,-1.450858493467433,0.03213006502573159
-0.002129295331519891,-1.450858493467429,0.03213006502573159
-0.002128955331519891,-1.443430050086968,0.03213006502573159
-0.002128615331519891,-1.443430050086965,0.03213006502573159
-0.002128275331519891,-1.439715828396728,0.03179125159559105
-0.002127935331519891,-1.432287385016267,0.03213006502573144
-0.002127595331519891,-1.428573163326029,0.03213006502573159
-0.002127255331519891,-1.428573163326029,0.03145243816545067
-0.002126915331519891,-1.428573163326029,0.03246887845587182
-0.002126575331519891,-1.424858941635795,0.03043599787502813
-0.002126235331519891,-1.424858941635795,0.03009718444488758
-0.002125895331519891,-1.424858941635795,0.03043599787502797
-0.002125555331519891,-1.417430498255327,0.03043599787502813
-0.002125215331519891,-1.410002054874856,0.0297583710147472
-0.002124875331519891,-1.402573611494395,0.03077481130516836
-0.002124535331519891,-1.402573611494392,0.02975837101474674
-0.002124195331519891,-1.395145168113926,0.02975837101474674
-0.002123855331519891,-1.398859389804156,0.02975837101474674
-0.002123515331519891,-1.395145168113924,0.03009718444488743
-0.002123175331519891,-1.387716724733455,0.03043599787502813
-0.002122835331519891,-1.384002503043222,0.03043599787502813
-0.002122495331519891,-1.384002503043222,0.02874193072432466
-0.002122155331519891,-1.384002503043222,0.02840311729418381
-0.002121815331519891,-1.384002503043222,0.02806430386404327
-0.002121475331519891,-1.384002503043219,0.02840311729418412
-0.002121135331519891,-1.376574059662755,0.02874193072432466
-0.002120795331519891,-1.376574059662755,0.02874193072432466
-0.002120455331519891,-1.369145616282285,0.02941955758460589
-0.002120115331519891,-1.36543139459205,0.02908074415446566
-0.002119775331519891,-1.361717172901819,0.02941955758460604
-0.002119435331519892,-1.358002951211589,0.02908074415446566
-0.002119095331519891,-1.354288729521348,0.02975837101474551
