X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-1.190000e-03,2.000000e-06
0,1.02e+01,4.00e-01,-7.40e+00,
1,1.00e+01,2.00e-01,-7.60e+00,
2,1.02e+01,4.00e-01,-7.60e+00,
3,1.00e+01,2.00e-01,-7.40e+00,
4,1.02e+01,2.00e-01,-7.60e+00,
5,1.00e+01,4.00e-01,-7.40e+00,
6,1.02e+01,2.00e-01,-7.60e+00,
7,1.00e+01,4.00e-01,-7.40e+00,
8,1.02e+01,2.00e-01,-7.40e+00,
9,1.00e+01,4.00e-01,-7.60e+00,
10,1.02e+01,2.00e-01,-7.40e+00,
11,1.00e+01,4.00e-01,-7.60e+00,
12,1.02e+01,2.00e-01,-7.40e+00,
13,1.00e+01,4.00e-01,-7.60e+00,
14,1.00e+01,2.00e-01,-7.40e+00,
15,1.02e+01,4.00e-01,-7.60e+00,
16,1.02e+01,4.00e-01,-7.40e+00,
17,1.00e+01,2.00e-01,-7.60e+00,
18,1.02e+01,4.00e-01,-7.40e+00,
19,1.00e+01,2.00e-01,-7.60e+00,
20,1.00e+01,2.00e-01,-7.60e+00,
21,1.02e+01,4.00e-01,-7.40e+00,
22,1.00e+01,4.00e-01,-7.40e+00,
23,1.02e+01,2.00e-01,-7.60e+00,
24,1.02e+01,2.00e-01,-7.40e+00,
25,1.00e+01,4.00e-01,-7.60e+00,
26,1.02e+01,4.00e-01,-7.60e+00,
27,1.00e+01,2.00e-01,-7.40e+00,
28,1.00e+01,4.00e-01,-7.60e+00,
29,1.02e+01,2.00e-01,-7.40e+00,
30,1.02e+01,4.00e-01,-7.40e+00,
31,1.00e+01,2.00e-01,-7.60e+00,
32,1.02e+01,4.00e-01,-7.60e+00,
33,1.00e+01,2.00e-01,-7.40e+00,
34,1.02e+01,2.00e-01,-7.40e+00,
35,1.00e+01,4.00e-01,-7.60e+00,
36,1.02e+01,2.00e-01,-7.40e+00,
37,1.00e+01,4.00e-01,-7.60e+00,
38,1.00e+01,4.00e-01,-7.60e+00,
39,1.02e+01,2.00e-01,-7.40e+00,
40,1.02e+01,4.00e-01,-7.60e+00,
41,1.00e+01,2.00e-01,-7.40e+00,
