time	V(schleifenfilter)	V(vco_out)	V(n007)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
9.999999717180685e-010	-4.300335e-013	-3.661615e-014	0.000000e+000
1.999999943436137e-009	-1.017504e-012	-1.153269e-013	0.000000e+000
7.999999773744548e-009	-6.535937e-012	-1.188818e-012	0.000000e+000
1.599999954748910e-008	-1.576213e-011	-3.653167e-012	0.000000e+000
2.765152119611563e-008	-3.057486e-011	-7.964171e-012	0.000000e+000
3.991623347056047e-008	-4.708075e-011	-1.270988e-011	0.000000e+000
5.322574900726135e-008	-6.551210e-011	-1.789853e-011	0.000000e+000
6.700053668835656e-008	-8.476556e-011	-2.325507e-011	0.000000e+000
8.418195441999639e-008	-1.087709e-010	-2.985040e-011	0.000000e+000
1.024643151697943e-007	-1.342950e-010	-3.680046e-011	0.000000e+000
1.216414824667232e-007	-1.610551e-010	-4.409277e-011	0.000000e+000
1.448048200345580e-007	-1.932324e-010	-5.283717e-011	0.000000e+000
1.856532828890454e-007	-2.490572e-010	-6.811543e-011	0.000000e+000
2.241873433412901e-007	-3.004872e-010	-8.185270e-011	0.000000e+000
2.657421594270559e-007	-3.551879e-010	-9.668285e-011	0.000000e+000
3.056587063074648e-007	-4.064977e-010	-1.108282e-010	0.000000e+000
3.381157210403286e-007	-4.466484e-010	-1.214625e-010	0.000000e+000
3.681585801156219e-007	-4.831251e-010	-1.313980e-010	0.000000e+000
3.975404135429707e-007	-5.186367e-010	-1.411239e-010	0.000000e+000
4.289406073328383e-007	-5.561265e-010	-1.514712e-010	0.000000e+000
4.582331498378821e-007	-5.900900e-010	-1.609036e-010	0.000000e+000
4.785972939674071e-007	-6.128243e-010	-1.670800e-010	0.000000e+000
4.993237523266112e-007	-6.341351e-010	-1.733481e-010	0.000000e+000
5.189311135607559e-007	-6.510077e-010	-1.774648e-010	0.000000e+000
5.288716478810004e-007	-6.581799e-010	-1.791055e-010	0.000000e+000
5.354267140343869e-007	-6.626698e-010	-1.802720e-010	0.000000e+000
5.414165223244543e-007	-6.667045e-010	-1.812266e-010	0.000000e+000
5.495006442505679e-007	-6.719924e-010	-1.825482e-010	0.000000e+000
5.553615029172456e-007	-6.757526e-010	-1.834527e-010	0.000000e+000
5.602129045800863e-007	-6.787972e-010	-1.842036e-010	0.000000e+000
5.658872870551494e-007	-6.822932e-010	-1.850518e-010	0.000000e+000
5.722881332443459e-007	-6.861587e-010	-1.859951e-010	0.000000e+000
5.800887126576915e-007	-6.907480e-010	-1.871117e-010	0.000000e+000
5.901363279567061e-007	-6.964564e-010	-1.884988e-010	0.000000e+000
6.031932249094737e-007	-7.035431e-010	-1.902142e-010	0.000000e+000
6.209569439264350e-007	-7.125928e-010	-1.924001e-010	0.000000e+000
6.449781566082516e-007	-7.237398e-010	-1.950811e-010	0.000000e+000
6.807077535653808e-007	-7.380447e-010	-1.985209e-010	0.000000e+000
7.317886806555690e-007	-7.537417e-010	-2.022640e-010	0.000000e+000
8.131893888562178e-007	-7.674540e-010	-2.055868e-010	0.000000e+000
9.250506893125953e-007	-7.710342e-010	-2.041046e-010	0.000000e+000
1.088621176548672e-006	-7.682991e-010	-2.011641e-010	0.000000e+000
1.360015454863862e-006	-7.666732e-010	-2.006834e-010	0.000000e+000
1.784709677173071e-006	-7.666683e-010	-2.001781e-010	0.000000e+000
2.045943709429485e-006	-7.666626e-010	-2.003935e-010	0.000000e+000
2.234748334301478e-006	-7.666525e-010	-2.002023e-010	0.000000e+000
2.432800891410048e-006	-7.666474e-010	-2.003649e-010	0.000000e+000
2.596560588074442e-006	-7.666470e-010	-2.002259e-010	0.000000e+000
2.769278160530101e-006	-7.666415e-010	-2.003419e-010	0.000000e+000
3.004834858624723e-006	-7.658121e-010	-2.002416e-010	0.000000e+000
3.345782622407398e-006	-7.611658e-010	-2.016039e-010	0.000000e+000
3.947523592991108e-006	-7.445849e-010	-2.062732e-010	0.000000e+000
4.552827649113016e-006	1.217483e-009	-2.151080e-010	0.000000e+000
5.763435761356831e-006	8.446841e-009	8.687120e-009	0.000000e+000
7.848401545621882e-006	1.510461e-008	2.587342e-009	0.000000e+000
1.141209220750361e-005	1.668501e-008	5.818010e-009	0.000000e+000
1.771975114302723e-005	1.670181e-008	2.057142e-009	0.000000e+000
2.000000000000000e-005	1.607596e-008	5.931577e-009	0.000000e+000
2.014297121022546e-005	1.642502e-008	1.194854e-009	0.000000e+000
2.042891363067639e-005	1.667052e-008	1.296941e-008	0.000000e+000
2.100079847157824e-005	1.669544e-008	-1.239621e-008	0.000000e+000
2.214456815338194e-005	1.669186e-008	2.516369e-008	0.000000e+000
2.325468532815512e-005	1.669516e-008	-2.481091e-008	0.000000e+000
2.547491967770148e-005	1.669608e-008	3.659222e-008	0.000000e+000
7.022827096308266e-004	1.763043e-008	9.052516e-009	0.000000e+000
1.379090499583952e-003	1.855453e-008	-1.958221e-008	0.000000e+000
2.055898289537077e-003	1.946838e-008	-4.931197e-008	0.000000e+000
2.732706079490202e-003	2.037199e-008	-8.013676e-008	0.000000e+000
3.409513869443327e-003	2.126534e-008	-1.120566e-007	0.000000e+000
4.086321659396452e-003	2.214844e-008	-1.450714e-007	0.000000e+000
4.763129449349575e-003	2.302129e-008	-1.791813e-007	0.000000e+000
4.863129449349576e-003	2.314948e-008	-9.445767e-008	0.000000e+000
4.963129449349576e-003	2.325874e-008	-1.853312e-007	0.000000e+000
4.975629449349576e-003	2.327941e-008	-1.413784e-007	0.000000e+000
5.000629449349576e-003	2.332549e-008	-1.426782e-007	0.000000e+000
5.001065378852702e-003	2.332603e-008	-1.423429e-007	0.000000e+000
5.001937237858952e-003	2.332712e-008	-1.425233e-007	0.000000e+000
5.003680955871453e-003	2.332935e-008	-1.423733e-007	0.000000e+000
5.003966724202109e-003	2.332972e-008	-1.425336e-007	0.000000e+000
5.004538260863421e-003	2.333044e-008	-1.424337e-007	0.000000e+000
5.005035677578010e-003	2.333108e-008	-1.426671e-007	0.000000e+000
5.005160031756657e-003	2.333122e-008	-1.422724e-007	0.000000e+000
5.005408740113952e-003	2.333164e-008	-1.436820e-007	0.000000e+000
5.005672834673554e-003	2.333313e-008	-1.379408e-007	0.000000e+000
5.005728434581186e-003	2.333542e-008	-1.271486e-007	0.000000e+000
5.005839634396450e-003	2.337651e-008	-5.491763e-008	0.000000e+000
5.005975712666294e-003	2.360799e-008	1.004119e-006	0.000000e+000
5.006068795001634e-003	2.400979e-008	4.262436e-006	0.000000e+000
5.006085985939817e-003	2.416533e-008	5.481701e-006	0.000000e+000
5.006120367816184e-003	2.473598e-008	8.595196e-006	0.000000e+000
5.006179646955269e-003	2.644606e-008	1.902562e-005	0.000000e+000
5.006227842991443e-003	2.889806e-008	3.576146e-005	0.000000e+000
5.006263524215074e-003	3.191775e-008	5.660652e-005	0.000000e+000
5.006293034766128e-003	3.574970e-008	8.255334e-005	0.000000e+000
5.006321432277331e-003	4.123438e-008	1.186264e-004	0.000000e+000
5.006353295674481e-003	5.036733e-008	1.783481e-004	0.000000e+000
5.006385882154649e-003	6.476342e-008	2.706635e-004	0.000000e+000
5.006423939984999e-003	9.078306e-008	4.416660e-004	0.000000e+000
5.006457348024819e-003	1.254904e-007	6.774680e-004	0.000000e+000
5.006486124263325e-003	1.698731e-007	9.778669e-004	0.000000e+000
5.006513662310539e-003	2.324505e-007	1.388863e-003	0.000000e+000
5.006545616474301e-003	3.400621e-007	2.089800e-003	0.000000e+000
5.006578815777756e-003	5.117718e-007	3.196428e-003	0.000000e+000
5.006616165605603e-003	8.170940e-007	5.165803e-003	0.000000e+000
5.006654000598975e-003	1.320106e-006	8.402768e-003	0.000000e+000
5.006694150878685e-003	2.201870e-006	1.409935e-002	0.000000e+000
5.006734181845057e-003	3.672158e-006	2.361943e-002	0.000000e+000
5.006775421920683e-003	6.213442e-006	4.021659e-002	0.000000e+000
5.006816386166534e-003	1.044175e-005	6.821222e-002	0.000000e+000
5.006857766193040e-003	1.749878e-005	1.163014e-001	0.000000e+000
5.006898607893702e-003	2.861322e-005	1.966136e-001	0.000000e+000
5.006939396045667e-003	4.532550e-005	3.310151e-001	0.000000e+000
5.006979463877550e-003	6.837605e-005	5.472038e-001	0.000000e+000
5.007005534722196e-003	9.632592e-005	7.498828e-001	0.000000e+000
5.007018069883139e-003	1.517648e-004	8.685649e-001	0.000000e+000
5.007025340613526e-003	2.453933e-004	9.440680e-001	0.000000e+000
5.007031460465230e-003	3.547291e-004	1.011224e+000	0.000000e+000
5.007037951536414e-003	4.285299e-004	1.085924e+000	0.000000e+000
5.007043707628206e-003	4.228425e-004	1.155164e+000	0.000000e+000
5.007050651804767e-003	3.566354e-004	1.242493e+000	0.000000e+000
5.007051817748974e-003	3.413282e-004	1.257565e+000	0.000000e+000
5.007054766184782e-003	2.987993e-004	1.296207e+000	0.000000e+000
5.007055327222524e-003	2.909556e-004	1.303645e+000	0.000000e+000
5.007055888260267e-003	2.831565e-004	1.311110e+000	0.000000e+000
5.007056449298010e-003	2.754020e-004	1.318602e+000	0.000000e+000
5.007057010335753e-003	2.676921e-004	1.326122e+000	0.000000e+000
5.007057571373495e-003	2.600269e-004	1.333668e+000	0.000000e+000
5.007058132411238e-003	2.524062e-004	1.341242e+000	0.000000e+000
5.007058693448981e-003	2.448302e-004	1.348842e+000	0.000000e+000
5.007059369242376e-003	2.357840e-004	1.358034e+000	0.000000e+000
5.007059526065261e-003	2.336944e-004	1.360172e+000	0.000000e+000
5.007059661349783e-003	2.319001e-004	1.362018e+000	0.000000e+000
5.007059747688574e-003	2.307591e-004	1.363198e+000	0.000000e+000
5.007059841648162e-003	2.295255e-004	1.364482e+000	0.000000e+000
5.007060029567338e-003	2.270949e-004	1.367052e+000	0.000000e+000
5.007060333807416e-003	2.232815e-004	1.371220e+000	0.000000e+000
5.007060720194142e-003	2.187228e-004	1.376524e+000	0.000000e+000
5.007061232771226e-003	2.132100e-004	1.383581e+000	0.000000e+000
5.007061871193546e-003	2.069555e-004	1.392401e+000	0.000000e+000
5.007062710223142e-003	1.985689e-004	1.404046e+000	0.000000e+000
5.007063784546629e-003	1.839253e-004	1.419043e+000	0.000000e+000
5.007065247085755e-003	1.475234e-004	1.439617e+000	0.000000e+000
5.007067309848985e-003	3.936579e-005	1.468938e+000	0.000000e+000
5.007070362605807e-003	-2.731790e-004	1.512980e+000	0.000000e+000
5.007073262343546e-003	-8.070796e-004	1.555521e+000	0.000000e+000
5.007076068662878e-003	-1.694728e-003	1.597335e+000	0.000000e+000
5.007079407305636e-003	-3.370088e-003	1.647889e+000	0.000000e+000
5.007082492287325e-003	-5.836598e-003	1.695361e+000	0.000000e+000
5.007087232361419e-003	-1.162488e-002	1.769672e+000	0.000000e+000
5.007091786158102e-003	-1.992111e-002	1.842559e+000	0.000000e+000
5.007097596879646e-003	-3.528671e-002	1.937553e+000	0.000000e+000
5.007104288107338e-003	-6.044906e-002	2.049479e+000	0.000000e+000
5.007114308402975e-003	-1.129628e-001	2.221526e+000	0.000000e+000
5.007128116885347e-003	-2.063230e-001	2.465826e+000	0.000000e+000
5.007138210312409e-003	-2.885224e-001	2.648771e+000	0.000000e+000
5.007149304756257e-003	-3.901779e-001	2.853230e+000	0.000000e+000
5.007158935088944e-003	-4.836065e-001	3.033165e+000	0.000000e+000
5.007168002432536e-003	-5.738226e-001	3.204427e+000	0.000000e+000
5.007177541209384e-003	-6.687599e-001	3.386321e+000	0.000000e+000
5.007186532506980e-003	-7.563156e-001	3.559254e+000	0.000000e+000
5.007198995449089e-003	-8.726947e-001	3.801117e+000	0.000000e+000
5.007210614297023e-003	-9.756833e-001	4.028702e+000	0.000000e+000
5.007215892818345e-003	-1.019759e+000	4.132791e+000	0.000000e+000
5.007219467872980e-003	-1.047919e+000	4.203730e+000	0.000000e+000
5.007223139970938e-003	-1.075828e+000	4.277115e+000	0.000000e+000
5.007226876051372e-003	-1.103828e+000	4.352167e+000	0.000000e+000
5.007230789072597e-003	-1.132795e+000	4.431039e+000	0.000000e+000
5.007235371792585e-003	-1.165952e+000	4.523665e+000	0.000000e+000
5.007240511170602e-003	-1.201675e+000	4.627807e+000	0.000000e+000
5.007248151262729e-003	-1.251079e+000	4.783092e+000	0.000000e+000
5.007261548995117e-003	-1.327931e+000	5.056639e+000	0.000000e+000
5.007279315298657e-003	-1.412864e+000	5.421482e+000	0.000000e+000
5.007299175497239e-003	-1.486144e+000	5.831615e+000	0.000000e+000
5.007321554136381e-003	-1.545697e+000	6.296024e+000	0.000000e+000
5.007342971903477e-003	-1.585417e+000	6.742337e+000	0.000000e+000
5.007354166378232e-003	-1.597604e+000	6.976925e+000	0.000000e+000
5.007362941959346e-003	-1.601383e+000	7.163541e+000	0.000000e+000
5.007371979336976e-003	-1.603650e+000	7.357876e+000	0.000000e+000
5.007378523647969e-003	-1.605565e+000	7.498862e+000	0.000000e+000
5.007386851833406e-003	-1.607878e+000	7.678346e+000	0.000000e+000
5.007396047125317e-003	-1.610493e+000	7.876120e+000	0.000000e+000
5.007414437709138e-003	-1.616196e+000	8.270398e+000	0.000000e+000
5.007431926740263e-003	-1.622172e+000	8.643694e+000	0.000000e+000
5.007450472366679e-003	-1.628908e+000	9.038239e+000	0.000000e+000
5.007469127540081e-003	-1.635603e+000	9.434191e+000	0.000000e+000
5.007485893602058e-003	-1.641263e+000	9.788123e+000	0.000000e+000
5.007496692256786e-003	-1.644629e+000	9.978685e+000	0.000000e+000
5.007506279926424e-003	-1.647346e+000	1.011201e+001	0.000000e+000
5.007516931792225e-003	-1.650047e+000	1.023095e+001	0.000000e+000
5.007529581769464e-003	-1.652855e+000	1.033841e+001	0.000000e+000
5.007543117565279e-003	-1.655390e+000	1.042465e+001	0.000000e+000
5.007558114275926e-003	-1.657687e+000	1.049289e+001	0.000000e+000
5.007572573459998e-003	-1.659443e+000	1.054050e+001	0.000000e+000
5.007587866933036e-003	-1.660874e+000	1.057566e+001	0.000000e+000
5.007603972122748e-003	-1.662006e+000	1.060217e+001	0.000000e+000
5.007621285565920e-003	-1.662886e+000	1.062103e+001	0.000000e+000
5.007641560329842e-003	-1.663605e+000	1.063603e+001	0.000000e+000
5.007660159674042e-003	-1.664054e+000	1.064430e+001	0.000000e+000
5.007680009776264e-003	-1.664366e+000	1.065046e+001	0.000000e+000
5.007704089932994e-003	-1.664611e+000	1.065454e+001	0.000000e+000
5.007729055576743e-003	-1.664766e+000	1.065735e+001	0.000000e+000
5.007764415658503e-003	-1.664896e+000	1.065896e+001	0.000000e+000
5.007798165970518e-003	-1.664967e+000	1.065996e+001	0.000000e+000
5.007841476506685e-003	-1.665019e+000	1.066014e+001	0.000000e+000
5.007885823453680e-003	-1.665050e+000	1.066050e+001	0.000000e+000
5.007930341516040e-003	-1.665069e+000	1.066033e+001	0.000000e+000
5.007954299165002e-003	-1.665077e+000	1.066055e+001	0.000000e+000
5.007975940516340e-003	-1.665083e+000	1.066036e+001	0.000000e+000
5.008001760830559e-003	-1.665088e+000	1.066055e+001	0.000000e+000
5.008024281752465e-003	-1.665092e+000	1.066037e+001	0.000000e+000
5.008050149493383e-003	-1.665096e+000	1.066055e+001	0.000000e+000
5.008101884975220e-003	-1.665105e+000	1.066038e+001	0.000000e+000
5.008205355938894e-003	-1.665120e+000	1.066055e+001	0.000000e+000
5.008296101769506e-003	-1.665124e+000	1.066038e+001	0.000000e+000
5.008296146078993e-003	-1.665125e+000	1.066039e+001	0.000000e+000
5.008296234697968e-003	-1.665126e+000	1.066041e+001	0.000000e+000
5.008296411935918e-003	-1.665128e+000	1.066044e+001	0.000000e+000
5.008296766411819e-003	-1.665130e+000	1.066046e+001	0.000000e+000
5.008297475363621e-003	-1.665132e+000	1.066047e+001	0.000000e+000
5.008298893267225e-003	-1.665133e+000	1.066046e+001	0.000000e+000
5.008301729074431e-003	-1.665133e+000	1.066046e+001	0.000000e+000
5.008307400688844e-003	-1.665134e+000	1.066046e+001	0.000000e+000
5.008318743917671e-003	-1.665136e+000	1.066046e+001	0.000000e+000
5.008341430375324e-003	-1.665139e+000	1.066046e+001	0.000000e+000
5.008351817157231e-003	-1.665140e+000	1.066046e+001	0.000000e+000
5.008360972937023e-003	-1.665142e+000	1.066046e+001	0.000000e+000
5.008371994366670e-003	-1.665143e+000	1.066046e+001	0.000000e+000
5.008377300830419e-003	-1.665144e+000	1.066046e+001	0.000000e+000
5.008384026401979e-003	-1.665145e+000	1.066046e+001	0.000000e+000
5.008391379132361e-003	-1.665146e+000	1.066046e+001	0.000000e+000
5.008400829506809e-003	-1.665147e+000	1.066046e+001	0.000000e+000
5.008410366173362e-003	-1.665148e+000	1.066046e+001	0.000000e+000
5.008424523328348e-003	-1.665151e+000	1.066046e+001	0.000000e+000
5.008438260927909e-003	-1.665152e+000	1.066046e+001	0.000000e+000
5.008461170529393e-003	-1.665156e+000	1.066046e+001	0.000000e+000
5.008482455884203e-003	-1.665159e+000	1.066046e+001	0.000000e+000
5.008521511588441e-003	-1.665164e+000	1.066046e+001	0.000000e+000
5.008556709156331e-003	-1.665169e+000	1.066046e+001	0.000000e+000
5.008627104292111e-003	-1.665179e+000	1.066046e+001	0.000000e+000
5.008704602092196e-003	-1.665190e+000	1.066046e+001	0.000000e+000
5.008859597692364e-003	-1.665211e+000	1.066047e+001	0.000000e+000
5.009087265533470e-003	-1.665243e+000	1.066047e+001	0.000000e+000
5.009415149593402e-003	-1.665288e+000	1.066047e+001	0.000000e+000
5.009777208261601e-003	-1.665338e+000	1.066047e+001	0.000000e+000
5.010305349608126e-003	-1.665412e+000	1.066047e+001	0.000000e+000
5.012441959525621e-003	-1.665708e+000	1.066047e+001	0.000000e+000
5.020890632240492e-003	-1.666880e+000	1.066048e+001	0.000000e+000
5.032155529193652e-003	-1.668442e+000	1.066049e+001	0.000000e+000
5.054685323099974e-003	-1.671566e+000	1.066050e+001	0.000000e+000
5.099744910912617e-003	-1.677809e+000	1.066051e+001	0.000000e+000
5.189864086537903e-003	-1.690281e+000	1.066042e+001	0.000000e+000
5.289864086537904e-003	-1.704102e+000	1.066019e+001	0.000000e+000
5.389864086537904e-003	-1.717900e+000	1.065980e+001	0.000000e+000
5.489864086537904e-003	-1.731675e+000	1.065926e+001	0.000000e+000
5.589864086537904e-003	-1.745427e+000	1.065856e+001	0.000000e+000
5.689864086537905e-003	-1.759157e+000	1.065772e+001	0.000000e+000
5.789864086537905e-003	-1.772863e+000	1.065673e+001	0.000000e+000
5.889864086537905e-003	-1.786547e+000	1.065559e+001	0.000000e+000
5.989864086537905e-003	-1.800208e+000	1.065429e+001	0.000000e+000
6.089864086537906e-003	-1.813846e+000	1.065285e+001	0.000000e+000
6.189864086537906e-003	-1.827461e+000	1.065127e+001	0.000000e+000
6.289864086537906e-003	-1.841054e+000	1.064953e+001	0.000000e+000
6.389864086537907e-003	-1.854624e+000	1.064765e+001	0.000000e+000
6.489864086537907e-003	-1.868171e+000	1.064562e+001	0.000000e+000
6.589864086537907e-003	-1.881696e+000	1.064345e+001	0.000000e+000
6.689864086537907e-003	-1.895199e+000	1.064113e+001	0.000000e+000
6.889864086537908e-003	-1.922136e+000	1.063606e+001	0.000000e+000
7.089864086537908e-003	-1.948984e+000	1.063041e+001	0.000000e+000
7.289864086537909e-003	-1.975742e+000	1.062417e+001	0.000000e+000
7.489864086537909e-003	-2.002411e+000	1.061728e+001	0.000000e+000
7.789864086537910e-003	-2.042249e+000	1.060535e+001	0.000000e+000
8.089864086537909e-003	-2.081888e+000	1.058920e+001	0.000000e+000
8.289864086537908e-003	-2.108204e+000	1.057090e+001	0.000000e+000
8.389864086537907e-003	-2.121329e+000	1.055552e+001	0.000000e+000
8.489864086537907e-003	-2.134432e+000	1.053105e+001	0.000000e+000
8.589864086537906e-003	-2.147514e+000	1.048886e+001	0.000000e+000
8.689864086537906e-003	-2.160573e+000	1.040946e+001	0.000000e+000
8.789864086537905e-003	-2.173613e+000	1.023994e+001	0.000000e+000
8.861726757206319e-003	-2.182973e+000	9.980926e+000	0.000000e+000
8.866345485175007e-003	-2.183574e+000	9.957583e+000	0.000000e+000
8.875582941112384e-003	-2.184776e+000	9.908226e+000	0.000000e+000
8.894057852987140e-003	-2.187179e+000	9.799829e+000	0.000000e+000
8.899831262948001e-003	-2.187929e+000	9.763939e+000	0.000000e+000
8.902140626932346e-003	-2.188230e+000	9.749190e+000	0.000000e+000
8.902717967928431e-003	-2.188305e+000	9.744963e+000	0.000000e+000
8.903872649920604e-003	-2.188455e+000	9.734406e+000	0.000000e+000
8.904070088641981e-003	-2.188481e+000	9.732053e+000	0.000000e+000
8.904162833259970e-003	-2.188493e+000	9.730936e+000	0.000000e+000
8.904255577877957e-003	-2.188505e+000	9.729731e+000	0.000000e+000
8.904348322495946e-003	-2.188517e+000	9.728439e+000	0.000000e+000
8.904441067113933e-003	-2.188529e+000	9.727060e+000	0.000000e+000
8.904533811731922e-003	-2.188541e+000	9.725593e+000	0.000000e+000
8.904626556349909e-003	-2.188553e+000	9.724039e+000	0.000000e+000
8.904719300967898e-003	-2.188565e+000	9.722398e+000	0.000000e+000
8.904974633242760e-003	-2.188598e+000	9.716717e+000	0.000000e+000
8.905124074586657e-003	-2.188618e+000	9.712269e+000	0.000000e+000
8.905237445636142e-003	-2.188633e+000	9.707891e+000	0.000000e+000
8.905325516024881e-003	-2.188644e+000	9.703485e+000	0.000000e+000
8.905396578432329e-003	-2.188654e+000	9.698843e+000	0.000000e+000
8.905455731280668e-003	-2.188662e+000	9.693739e+000	0.000000e+000
8.905506948102564e-003	-2.188669e+000	9.687802e+000	0.000000e+000
8.905551578816997e-003	-2.188676e+000	9.680676e+000	0.000000e+000
8.905599031812431e-003	-2.188685e+000	9.669263e+000	0.000000e+000
8.905642916970638e-003	-2.188697e+000	9.651276e+000	0.000000e+000
8.905682777292890e-003	-2.188711e+000	9.623055e+000	0.000000e+000
8.905722353141701e-003	-2.188732e+000	9.575463e+000	0.000000e+000
8.905762504285774e-003	-2.188763e+000	9.493360e+000	0.000000e+000
8.905802951176644e-003	-2.188813e+000	9.352585e+000	0.000000e+000
8.905843740572008e-003	-2.188889e+000	9.112638e+000	0.000000e+000
8.905877213053141e-003	-2.189001e+000	8.805900e+000	0.000000e+000
8.905894818107545e-003	-2.189135e+000	8.593091e+000	0.000000e+000
8.905908888794292e-003	-2.189351e+000	8.393098e+000	0.000000e+000
8.905924459051957e-003	-2.189747e+000	8.138984e+000	0.000000e+000
8.905940898047556e-003	-2.190378e+000	7.833291e+000	0.000000e+000
8.905961585459279e-003	-2.191497e+000	7.398046e+000	0.000000e+000
8.905986908603621e-003	-2.193309e+000	6.802276e+000	0.000000e+000
8.906023720937139e-003	-2.196480e+000	5.855989e+000	0.000000e+000
8.906067234434965e-003	-2.200506e+000	4.676494e+000	0.000000e+000
8.906112583891750e-003	-2.204569e+000	3.424906e+000	0.000000e+000
8.906164788824399e-003	-2.208715e+000	1.984251e+000	0.000000e+000
8.906236244976969e-003	-2.213111e+000	3.559439e-002	0.000000e+000
8.906310215430827e-003	-2.215353e+000	-1.933324e+000	0.000000e+000
8.906358761026613e-003	-2.214401e+000	-3.204482e+000	0.000000e+000
8.906402832301959e-003	-2.211228e+000	-4.364194e+000	0.000000e+000
8.906454668934839e-003	-2.205861e+000	-5.750288e+000	0.000000e+000
8.906477337018085e-003	-2.203130e+000	-6.363787e+000	0.000000e+000
8.906492753735848e-003	-2.201050e+000	-6.782932e+000	0.000000e+000
8.906507795980236e-003	-2.198905e+000	-7.193149e+000	0.000000e+000
8.906519498241790e-003	-2.197269e+000	-7.513092e+000	0.000000e+000
8.906528569882713e-003	-2.196081e+000	-7.761691e+000	0.000000e+000
8.906537083597675e-003	-2.195053e+000	-7.995431e+000	0.000000e+000
8.906545735129463e-003	-2.194095e+000	-8.233421e+000	0.000000e+000
8.906554995200862e-003	-2.193149e+000	-8.488622e+000	0.000000e+000
8.906559040226639e-003	-2.192785e+000	-8.600256e+000	0.000000e+000
8.906562022771066e-003	-2.192523e+000	-8.682591e+000	0.000000e+000
8.906564793926295e-003	-2.192168e+000	-8.759109e+000	0.000000e+000
8.906568162895007e-003	-2.191598e+000	-8.852210e+000	0.000000e+000
8.906570396160600e-003	-2.191251e+000	-8.913983e+000	0.000000e+000
8.906572477409634e-003	-2.190995e+000	-8.971588e+000	0.000000e+000
8.906574923197951e-003	-2.190736e+000	-9.039325e+000	0.000000e+000
8.906577543931116e-003	-2.190485e+000	-9.111951e+000	0.000000e+000
8.906580795398354e-003	-2.190201e+000	-9.202111e+000	0.000000e+000
8.906585321296278e-003	-2.189850e+000	-9.327700e+000	0.000000e+000
8.906594373092125e-003	-2.189270e+000	-9.579157e+000	0.000000e+000
8.906607651618555e-003	-2.188599e+000	-9.948104e+000	0.000000e+000
8.906620966463960e-003	-2.188075e+000	-1.025047e+001	0.000000e+000
8.906635754429165e-003	-2.187643e+000	-1.049444e+001	0.000000e+000
8.906647862649388e-003	-2.187402e+000	-1.064214e+001	0.000000e+000
8.906659095378314e-003	-2.187265e+000	-1.074536e+001	0.000000e+000
8.906671987446713e-003	-2.187197e+000	-1.083700e+001	0.000000e+000
8.906688164958215e-003	-2.187212e+000	-1.091726e+001	0.000000e+000
8.906709471016169e-003	-2.187338e+000	-1.098331e+001	0.000000e+000
8.906728833607583e-003	-2.187515e+000	-1.101747e+001	0.000000e+000
8.906745578068658e-003	-2.187693e+000	-1.103722e+001	0.000000e+000
8.906760225388185e-003	-2.187850e+000	-1.104798e+001	0.000000e+000
8.906775802050798e-003	-2.188005e+000	-1.105692e+001	0.000000e+000
8.906792529737532e-003	-2.188153e+000	-1.106266e+001	0.000000e+000
8.906813869068289e-003	-2.188310e+000	-1.106823e+001	0.000000e+000
8.906834626615252e-003	-2.188430e+000	-1.107085e+001	0.000000e+000
8.906863015695325e-003	-2.188550e+000	-1.107363e+001	0.000000e+000
8.906892342617396e-003	-2.188634e+000	-1.107451e+001	0.000000e+000
8.906934832762481e-003	-2.188711e+000	-1.107568e+001	0.000000e+000
8.906981925014422e-003	-2.188762e+000	-1.107563e+001	0.000000e+000
8.907057161205647e-003	-2.188809e+000	-1.107608e+001	0.000000e+000
8.907153343384325e-003	-2.188845e+000	-1.107575e+001	0.000000e+000
8.907345707741682e-003	-2.188890e+000	-1.107607e+001	0.000000e+000
8.907675275698372e-003	-2.188945e+000	-1.107572e+001	0.000000e+000
8.908061000785509e-003	-2.189000e+000	-1.107603e+001	0.000000e+000
8.959786492941319e-003	-2.195721e+000	-1.107273e+001	0.000000e+000
9.011511985097127e-003	-2.202437e+000	-1.106940e+001	0.000000e+000
9.063237477252937e-003	-2.209147e+000	-1.106605e+001	0.000000e+000
9.114962969408747e-003	-2.215852e+000	-1.106267e+001	0.000000e+000
9.166688461564557e-003	-2.222550e+000	-1.105927e+001	0.000000e+000
9.218413953720365e-003	-2.229243e+000	-1.105584e+001	0.000000e+000
9.270139445876175e-003	-2.235930e+000	-1.105239e+001	0.000000e+000
9.570139445876173e-003	-2.274603e+000	-1.103221e+001	0.000000e+000
9.631454768040729e-003	-2.282484e+000	-1.102776e+001	0.000000e+000
9.692770090205286e-003	-2.290357e+000	-1.102332e+001	0.000000e+000
9.754085412369842e-003	-2.298222e+000	-1.101887e+001	0.000000e+000
9.815400734534397e-003	-2.306079e+000	-1.101443e+001	0.000000e+000
9.876716056698954e-003	-2.313928e+000	-1.101000e+001	0.000000e+000
9.938031378863510e-003	-2.321769e+000	-1.100557e+001	0.000000e+000
9.999346701028066e-003	-2.329602e+000	-1.100115e+001	0.000000e+000
1.000000000000000e-002	-2.329685e+000	-1.100079e+001	0.000000e+000
1.000006559524394e-002	-2.329694e+000	-1.100094e+001	6.559525e-001
