X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-3.020000e-03,5.000000e-06
0,2.00e-01,1.64e+00,-6.20e+00,
1,-4.00e-01,1.52e+00,-6.40e+00,
2,-4.00e-01,1.52e+00,-6.40e+00,
3,2.00e-01,1.68e+00,-6.20e+00,
4,-4.00e-01,1.52e+00,-6.20e+00,
5,2.00e-01,1.68e+00,-6.40e+00,
6,-4.00e-01,1.52e+00,-6.20e+00,
7,0.00e+00,1.68e+00,-6.40e+00,
8,2.00e-01,1.52e+00,-6.20e+00,
9,-4.00e-01,1.68e+00,-6.40e+00,
10,-4.00e-01,1.52e+00,-6.20e+00,
11,2.00e-01,1.68e+00,-6.40e+00,
12,-4.00e-01,1.64e+00,-6.40e+00,
13,2.00e-01,1.52e+00,-6.20e+00,
14,-4.00e-01,1.52e+00,-6.40e+00,
15,2.00e-01,1.64e+00,-6.20e+00,
16,2.00e-01,1.52e+00,-6.40e+00,
17,-4.00e-01,1.68e+00,-6.20e+00,
18,0.00e+00,1.52e+00,-6.20e+00,
19,-4.00e-01,1.68e+00,-6.40e+00,
20,2.00e-01,1.64e+00,-6.40e+00,
21,-4.00e-01,1.52e+00,-6.20e+00,
22,0.00e+00,1.52e+00,-6.20e+00,
23,-4.00e-01,1.68e+00,-6.40e+00,
24,-4.00e-01,1.68e+00,-6.20e+00,
25,2.00e-01,1.52e+00,-6.40e+00,
26,-4.00e-01,1.64e+00,-6.20e+00,
27,2.00e-01,1.52e+00,-6.40e+00,
28,-4.00e-01,1.52e+00,-6.20e+00,
29,2.00e-01,1.68e+00,-6.40e+00,
30,2.00e-01,1.52e+00,-6.20e+00,
31,-4.00e-01,1.68e+00,-6.40e+00,
32,-4.00e-01,1.64e+00,-6.20e+00,
33,2.00e-01,1.52e+00,-6.40e+00,
34,-4.00e-01,1.64e+00,-6.40e+00,
35,0.00e+00,1.52e+00,-6.20e+00,
36,-4.00e-01,1.52e+00,-6.40e+00,
37,2.00e-01,1.68e+00,-6.20e+00,
38,-4.00e-01,1.52e+00,-6.40e+00,
39,0.00e+00,1.64e+00,-6.20e+00,
40,-4.00e-01,1.64e+00,-6.40e+00,
41,2.00e-01,1.52e+00,-6.20e+00,
42,-4.00e-01,1.52e+00,-6.40e+00,
43,2.00e-01,1.68e+00,-6.20e+00,
44,-4.00e-01,1.52e+00,-6.20e+00,
45,2.00e-01,1.68e+00,-6.40e+00,
46,0.00e+00,1.64e+00,-6.20e+00,
47,-4.00e-01,1.52e+00,-6.40e+00,
48,2.00e-01,1.68e+00,-6.20e+00,
49,-4.00e-01,1.52e+00,-6.40e+00,
50,2.00e-01,1.64e+00,-6.20e+00,
51,-4.00e-01,1.52e+00,-6.40e+00,
52,2.00e-01,1.52e+00,-6.20e+00,
53,-4.00e-01,1.68e+00,-6.40e+00,
54,0.00e+00,1.52e+00,-6.20e+00,
55,-4.00e-01,1.64e+00,-6.40e+00,
56,-4.00e-01,1.52e+00,-6.40e+00,
57,2.00e-01,1.68e+00,-6.20e+00,
58,-4.00e-01,1.52e+00,-6.20e+00,
59,2.00e-01,1.68e+00,-6.40e+00,
60,0.00e+00,1.52e+00,-6.20e+00,
61,-4.00e-01,1.64e+00,-6.40e+00,
62,2.00e-01,1.64e+00,-6.20e+00,
63,-4.00e-01,1.52e+00,-6.40e+00,
64,-4.00e-01,1.52e+00,-6.40e+00,
65,2.00e-01,1.68e+00,-6.20e+00,
66,-4.00e-01,1.64e+00,-6.20e+00,
67,2.00e-01,1.52e+00,-6.40e+00,
68,-4.00e-01,1.52e+00,-6.20e+00,
69,2.00e-01,1.68e+00,-6.40e+00,
70,-4.00e-01,1.64e+00,-6.20e+00,
71,2.00e-01,1.52e+00,-6.40e+00,
72,2.00e-01,1.68e+00,-6.20e+00,
73,-4.00e-01,1.52e+00,-6.40e+00,
74,-4.00e-01,1.64e+00,-6.20e+00,
75,2.00e-01,1.52e+00,-6.40e+00,
76,-4.00e-01,1.64e+00,-6.20e+00,
77,2.00e-01,1.52e+00,-6.40e+00,
78,-4.00e-01,1.52e+00,-6.40e+00,
