time;V(/U_ein);V(U_aus);
0.799471;-0.952079;10.4768;
0.800471;-0.950138;10.4768;
0.801471;-0.94816;10.4768;
0.802471;-0.946145;10.4768;
0.803471;-0.944092;10.4767;
0.804471;-0.942002;10.4767;
0.805471;-0.939874;10.4767;
0.806471;-0.93771;10.4767;
0.807471;-0.935509;10.4767;
0.808471;-0.93327;10.4767;
0.809471;-0.930995;10.4767;
0.810471;-0.928683;10.4767;
0.811471;-0.926335;10.4767;
0.812471;-0.923949;10.4767;
0.813471;-0.921528;10.4767;
0.814471;-0.91907;10.4766;
0.815471;-0.916576;10.4766;
0.816471;-0.914045;10.4766;
0.817471;-0.911478;10.4766;
0.818471;-0.908876;10.4766;
0.819471;-0.906237;10.4766;
0.820471;-0.903563;10.4765;
0.821471;-0.900853;10.4765;
0.822471;-0.898108;10.4765;
0.823471;-0.895327;10.4765;
0.824471;-0.892511;10.4764;
0.825471;-0.889659;10.4764;
0.826471;-0.886773;10.4764;
0.827471;-0.883851;10.4764;
0.828471;-0.880895;10.4763;
0.829471;-0.877903;10.4763;
0.830471;-0.874877;10.4763;
0.831471;-0.871817;10.4762;
0.832471;-0.868722;10.4762;
0.833471;-0.865593;10.4762;
0.834471;-0.862429;10.4761;
0.835471;-0.859232;10.4761;
0.836471;-0.856001;10.4761;
0.837471;-0.852736;10.476;
0.838471;-0.849437;10.476;
0.839471;-0.846105;10.4759;
0.840471;-0.842739;10.4759;
0.841471;-0.83934;10.4758;
0.842471;-0.835908;10.4758;
0.843471;-0.832443;10.4757;
0.844471;-0.828945;10.4757;
0.845471;-0.825414;10.4756;
0.846471;-0.821851;10.4756;
0.847471;-0.818255;10.4755;
0.848471;-0.814627;10.4754;
0.849471;-0.810967;10.4754;
0.850471;-0.807274;10.4753;
0.851471;-0.80355;10.4752;
0.852471;-0.799794;10.4752;
0.853471;-0.796007;10.4751;
0.854471;-0.792188;10.475;
0.855471;-0.788338;10.4749;
0.856471;-0.784457;10.4749;
0.857471;-0.780545;10.4748;
0.858471;-0.776602;10.4747;
0.859471;-0.772628;10.4746;
0.860471;-0.768624;10.4745;
0.861471;-0.764589;10.4744;
0.862471;-0.760525;10.4744;
0.863471;-0.75643;10.4743;
0.864471;-0.752305;10.4742;
0.865471;-0.748151;10.4741;
0.866471;-0.743967;10.474;
0.867471;-0.739754;10.4739;
0.868471;-0.735512;10.4738;
0.869471;-0.73124;10.4736;
0.870471;-0.72694;10.4735;
0.871471;-0.722611;10.4734;
0.872471;-0.718253;10.4733;
0.873471;-0.713868;10.4732;
0.874471;-0.709454;10.4731;
0.875471;-0.705011;10.4729;
0.876471;-0.700542;10.4728;
0.877471;-0.696044;10.4727;
0.878471;-0.691519;10.4725;
0.879471;-0.686967;10.4724;
0.880471;-0.682387;10.4723;
0.881471;-0.677781;10.4721;
0.882471;-0.673148;10.472;
0.883471;-0.668488;10.4718;
0.884471;-0.663802;10.4717;
0.885471;-0.65909;10.4715;
0.886471;-0.654351;10.4713;
0.887471;-0.649587;10.4712;
0.888471;-0.644797;10.471;
0.889471;-0.639982;10.4708;
0.890471;-0.635141;10.4707;
0.891471;-0.630276;10.4705;
0.892471;-0.625385;10.4703;
0.893471;-0.62047;10.4701;
0.894471;-0.61553;10.4699;
0.895471;-0.610566;10.4697;
0.896471;-0.605578;10.4695;
0.897471;-0.600566;10.4693;
0.898471;-0.595531;10.4691;
0.899471;-0.590471;10.4689;
0.900471;-0.585389;10.4687;
0.901471;-0.580283;10.4685;
0.902471;-0.575155;10.4682;
0.903471;-0.570004;10.468;
0.904471;-0.56483;10.4678;
0.905471;-0.559634;10.4675;
0.906471;-0.554416;10.4673;
0.907471;-0.549176;10.467;
0.908471;-0.543914;10.4668;
0.909471;-0.538631;10.4665;
0.910471;-0.533326;10.4663;
0.911471;-0.528001;10.466;
0.912471;-0.522654;10.4657;
0.913471;-0.517287;10.4654;
0.914471;-0.5119;10.4651;
0.915471;-0.506492;10.4648;
0.916471;-0.501065;10.4645;
0.917471;-0.495617;10.4642;
0.918471;-0.49015;10.4639;
0.919471;-0.484664;10.4636;
0.920471;-0.479159;10.4633;
0.921471;-0.473634;10.4629;
0.922471;-0.468091;10.4626;
0.923471;-0.46253;10.4622;
0.924471;-0.45695;10.4619;
0.925471;-0.451352;10.4615;
0.926471;-0.445737;10.4611;
0.927471;-0.440103;10.4607;
0.928471;-0.434453;10.4604;
0.929471;-0.428785;10.4599;
0.930471;-0.4231;10.4595;
0.931471;-0.417399;10.4591;
0.932471;-0.411681;10.4587;
0.933471;-0.405947;10.4582;
0.934471;-0.400197;10.4578;
0.935471;-0.394431;10.4573;
0.936471;-0.388649;10.4568;
0.937471;-0.382852;10.4564;
0.938471;-0.37704;10.4559;
0.939471;-0.371213;10.4553;
0.940471;-0.365372;10.4548;
0.941471;-0.359516;10.4543;
0.942471;-0.353646;10.4537;
0.943471;-0.347762;10.4531;
0.944471;-0.341864;10.4526;
0.945471;-0.335953;10.4519;
0.946471;-0.330028;10.4513;
0.947471;-0.32409;10.4507;
0.948471;-0.31814;10.45;
0.949471;-0.312177;10.4493;
0.950471;-0.306202;10.4486;
0.951471;-0.300214;10.4479;
0.952471;-0.294215;10.4472;
0.953471;-0.288204;10.4464;
0.954471;-0.282182;10.4456;
0.955471;-0.276149;10.4447;
0.956471;-0.270104;10.4439;
0.957471;-0.264049;10.443;
0.958471;-0.257984;10.442;
0.959471;-0.251908;10.4411;
0.960471;-0.245823;10.4401;
0.961471;-0.239728;10.439;
0.962471;-0.233623;10.4379;
0.963471;-0.227509;10.4367;
0.964471;-0.221386;10.4355;
0.965471;-0.215255;10.4342;
0.966471;-0.209115;10.4329;
0.967471;-0.202966;10.4315;
0.968471;-0.19681;10.43;
0.969471;-0.190646;10.4284;
0.970471;-0.184474;10.4266;
0.971471;-0.178295;10.4248;
0.972471;-0.172109;10.4228;
0.973471;-0.165916;10.4207;
0.974471;-0.159717;10.4184;
0.975471;-0.153511;10.4159;
0.976471;-0.1473;10.4131;
0.977471;-0.141082;10.41;
0.978471;-0.134859;10.4065;
0.979471;-0.128631;10.4025;
0.980471;-0.122397;10.3979;
0.981471;-0.116159;10.3925;
0.982471;-0.109916;10.386;
0.983471;-0.103669;10.3779;
0.984471;-0.0974174;10.3678;
0.985471;-0.0911622;10.3548;
0.986471;-0.0849034;10.3378;
0.987471;-0.0786413;10.3158;
0.988471;-0.072376;10.2883;
0.989471;-0.0661079;10.2548;
0.990471;-0.0598372;10.2154;
0.991471;-0.0535642;10.1701;
0.992471;-0.047289;10.1191;
0.993471;-0.0410119;10.0623;
0.994471;-0.0347333;9.99984;
0.995471;-0.0284532;9.93174;
0.996471;-0.0221721;9.85808;
0.997471;-0.01589;9.77889;
0.998471;-0.00960737;9.69426;
0.999471;-0.00332432;9.6042;
1.00047;0.00295885;9.5088;
1.00147;0.00924191;9.40808;
1.00247;0.0155246;9.30213;
1.00347;0.0218067;9.19097;
1.00447;0.0280879;9.07468;
1.00547;0.034368;8.95328;
1.00647;0.0406468;8.82686;
1.00747;0.0469239;8.69543;
1.00847;0.0531992;8.55909;
1.00947;0.0594724;8.41784;
1.01047;0.0657433;8.27178;
1.01147;0.0720115;8.12091;
1.01247;0.0782769;7.96533;
1.01347;0.0845392;7.80504;
1.01447;0.0907982;7.64015;
1.01547;0.0970536;7.47064;
1.01647;0.103305;7.29662;
1.01747;0.109553;7.1181;
1.01847;0.115796;6.93516;
1.01947;0.122034;6.74781;
1.02047;0.128268;6.55614;
1.02147;0.134497;6.36016;
1.02247;0.14072;6.15996;
1.02347;0.146938;5.95554;
1.02447;0.15315;5.74699;
1.02547;0.159356;5.53431;
1.02647;0.165556;5.31761;
1.02747;0.171749;5.09687;
1.02847;0.177935;4.8722;
1.02947;0.184115;4.64359;
1.03047;0.190287;4.41112;
1.03147;0.196452;4.17482;
1.03247;0.202608;3.93476;
1.03347;0.208757;3.69094;
1.03447;0.214898;3.44346;
1.03547;0.22103;3.19232;
1.03647;0.227153;2.9376;
1.03747;0.233268;2.67931;
1.03847;0.239373;2.41753;
1.03947;0.245469;2.15226;
1.04047;0.251555;1.8836;
1.04147;0.257631;1.61154;
1.04247;0.263697;1.33616;
1.04347;0.269752;1.05748;
1.04447;0.275797;0.775574;
1.04547;0.281831;0.490444;
1.04647;0.287854;0.202172;
1.04747;0.293866;-0.089235;
1.04847;0.299866;-0.383699;
1.04947;0.305854;-0.681214;
1.05047;0.31183;-0.981701;
1.05147;0.317793;-1.28516;
1.05247;0.323745;-1.5915;
1.05347;0.329683;-1.90073;
1.05447;0.335608;-2.21276;
1.05547;0.34152;-2.52759;
1.05647;0.347419;-2.84515;
1.05747;0.353304;-3.16542;
1.05847;0.359175;-3.48834;
1.05947;0.365032;-3.8139;
1.06047;0.370874;-4.14202;
1.06147;0.376702;-4.47269;
1.06247;0.382515;-4.80585;
1.06347;0.388312;-5.14149;
1.06447;0.394095;-5.47952;
1.06547;0.399862;-5.81996;
1.06647;0.405613;-6.16272;
1.06747;0.411348;-6.5078;
1.06847;0.417067;-6.85512;
1.06947;0.422769;-7.20469;
1.07047;0.428455;-7.55643;
1.07147;0.434123;-7.91033;
1.07247;0.439775;-8.26632;
1.07347;0.445409;-8.6244;
1.07447;0.451026;-8.98449;
1.07547;0.456625;-9.3466;
1.07647;0.462206;-9.71065;
1.07747;0.467768;-10.0766;
1.07847;0.473312;-10.3992;
1.07884;0.475356;-10.4321;
1.07909;0.476756;-10.4421;
1.07937;0.478286;-10.4484;
1.07984;0.480852;-10.4547;
1.08041;0.484022;-10.4586;
1.08113;0.487952;-10.4611;
1.08189;0.492111;-10.4624;
1.08286;0.49743;-10.4634;
1.08386;0.502871;-10.4638;
1.08486;0.508292;-10.4642;
1.08586;0.513693;-10.4646;
1.08686;0.519073;-10.4649;
1.08786;0.524433;-10.4652;
1.08886;0.529773;-10.4655;
1.08986;0.535091;-10.4657;
1.09086;0.540389;-10.466;
1.09186;0.545665;-10.4663;
1.09286;0.550919;-10.4666;
1.09386;0.556152;-10.4668;
1.09486;0.561363;-10.4671;
1.09586;0.566552;-10.4673;
1.09686;0.571718;-10.4676;
1.09786;0.576862;-10.4678;
1.09886;0.581983;-10.468;
1.09986;0.587081;-10.4683;
1.10086;0.592155;-10.4685;
1.10186;0.597207;-10.4687;
1.10286;0.602235;-10.4689;
1.10386;0.607239;-10.4691;
1.10486;0.612219;-10.4694;
1.10586;0.617175;-10.4695;
1.10686;0.622106;-10.4697;
1.10786;0.627013;-10.4699;
1.10886;0.631896;-10.4701;
1.10986;0.636753;-10.4703;
1.11086;0.641585;-10.4705;
1.11186;0.646392;-10.4707;
1.11286;0.651173;-10.4709;
1.11386;0.655929;-10.471;
1.11486;0.660658;-10.4712;
1.11586;0.665362;-10.4713;
1.11686;0.670039;-10.4715;
1.11786;0.67469;-10.4716;
1.11886;0.679315;-10.4718;
1.11986;0.683912;-10.472;
1.12086;0.688483;-10.4721;
1.12186;0.693026;-10.4722;
1.12286;0.697542;-10.4724;
1.12386;0.70203;-10.4725;
1.12486;0.706491;-10.4727;
1.12586;0.710924;-10.4728;
1.12686;0.715328;-10.4729;
1.12786;0.719705;-10.473;
1.12886;0.724053;-10.4732;
1.12986;0.728372;-10.4733;
1.13086;0.732663;-10.4734;
1.13186;0.736925;-10.4735;
1.13286;0.741158;-10.4736;
1.13386;0.745361;-10.4737;
1.13486;0.749535;-10.4738;
1.13586;0.753679;-10.4739;
1.13686;0.757794;-10.474;
1.13786;0.761879;-10.4741;
1.13886;0.765933;-10.4742;
1.13986;0.769958;-10.4743;
1.14086;0.773952;-10.4744;
1.14186;0.777915;-10.4745;
1.14286;0.781848;-10.4746;
1.14386;0.78575;-10.4747;
1.14486;0.789621;-10.4748;
1.14586;0.793461;-10.4748;
1.14686;0.797269;-10.4749;
1.14786;0.801046;-10.475;
1.14886;0.804791;-10.4751;
1.14986;0.808505;-10.4751;
1.15086;0.812186;-10.4752;
1.15186;0.815836;-10.4752;
1.15286;0.819453;-10.4753;
1.15386;0.823038;-10.4754;
1.15486;0.826591;-10.4754;
1.15586;0.830111;-10.4755;
1.15686;0.833598;-10.4756;
1.15786;0.837052;-10.4756;
1.15886;0.840473;-10.4757;
1.15986;0.843861;-10.4757;
1.16086;0.847216;-10.4758;
1.16186;0.850537;-10.4758;
1.16286;0.853824;-10.4759;
1.16386;0.857078;-10.4759;
1.16486;0.860298;-10.476;
1.16586;0.863485;-10.476;
1.16686;0.866637;-10.476;
1.16786;0.869754;-10.4761;
1.16886;0.872838;-10.4761;
1.16986;0.875887;-10.4761;
1.17086;0.878901;-10.4762;
1.17186;0.881881;-10.4762;
1.17286;0.884826;-10.4762;
1.17386;0.887736;-10.4763;
1.17486;0.890611;-10.4763;
1.17586;0.893451;-10.4763;
1.17686;0.896255;-10.4763;
1.17786;0.899024;-10.4764;
1.17886;0.901758;-10.4764;
1.17986;0.904456;-10.4764;
1.18086;0.907118;-10.4764;
1.18186;0.909745;-10.4764;
1.18286;0.912335;-10.4765;
1.18386;0.91489;-10.4765;
1.18486;0.917408;-10.4765;
1.18586;0.919891;-10.4765;
1.18686;0.922337;-10.4765;
1.18786;0.924746;-10.4765;
1.18886;0.927119;-10.4766;
1.18986;0.929456;-10.4766;
1.19086;0.931755;-10.4766;
1.19186;0.934018;-10.4766;
1.19286;0.936244;-10.4766;
1.19386;0.938433;-10.4766;
1.19486;0.940585;-10.4766;
1.19586;0.9427;-10.4766;
1.19686;0.944778;-10.4766;
1.19786;0.946818;-10.4766;
1.19886;0.948822;-10.4766;
1.19986;0.950787;-10.4766;
1.20086;0.952715;-10.4767;
1.20186;0.954606;-10.4766;
1.20286;0.956458;-10.4767;
1.20386;0.958273;-10.4767;
1.20486;0.96005;-10.4767;
1.20586;0.96179;-10.4767;
1.20686;0.963491;-10.4767;
1.20786;0.965154;-10.4767;
1.20886;0.966779;-10.4767;
1.20986;0.968366;-10.4767;
1.21086;0.969915;-10.4767;
1.21186;0.971425;-10.4767;
1.21286;0.972898;-10.4767;
1.21386;0.974331;-10.4767;
1.21486;0.975726;-10.4767;
1.21586;0.977083;-10.4767;
1.21686;0.978401;-10.4767;
1.21786;0.979681;-10.4767;
1.21886;0.980922;-10.4767;
1.21986;0.982124;-10.4767;
1.22086;0.983287;-10.4767;
1.22186;0.984412;-10.4767;
1.22286;0.985497;-10.4767;
1.22386;0.986544;-10.4767;
1.22486;0.987552;-10.4767;
1.22586;0.988521;-10.4767;
1.22686;0.98945;-10.4767;
1.22786;0.990341;-10.4767;
1.22886;0.991193;-10.4767;
1.22986;0.992005;-10.4767;
1.23086;0.992779;-10.4767;
1.23186;0.993513;-10.4767;
1.23286;0.994208;-10.4767;
1.23386;0.994863;-10.4767;
1.23486;0.99548;-10.4767;
1.23586;0.996057;-10.4767;
1.23686;0.996595;-10.4767;
1.23786;0.997093;-10.4767;
1.23886;0.997552;-10.4767;
1.23986;0.997972;-10.4767;
1.24086;0.998352;-10.4767;
1.24186;0.998693;-10.4767;
1.24286;0.998994;-10.4767;
1.24386;0.999256;-10.4767;
1.24486;0.999479;-10.4767;
1.24586;0.999662;-10.4767;
1.24686;0.999806;-10.4767;
1.24786;0.99991;-10.4767;
1.24886;0.999974;-10.4767;
1.24986;1;-10.4767;
1.25086;0.999985;-10.4767;
1.25186;0.999932;-10.4767;
1.25286;0.999838;-10.4767;
1.25386;0.999706;-10.4767;
1.25486;0.999534;-10.4767;
1.25586;0.999322;-10.4767;
1.25686;0.999071;-10.4767;
1.25786;0.99878;-10.4767;
1.25886;0.99845;-10.4767;
1.25986;0.998081;-10.4767;
1.26086;0.997672;-10.4767;
1.26186;0.997224;-10.4767;
1.26286;0.996737;-10.4767;
1.26386;0.99621;-10.4767;
1.26486;0.995644;-10.4767;
1.26586;0.995038;-10.4767;
1.26686;0.994393;-10.4767;
1.26786;0.993709;-10.4767;
1.26886;0.992986;-10.4767;
1.26986;0.992223;-10.4767;
1.27086;0.991422;-10.4767;
1.27186;0.990581;-10.4767;
1.27286;0.989701;-10.4767;
1.27386;0.988782;-10.4767;
1.27486;0.987824;-10.4767;
1.27586;0.986827;-10.4767;
1.27686;0.985791;-10.4767;
1.27786;0.984716;-10.4767;
1.27886;0.983603;-10.4767;
1.27986;0.98245;-10.4767;
1.28086;0.981259;-10.4767;
1.28186;0.980029;-10.4767;
1.28286;0.97876;-10.4767;
1.28386;0.977452;-10.4767;
1.28486;0.976106;-10.4767;
1.28586;0.974722;-10.4767;
1.28686;0.973299;-10.4767;
1.28786;0.971837;-10.4767;
1.28886;0.970337;-10.4767;
1.28986;0.968799;-10.4767;
1.29086;0.967223;-10.4767;
1.29186;0.965608;-10.4767;
1.29286;0.963956;-10.4767;
1.29386;0.962265;-10.4767;
1.29486;0.960536;-10.4767;
1.29586;0.95877;-10.4767;
1.29686;0.956965;-10.4767;
1.29786;0.955123;-10.4767;
1.29886;0.953243;-10.4767;
1.29986;0.951325;-10.4767;
1.30086;0.94937;-10.4767;
1.30186;0.947377;-10.4766;
1.30286;0.945347;-10.4766;
1.30386;0.94328;-10.4766;
1.30486;0.941175;-10.4766;
1.30586;0.939034;-10.4766;
1.30686;0.936855;-10.4766;
1.30786;0.934639;-10.4766;
1.30886;0.932386;-10.4766;
1.30986;0.930097;-10.4766;
1.31086;0.92777;-10.4766;
1.31186;0.925408;-10.4766;
1.31286;0.923008;-10.4766;
1.31386;0.920572;-10.4766;
1.31486;0.9181;-10.4765;
1.31586;0.915592;-10.4765;
1.31686;0.913047;-10.4765;
1.31786;0.910466;-10.4765;
1.31886;0.90785;-10.4765;
1.31986;0.905197;-10.4765;
1.32086;0.902509;-10.4764;
1.32186;0.899786;-10.4764;
1.32286;0.897026;-10.4764;
1.32386;0.894232;-10.4764;
1.32486;0.891401;-10.4764;
1.32586;0.888536;-10.4763;
1.32686;0.885636;-10.4763;
1.32786;0.882701;-10.4763;
1.32886;0.879731;-10.4762;
1.32986;0.876726;-10.4762;
1.33086;0.873686;-10.4762;
1.33186;0.870612;-10.4761;
1.33286;0.867504;-10.4761;
1.33386;0.864362;-10.4761;
1.33486;0.861185;-10.476;
1.33586;0.857974;-10.476;
1.33686;0.85473;-10.476;
1.33786;0.851451;-10.4759;
1.33886;0.84814;-10.4759;
1.33986;0.844794;-10.4758;
1.34086;0.841415;-10.4758;
1.34186;0.838003;-10.4757;
1.34286;0.834558;-10.4757;
1.34386;0.83108;-10.4756;
1.34486;0.82757;-10.4756;
1.34586;0.824026;-10.4755;
1.34686;0.82045;-10.4755;
1.34786;0.816842;-10.4754;
1.34886;0.813201;-10.4753;
1.34986;0.809528;-10.4753;
1.35086;0.805824;-10.4752;
1.35186;0.802087;-10.4751;
1.35286;0.798319;-10.4751;
1.35386;0.794519;-10.475;
1.35486;0.790688;-10.4749;
1.35586;0.786826;-10.4748;
1.35686;0.782933;-10.4748;
1.35786;0.779009;-10.4747;
1.35886;0.775054;-10.4746;
1.35986;0.771068;-10.4745;
1.36086;0.767052;-10.4744;
1.36186;0.763006;-10.4743;
1.36286;0.758929;-10.4743;
1.36386;0.754823;-10.4742;
1.36486;0.750687;-10.4741;
1.36586;0.746521;-10.474;
1.36686;0.742325;-10.4739;
1.36786;0.738101;-10.4738;
1.36886;0.733847;-10.4737;
1.36986;0.729564;-10.4735;
1.37086;0.725253;-10.4734;
1.37186;0.720913;-10.4733;
1.37286;0.716544;-10.4732;
1.37386;0.712147;-10.4731;
1.37486;0.707722;-10.473;
1.37586;0.703269;-10.4728;
1.37686;0.698789;-10.4727;
1.37786;0.69428;-10.4726;
1.37886;0.689745;-10.4724;
1.37986;0.685182;-10.4723;
1.38086;0.680592;-10.4722;
1.38186;0.675975;-10.472;
1.38286;0.671331;-10.4719;
1.38386;0.666661;-10.4717;
1.38486;0.661965;-10.4716;
1.38586;0.657242;-10.4714;
1.38686;0.652494;-10.4712;
1.38786;0.64772;-10.4711;
1.38886;0.64292;-10.4709;
1.38986;0.638095;-10.4707;
1.39086;0.633244;-10.4706;
1.39186;0.628369;-10.4704;
1.39286;0.623469;-10.4702;
1.39386;0.618544;-10.47;
1.39486;0.613595;-10.4698;
1.39586;0.608621;-10.4696;
1.39686;0.603624;-10.4694;
1.39786;0.598603;-10.4692;
1.39886;0.593558;-10.469;
1.39986;0.588489;-10.4688;
1.40086;0.583398;-10.4686;
1.40186;0.578283;-10.4683;
1.40286;0.573146;-10.4681;
1.40386;0.567986;-10.4679;
1.40486;0.562803;-10.4677;
1.40586;0.557599;-10.4674;
1.40686;0.552372;-10.4672;
1.40786;0.547123;-10.4669;
1.40886;0.541853;-10.4667;
1.40986;0.536562;-10.4664;
1.41086;0.531249;-10.4661;
1.41186;0.525915;-10.4658;
1.41286;0.520561;-10.4656;
1.41386;0.515186;-10.4653;
1.41486;0.509791;-10.465;
1.41586;0.504375;-10.4647;
1.41686;0.49894;-10.4644;
1.41786;0.493485;-10.4641;
1.41886;0.48801;-10.4638;
1.41986;0.482517;-10.4634;
1.42086;0.477004;-10.4631;
1.42186;0.471472;-10.4628;
1.42286;0.465922;-10.4624;
1.42386;0.460353;-10.4621;
1.42486;0.454766;-10.4617;
1.42586;0.449161;-10.4613;
1.42686;0.443539;-10.461;
1.42786;0.437899;-10.4606;
1.42886;0.432241;-10.4602;
1.42986;0.426567;-10.4598;
1.43086;0.420876;-10.4593;
1.43186;0.415168;-10.4589;
1.43286;0.409444;-10.4585;
1.43386;0.403703;-10.458;
1.43486;0.397947;-10.4576;
1.43586;0.392175;-10.4571;
1.43686;0.386387;-10.4566;
1.43786;0.380584;-10.4561;
1.43886;0.374767;-10.4556;
1.43986;0.368934;-10.4551;
1.44086;0.363087;-10.4546;
1.44186;0.357225;-10.454;
1.44286;0.35135;-10.4535;
1.44386;0.34546;-10.4529;
1.44486;0.339557;-10.4523;
1.44586;0.33364;-10.4517;
1.44686;0.327711;-10.4511;
1.44786;0.321768;-10.4504;
1.44886;0.315813;-10.4497;
1.44986;0.309845;-10.449;
1.45086;0.303865;-10.4483;
1.45186;0.297873;-10.4476;
1.45286;0.291869;-10.4468;
1.45386;0.285854;-10.446;
1.45486;0.279827;-10.4452;
1.45586;0.273789;-10.4444;
1.45686;0.267741;-10.4435;
1.45786;0.261682;-10.4426;
1.45886;0.255613;-10.4417;
1.45986;0.249533;-10.4407;
1.46086;0.243444;-10.4396;
1.46186;0.237345;-10.4386;
1.46286;0.231237;-10.4374;
1.46386;0.225119;-10.4362;
1.46486;0.218993;-10.435;
1.46586;0.212858;-10.4337;
1.46686;0.206715;-10.4323;
1.46786;0.200563;-10.4309;
1.46886;0.194404;-10.4293;
1.46986;0.188237;-10.4277;
1.47086;0.182062;-10.4259;
1.47186;0.17588;-10.424;
1.47286;0.169692;-10.422;
1.47386;0.163496;-10.4198;
1.47486;0.157294;-10.4174;
1.47586;0.151086;-10.4148;
1.47686;0.144872;-10.4119;
1.47786;0.138653;-10.4086;
1.47886;0.132427;-10.405;
1.47986;0.126197;-10.4007;
1.48086;0.119962;-10.3959;
1.48186;0.113721;-10.39;
1.48286;0.107477;-10.383;
1.48386;0.101228;-10.3742;
1.48486;0.0949751;-10.3631;
1.48586;0.0887185;-10.3486;
1.48686;0.0824584;-10.3298;
1.48786;0.076195;-10.3056;
1.48886;0.0699286;-10.2758;
1.48986;0.0636595;-10.2399;
1.49086;0.0573878;-10.1983;
1.49186;0.0511139;-10.1507;
1.49286;0.044838;-10.0974;
1.49386;0.0385603;-10.0383;
1.49486;0.032281;-9.97369;
1.49586;0.0260005;-9.90335;
1.49686;0.019719;-9.82754;
1.49786;0.0134367;-9.74616;
1.49886;0.00715384;-9.65942;
1.49986;0.000870717;-9.56721;
1.5;3.67382e-16;-9.55406;
