#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA2AFF
#Date Time: 2023-12-05 19:42:15.076
#Sample rate: 3.33333e+07Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 5 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
0.0001247446190819051,0.8742442846189878,-0.01327093461312129
0.0001247746190819051,0.7739602989826726,-0.01259330775283991
0.0001248046190819051,0.6885332001072456,-0.0129321211829806
0.0001248346190819051,0.5845349927807437,-0.0129321211829806
0.0001248646190819051,0.4991078939053202,-0.01225449432269937
0.0001248946190819051,0.4025381299593266,-0.01259330775283975
0.0001249246190819051,0.3096825877034353,-0.01394856147340268
0.0001249546190819051,0.2205412671378623,-0.01360974804326214
0.0001249846190819051,0.1165430598112726,-0.01327093461312129
0.0001250146190819051,0.02368751755538288,-0.01360974804326168
0.0001250446190819051,-0.06916802470042235,-0.0129321211829806
0.0001250746190819051,-0.173166232027007,-0.01360974804326153
0.0001251046190819051,-0.2511648875218479,-0.01259330775284037
0.0001251346190819051,-0.3514488731581986,-0.0129321211829806
0.0001251646190819051,-0.4554470804847005,-0.01360974804326168
0.0001251946190819051,-0.5520168444308291,-0.01259330775283991
0.0001252246190819051,-0.6411581649964849,-0.0125933077528396
0.0001252546190819051,-0.7340137072522902,-0.01191568089255852
0.0001252846190819051,-0.830583471198412,-0.01327093461312129
0.0001253146190819051,-0.9197247917639446,-0.01327093461312129
0.0001253446190819051,-1.016294555710066,-0.01327093461312129
0.0001253746190819051,-1.116578541346336,-0.0115768674624186
0.0001254046190819051,-1.209434083602229,-0.01327093461312129
0.0001254346190819051,-1.29857540416788,-0.01394856147340222
0.0001254646190819051,-1.380288281352988,-0.0129321211829806
0.0001254946190819051,-1.480572266989304,-0.0129321211829806
0.0001255246190819051,-1.573427809245109,-0.01327093461312114
0.0001255546190819051,-1.673711794881466,-0.01225449432269922
0.0001255846190819051,-1.762853115447039,-0.01157686746241814
0.0001256146190819051,-1.844565992632226,-0.01191568089255852
0.0001256446190819051,-1.929993091507646,-0.01225449432269952
0.0001256746190819051,-2.019134412073219,-0.0129321211829806
0.0001257046190819051,-2.108275732638832,-0.01327093461312129
0.0001257346190819051,-2.197417053204485,-0.01259330775283945
0.0001257646190819051,-2.282844152079826,-0.01157686746241783
0.0001257946190819051,-2.364557029264934,-0.01157686746241783
0.0001258246190819051,-2.442555684759883,-0.01191568089255852
0.0001258546190819051,-2.527982783635302,-0.0125933077528396
0.0001258846190819051,-2.613409882510643,-0.01191568089255852
0.0001259146190819051,-2.687694316315321,-0.01157686746241783
0.0001259446190819051,-2.765692971810277,-0.01123805403227745
0.0001259746190819051,-2.862262735756314,-0.01191568089255852
0.0001260046190819051,-2.94026139125119,-0.01157686746241798
0.0001260346190819051,-3.01083160336567,-0.01157686746241783
0.0001260646190819051,-3.088830258860612,-0.01022161374185521
0.0001260946190819051,-3.155686249284792,-0.01056042717199575
0.0001261246190819051,-3.241113348160171,-0.01123805403227714
0.0001261546190819051,-3.304255116894182,-0.01089924060213644
0.0001261846190819051,-3.378539550698826,-0.01089924060213644
0.0001262146190819051,-3.445395541123006,-0.009543986881574287
0.0001262446190819051,-3.523394196617948,-0.01123805403227714
0.0001262746190819051,-3.586535965351954,-0.01056042717199544
0.0001263046190819051,-3.653391955776135,-0.009882800311714363
0.0001263346190819051,-3.723962167890578,-0.009543986881573671
0.0001263646190819051,-3.790818158314819,-0.009205173451433285
0.0001263946190819051,-3.857674148738999,-0.009882800311714363
0.0001264246190819051,-3.928244360853411,-0.009205173451433285
0.0001264546190819051,-3.980243464516717,-0.008527546591151592
0.0001264846190819051,-4.03224256818002,-0.009543986881573671
0.0001265146190819051,-4.095384336913968,-0.009543986881573671
0.0001265446190819051,-4.15481188395771,-0.008527546591151592
0.0001265746190819051,-4.195668322550309,-0.008527546591151283
0.0001266046190819051,-4.251381647903791,-0.007849919730870205
0.0001266346190819051,-4.307094973257274,-0.007172292870589126
0.0001266646190819051,-4.355379855230341,-0.007172292870588818
0.0001266946190819051,-4.403664737203401,-0.007849919730869896
0.0001267246190819051,-4.444521175795936,-0.007172292870589126
0.0001267546190819051,-4.485377614388527,-0.007849919730870205
0.0001267846190819051,-4.537376718051823,-0.006833479440447971
0.0001268146190819051,-4.581947378334609,-0.006494666010307432
0.0001268446190819051,-4.622803816927163,-0.006494666010307432
0.0001268746190819051,-4.652517590449053,-0.006494666010307432
0.0001269046190819051,-4.700802472422105,-0.005817039150026046
0.0001269346190819051,-4.726802024253719,-0.005817039150026046
0.0001269646190819051,-4.76394424115607,-0.005817039150026046
0.0001269946190819051,-4.793658014677956,-0.004122971999322426
0.0001270246190819051,-4.827086009890046,-0.003784158569181887
0.0001270546190819051,-4.860514005102136,-0.004800598859603504
0.0001270846190819051,-4.886513556933789,-0.00412297199932258
0.0001271146190819051,-4.916227330455663,-0.00412297199932258
0.0001271446190819051,-4.923655773836124,-0.00412297199932258
0.0001271746190819051,-4.942226882287297,-0.003784158569181887
0.0001272046190819051,-4.971940655809175,-0.003784158569181578
0.0001272346190819051,-4.986797542570104,-0.0031065317089005
0.0001272646190819051,-5.009082872711497,-0.003784158569181579
0.0001272946190819051,-5.023939759472443,-0.0031065317089005
