time;V(Net-_D1-A_);V(U_a);
0.00185314;5.03466;11.6636;
0.00185414;5.04307;11.6638;
0.00185514;5.05147;11.6636;
0.00185614;5.05987;11.6637;
0.00185714;5.06825;11.6636;
0.00185814;5.07661;11.6637;
0.00185914;5.08497;11.6636;
0.00186014;5.09332;11.6637;
0.00186114;5.10166;11.6636;
0.00186214;5.10998;11.6637;
0.00186314;5.11829;11.6636;
0.00186414;5.1266;11.6637;
0.00186514;5.13489;11.6635;
0.00186614;5.14317;11.6637;
0.00186714;5.15144;11.6635;
0.00186814;5.1597;11.6636;
0.00186914;5.16795;11.6635;
0.00187014;5.17618;11.6636;
0.00187114;5.18441;11.6635;
0.00187214;5.19262;11.6636;
0.00187314;5.20083;11.6635;
0.00187414;5.20902;11.6636;
0.00187514;5.2172;11.6635;
0.00187614;5.22538;11.6636;
0.00187714;5.23354;11.6634;
0.00187814;5.24169;11.6636;
0.00187914;5.24983;11.6634;
0.00188014;5.25795;11.6635;
0.00188114;5.26607;11.6634;
0.00188214;5.27418;11.6635;
0.00188314;5.28227;11.6634;
0.00188414;5.29036;11.6635;
0.00188514;5.29843;11.6634;
0.00188614;5.3065;11.6635;
0.00188714;5.31455;11.6634;
0.00188814;5.32259;11.6635;
0.00188914;5.33062;11.6634;
0.00189014;5.33865;11.6635;
0.00189114;5.34666;11.6633;
0.00189214;5.35466;11.6635;
0.00189314;5.36265;11.6633;
0.00189414;5.37062;11.6634;
0.00189514;5.37859;11.6633;
0.00189614;5.38655;11.6634;
0.00189714;5.3945;11.6633;
0.00189814;5.40243;11.6634;
0.00189914;5.41036;11.6633;
0.00190014;5.41827;11.6634;
0.00190114;5.42618;11.6633;
0.00190214;5.43407;11.6634;
0.00190314;5.44196;11.6632;
0.00190414;5.44983;11.6634;
0.00190514;5.45769;11.6632;
0.00190614;5.46555;11.6633;
0.00190714;5.47339;11.6632;
0.00190814;5.48122;11.6633;
0.00190914;5.48904;11.6632;
0.00191014;5.49685;11.6633;
0.00191114;5.50465;11.6632;
0.00191214;5.51244;11.6633;
0.00191314;5.52022;11.6632;
0.00191414;5.52799;11.6633;
0.00191514;5.53575;11.6631;
0.00191614;5.5435;11.6633;
0.00191714;5.55124;11.6631;
0.00191814;5.55897;11.6632;
0.00191914;5.56669;11.6631;
0.00192014;5.57439;11.6632;
0.00192114;5.58209;11.6631;
0.00192214;5.58978;11.6632;
0.00192314;5.59746;11.6631;
0.00192414;5.60512;11.6632;
0.00192514;5.61278;11.6631;
0.00192614;5.62043;11.6632;
0.00192714;5.62806;11.6631;
0.00192814;5.63569;11.6632;
0.00192914;5.64331;11.663;
0.00193014;5.65091;11.6632;
0.00193114;5.65851;11.663;
0.00193214;5.66609;11.6631;
0.00193314;5.67367;11.663;
0.00193414;5.68124;11.6631;
0.00193514;5.68879;11.663;
0.00193614;5.69634;11.6631;
0.00193714;5.70387;11.663;
0.00193814;5.7114;11.6631;
0.00193914;5.71892;11.663;
0.00194014;5.72642;11.6631;
0.00194114;5.73392;11.6629;
0.00194214;5.7414;11.6631;
0.00194314;5.74888;11.6629;
0.00194414;5.75635;11.663;
0.00194514;5.7638;11.6629;
0.00194614;5.77125;11.663;
0.00194714;5.77869;11.6629;
0.00194814;5.78611;11.663;
0.00194914;5.79353;11.6629;
0.00195014;5.80094;11.663;
0.00195114;5.80833;11.6629;
0.00195214;5.81572;11.663;
0.00195314;5.8231;11.6629;
0.00195414;5.83047;11.663;
0.00195514;5.83783;11.6628;
0.00195614;5.84517;11.663;
0.00195714;5.85251;11.6628;
0.00195814;5.85984;11.6629;
0.00195914;5.86716;11.6628;
0.00196014;5.87447;11.6629;
0.00196114;5.88177;11.6628;
0.00196214;5.88906;11.6629;
0.00196314;5.89634;11.6628;
0.00196414;5.90361;11.6629;
0.00196514;5.91087;11.6628;
0.00196614;5.91812;11.6629;
0.00196714;5.92536;11.6628;
0.00196814;5.9326;11.6629;
0.00196914;5.93982;11.6627;
0.00197014;5.94703;11.6629;
0.00197114;5.95424;11.6627;
0.00197214;5.96143;11.6628;
0.00197314;5.96861;11.6627;
0.00197414;5.97579;11.6628;
0.00197514;5.98295;11.6627;
0.00197614;5.99011;11.6628;
0.00197714;5.99726;11.6627;
0.00197814;6.00439;11.6628;
0.00197914;6.01152;11.6627;
0.00198014;6.01864;11.6628;
0.00198114;6.02575;11.6627;
0.00198214;6.03285;11.6628;
0.00198314;6.03994;11.6626;
0.00198414;6.04702;11.6628;
0.00198514;6.05409;11.6626;
0.00198614;6.06115;11.6627;
0.00198714;6.0682;11.6626;
0.00198814;6.07524;11.6627;
0.00198914;6.08228;11.6626;
0.00199014;6.0893;11.6627;
0.00199114;6.09632;11.6626;
0.00199214;6.10332;11.6627;
0.00199314;6.11032;11.6626;
0.00199414;6.1173;11.6627;
0.00199514;6.12428;11.6626;
0.00199614;6.13125;11.6627;
0.00199714;6.13821;11.6625;
0.00199814;6.14516;11.6627;
0.00199914;6.1521;11.6625;
0.00200014;6.15903;11.6626;
0.00200114;6.16595;11.6625;
0.00200214;6.17287;11.6626;
0.00200314;6.17977;11.6625;
0.00200414;6.18667;11.6626;
0.00200514;6.19355;11.6625;
0.00200614;6.20043;11.6626;
0.00200714;6.2073;11.6625;
0.00200814;6.21415;11.6626;
0.00200914;6.221;11.6625;
0.00201014;6.22784;11.6626;
0.00201114;6.23467;11.6624;
0.00201214;6.2415;11.6626;
0.00201314;6.24831;11.6624;
0.00201414;6.25511;11.6625;
0.00201514;6.26191;11.6624;
0.00201614;6.26869;11.6625;
0.00201714;6.27547;11.6624;
0.00201814;6.28224;11.6625;
0.00201914;6.289;11.6624;
0.00202014;6.29575;11.6625;
0.00202114;6.30249;11.6624;
0.00202214;6.30922;11.6625;
0.00202314;6.31595;11.6624;
0.00202414;6.32266;11.6625;
0.00202514;6.32937;11.6623;
0.00202614;6.33606;11.6625;
0.00202714;6.34275;11.6623;
0.00202814;6.34943;11.6624;
0.00202914;6.3561;11.6623;
0.00203014;6.36276;11.6624;
0.00203114;6.36941;11.6623;
0.00203214;6.37605;11.6624;
0.00203314;6.38269;11.6623;
0.00203414;6.38932;11.6624;
0.00203514;6.39593;11.6623;
0.00203614;6.40254;11.6624;
0.00203714;6.40914;11.6623;
0.00203814;6.41573;11.6624;
0.00203914;6.42231;11.6622;
0.00204014;6.42889;11.6624;
0.00204114;6.43545;11.6622;
0.00204214;6.44201;11.6623;
0.00204314;6.44855;11.6622;
0.00204414;6.45509;11.6623;
0.00204514;6.46162;11.6622;
0.00204614;6.46814;11.6623;
0.00204714;6.47466;11.6622;
0.00204814;6.48116;11.6623;
0.00204914;6.48766;11.6622;
0.00205014;6.49414;11.6623;
0.00205114;6.50062;11.6622;
0.00205214;6.50709;11.6623;
0.00205314;6.51355;11.6622;
0.00205414;6.52;11.6623;
0.00205514;6.52645;11.6621;
0.00205614;6.53288;11.6623;
0.00205714;6.53931;11.6621;
0.00205814;6.54573;11.6622;
0.00205914;6.55214;11.6621;
0.00206014;6.55854;11.6622;
0.00206114;6.56493;11.6621;
0.00206214;6.57132;11.6622;
0.00206314;6.57769;11.6621;
0.00206414;6.58406;11.6622;
0.00206514;6.59042;11.6621;
0.00206614;6.59677;11.6622;
0.00206714;6.60311;11.6621;
0.00206814;6.60944;11.6622;
0.00206914;6.61577;11.662;
0.00207014;6.62209;11.6622;
0.00207114;6.62839;11.662;
0.00207214;6.6347;11.6622;
0.00207314;6.64099;11.662;
0.00207414;6.64727;11.6621;
0.00207514;6.65355;11.662;
0.00207614;6.65981;11.6621;
0.00207714;6.66607;11.662;
0.00207814;6.67232;11.6621;
0.00207914;6.67856;11.662;
0.00208014;6.6848;11.6621;
0.00208114;6.69102;11.662;
0.00208214;6.69724;11.6621;
0.00208314;6.70345;11.662;
0.00208414;6.70965;11.6621;
0.00208514;6.71584;11.6619;
0.00208614;6.72203;11.6621;
0.00208714;6.7282;11.6619;
0.00208814;6.73437;11.662;
0.00208914;6.74053;11.6619;
0.00209014;6.74668;11.662;
0.00209114;6.75283;11.6619;
0.00209214;6.75896;11.662;
0.00209314;6.76509;11.6619;
0.00209414;6.77121;11.662;
0.00209514;6.77732;11.6619;
0.00209614;6.78342;11.662;
0.00209714;6.78952;11.6619;
0.00209814;6.7956;11.662;
0.00209914;6.80168;11.6619;
0.00210014;6.80775;11.662;
0.00210114;6.81381;11.6618;
0.00210214;6.81987;11.662;
0.00210314;6.82591;11.6618;
0.00210414;6.83195;11.6619;
0.00210514;6.83798;11.6618;
0.00210614;6.84401;11.6619;
0.00210714;6.85002;11.6618;
0.00210814;6.85603;11.6619;
0.00210914;6.86203;11.6618;
0.00211014;6.86802;11.6619;
0.00211114;6.874;11.6618;
0.00211214;6.87997;11.6619;
0.00211314;6.88594;11.6618;
0.00211414;6.8919;11.6619;
0.00211514;6.89785;11.6618;
0.00211614;6.90379;11.6619;
0.00211714;6.90973;11.6617;
0.00211814;6.91566;11.6619;
0.00211914;6.92158;11.6617;
0.00212014;6.92749;11.6618;
0.00212114;6.93339;11.6617;
0.00212214;6.93929;11.6618;
0.00212314;6.94518;11.6617;
0.00212414;6.95106;11.6618;
0.00212514;6.95693;11.6617;
0.00212614;6.96279;11.6618;
0.00212714;6.96865;11.6617;
0.00212814;6.9745;11.6618;
0.00212914;6.98034;11.6617;
0.00213014;6.98618;11.6618;
0.00213114;6.992;11.6617;
0.00213214;6.99782;11.6618;
0.00213314;7.00363;11.6616;
0.00213414;7.00943;11.6618;
0.00213514;7.01523;11.6616;
0.00213614;7.02102;11.6618;
0.00213714;7.0268;11.6616;
0.00213814;7.03257;11.6617;
0.00213914;7.03833;11.6616;
0.00214014;7.04409;11.6617;
0.00214114;7.04984;11.6616;
0.00214214;7.05558;11.6617;
0.00214314;7.06132;11.6616;
0.00214414;7.06704;11.6617;
0.00214514;7.07276;11.6616;
0.00214614;7.07847;11.6617;
0.00214714;7.08418;11.6616;
0.00214814;7.08987;11.6617;
0.00214914;7.09556;11.6616;
0.00215014;7.10124;11.6617;
0.00215114;7.10692;11.6615;
0.00215214;7.11258;11.6617;
0.00215314;7.11824;11.6615;
0.00215414;7.12389;11.6616;
0.00215514;7.12954;11.6615;
0.00215614;7.13517;11.6616;
0.00215714;7.1408;11.6615;
0.00215814;7.14642;11.6616;
0.00215914;7.15204;11.6615;
0.00216014;7.15764;11.6616;
0.00216114;7.16324;11.6615;
0.00216214;7.16884;11.6616;
0.00216314;7.17442;11.6615;
0.00216414;7.18;11.6616;
0.00216514;7.18557;11.6615;
0.00216614;7.19113;11.6616;
0.00216714;7.19668;11.6615;
0.00216814;7.20223;11.6616;
0.00216914;7.20777;11.6614;
0.00217014;7.2133;11.6616;
0.00217114;7.21883;11.6614;
0.00217214;7.22435;11.6615;
0.00217314;7.22986;11.6614;
0.00217414;7.23536;11.6615;
0.00217514;7.24086;11.6614;
0.00217614;7.24634;11.6615;
0.00217714;7.25183;11.6614;
0.00217814;7.2573;11.6615;
0.00217914;7.26277;11.6614;
0.00218014;7.26823;11.6615;
0.00218114;7.27368;11.6614;
0.00218214;7.27913;11.6615;
0.00218314;7.28456;11.6614;
0.00218414;7.28999;11.6615;
0.00218514;7.29542;11.6613;
0.00218614;7.30083;11.6615;
0.00218714;7.30624;11.6613;
0.00218814;7.31165;11.6615;
0.00218914;7.31704;11.6613;
0.00219014;7.32243;11.6614;
0.00219114;7.32781;11.6613;
0.00219214;7.33318;11.6614;
0.00219314;7.33855;11.6613;
0.00219414;7.34391;11.6614;
0.00219514;7.34926;11.6613;
0.00219614;7.35461;11.6614;
0.00219714;7.35995;11.6613;
0.00219814;7.36528;11.6614;
0.00219914;7.3706;11.6613;
0.00220014;7.37592;11.6614;
0.00220114;7.38123;11.6613;
0.00220214;7.38653;11.6614;
0.00220314;7.39183;11.6612;
0.00220414;7.39712;11.6614;
0.00220514;7.4024;11.6612;
0.00220614;7.40767;11.6614;
0.00220714;7.41294;11.6612;
0.00220814;7.4182;11.6613;
0.00220914;7.42346;11.6612;
0.00221014;7.4287;11.6613;
0.00221114;7.43394;11.6612;
0.00221214;7.43918;11.6613;
0.00221314;7.4444;11.6612;
0.00221414;7.44962;11.6613;
0.00221514;7.45483;11.6612;
0.00221614;7.46004;11.6613;
0.00221714;7.46524;11.6612;
0.00221814;7.47043;11.6613;
0.00221914;7.47561;11.6612;
0.00222014;7.48079;11.6613;
0.00222114;7.48596;11.6612;
0.00222214;7.49113;11.6613;
0.00222314;7.49629;11.6611;
0.00222414;7.50144;11.6613;
0.00222514;7.50658;11.6611;
0.00222614;7.51172;11.6612;
0.00222714;7.51685;11.6611;
0.00222814;7.52197;11.6612;
0.00222914;7.52709;11.6611;
0.00223014;7.5322;11.6612;
0.00223114;7.5373;11.6611;
0.00223214;7.5424;11.6612;
0.00223314;7.54749;11.6611;
0.00223414;7.55257;11.6612;
0.00223514;7.55765;11.6611;
0.00223614;7.56272;11.6612;
0.00223714;7.56778;11.6611;
0.00223814;7.57283;11.6612;
0.00223914;7.57788;11.6611;
0.00224014;7.58293;11.6612;
0.00224114;7.58796;11.661;
0.00224214;7.59299;11.6612;
0.00224314;7.59801;11.661;
0.00224414;7.60303;11.6611;
0.00224514;7.60804;11.661;
0.00224614;7.61304;11.6611;
0.00224714;7.61804;11.661;
0.00224814;7.62303;11.6611;
0.00224914;7.62801;11.661;
0.00225014;7.63299;11.6611;
0.00225114;7.63796;11.661;
0.00225214;7.64292;11.6611;
0.00225314;7.64788;11.661;
0.00225414;7.65283;11.6611;
0.00225514;7.65777;11.661;
0.00225614;7.66271;11.6611;
0.00225714;7.66764;11.661;
0.00225814;7.67256;11.6611;
0.00225914;7.67748;11.661;
0.00226014;7.68239;11.6611;
0.00226114;7.6873;11.6609;
0.00226214;7.69219;11.6611;
0.00226314;7.69708;11.6609;
0.00226414;7.70197;11.661;
0.00226514;7.70685;11.6609;
0.00226614;7.71172;11.661;
0.00226714;7.71659;11.6609;
0.00226814;7.72144;11.661;
0.00226914;7.7263;11.6609;
0.00227014;7.73114;11.661;
0.00227114;7.73598;11.6609;
0.00227214;7.74082;11.661;
0.00227314;7.74564;11.6609;
0.00227414;7.75046;11.661;
0.00227514;7.75528;11.6609;
0.00227614;7.76009;11.661;
0.00227714;7.76489;11.6609;
0.00227814;7.76968;11.661;
0.00227914;7.77447;11.6609;
0.00228014;7.77926;11.661;
0.00228114;7.78403;11.6608;
0.00228214;7.7888;11.661;
0.00228314;7.79356;11.6608;
0.00228414;7.79832;11.6609;
0.00228514;7.80307;11.6608;
0.00228614;7.80782;11.6609;
0.00228714;7.81256;11.6608;
0.00228814;7.81729;11.6609;
0.00228914;7.82201;11.6608;
0.00229014;7.82673;11.6609;
0.00229114;7.83145;11.6608;
0.00229214;7.83615;11.6609;
0.00229314;7.84086;11.6608;
0.00229414;7.84555;11.6609;
0.00229514;7.85024;11.6608;
0.00229614;7.85492;11.6609;
0.00229714;7.8596;11.6608;
0.00229814;7.86427;11.6609;
0.00229914;7.86893;11.6608;
0.00230014;7.87359;11.6609;
0.00230114;7.87824;11.6607;
0.00230214;7.88289;11.6609;
0.00230314;7.88752;11.6607;
0.00230414;7.89216;11.6608;
0.00230514;7.89678;11.6607;
0.00230614;7.9014;11.6608;
0.00230714;7.90602;11.6607;
0.00230814;7.91063;11.6608;
0.00230914;7.91523;11.6607;
0.00231014;7.91983;11.6608;
0.00231114;7.92442;11.6607;
0.00231214;7.929;11.6608;
0.00231314;7.93358;11.6607;
0.00231414;7.93815;11.6608;
0.00231514;7.94272;11.6607;
0.00231614;7.94728;11.6608;
0.00231714;7.95183;11.6607;
0.00231814;7.95638;11.6608;
0.00231914;7.96092;11.6607;
0.00232014;7.96546;11.6608;
0.00232114;7.96999;11.6606;
0.00232214;7.97451;11.6608;
0.00232314;7.97903;11.6606;
0.00232414;7.98354;11.6607;
0.00232514;7.98805;11.6606;
0.00232614;7.99255;11.6607;
0.00232714;7.99704;11.6606;
0.0023277;7.99022;0.0206303;
0.00232801;7.981;0.0200172;
0.0023282;7.97573;0.0206342;
0.00232841;7.96943;0.0200117;
0.00232862;7.96336;0.0206385;
0.00232895;7.954;0.0200073;
0.00232927;7.94455;0.0206401;
0.0023297;7.93219;0.020005;
0.00233021;7.91762;0.0206416;
0.00233086;7.89883;0.0200029;
0.0023318;7.87198;0.0206422;
0.0023328;7.84349;0.0200012;
0.0023338;7.81511;0.0206445;
0.0023348;7.78684;0.0199999;
0.0023358;7.75869;0.0206455;
0.0023368;7.73065;0.0199988;
0.0023378;7.70272;0.0206474;
0.0023388;7.6749;0.0199977;
0.0023398;7.6472;0.0206483;
0.0023408;7.6196;0.0199965;
0.0023418;7.59211;0.0206493;
0.0023428;7.56473;0.0199954;
0.0023438;7.53746;0.0206502;
0.0023448;7.5103;0.0199942;
0.0023458;7.48324;0.0206511;
0.0023468;7.45629;0.0199931;
0.0023478;7.42945;0.0206512;
0.0023488;7.40272;0.019992;
0.0023498;7.37609;0.0206522;
0.0023508;7.34957;0.0199908;
0.0023518;7.32315;0.0206532;
0.0023528;7.29684;0.0199897;
0.0023538;7.27063;0.0206542;
0.0023548;7.24453;0.0199885;
0.0023558;7.21853;0.0206551;
0.0023568;7.19263;0.0199874;
0.0023578;7.16684;0.0206561;
0.0023588;7.14115;0.0199862;
0.0023598;7.11556;0.020657;
0.0023608;7.09007;0.0199851;
0.0023618;7.06468;0.020658;
0.0023628;7.0394;0.0199839;
0.0023638;7.01421;0.020659;
0.0023648;6.98913;0.0199828;
0.0023658;6.96414;0.0206599;
0.0023668;6.93925;0.0199817;
0.0023678;6.91446;0.0206609;
0.0023688;6.88977;0.0199805;
0.0023698;6.86518;0.0206618;
0.0023708;6.84069;0.0199794;
0.0023718;6.81629;0.0206628;
0.0023728;6.79199;0.0199782;
0.0023738;6.76778;0.0206637;
0.0023748;6.74368;0.0199771;
0.0023758;6.71966;0.0206646;
0.0023768;6.69575;0.019976;
0.0023778;6.67192;0.0206656;
0.0023788;6.6482;0.0199749;
0.0023798;6.62456;0.0206665;
0.0023808;6.60102;0.0199737;
0.0023818;6.57758;0.0206675;
0.0023828;6.55422;0.0199726;
0.0023838;6.53096;0.0206684;
0.0023848;6.50779;0.0199715;
0.0023858;6.48471;0.0206693;
0.0023868;6.46173;0.0199704;
0.0023878;6.43884;0.0206702;
0.0023888;6.41603;0.0199693;
0.0023898;6.39332;0.0206712;
0.0023908;6.3707;0.0199682;
0.0023918;6.34816;0.0206721;
0.0023928;6.32572;0.0199671;
0.0023938;6.30336;0.020673;
0.0023948;6.2811;0.019966;
0.0023958;6.25892;0.0206739;
0.0023968;6.23683;0.0199649;
0.0023978;6.21483;0.0206748;
0.0023988;6.19291;0.0199638;
0.0023998;6.17108;0.0206757;
0.0024008;6.14934;0.0199627;
0.0024018;6.12769;0.0206766;
0.0024028;6.10612;0.0199617;
0.0024038;6.08463;0.0206775;
0.0024048;6.06324;0.0199606;
0.0024058;6.04192;0.0206784;
0.0024068;6.02069;0.0199595;
0.0024078;5.99955;0.0206793;
0.0024088;5.97848;0.0199585;
0.0024098;5.95751;0.0206802;
0.0024108;5.93661;0.0199574;
0.0024118;5.9158;0.0206811;
0.0024128;5.89507;0.0199563;
0.0024138;5.87442;0.020682;
0.0024148;5.85386;0.0199553;
0.0024158;5.83337;0.0206829;
0.0024168;5.81297;0.0199543;
0.0024178;5.79265;0.0206838;
0.0024188;5.77241;0.0199532;
0.0024198;5.75225;0.0206846;
0.0024208;5.73216;0.0199522;
0.0024218;5.71216;0.0206855;
0.0024228;5.69224;0.0199512;
0.0024238;5.6724;0.0206864;
0.0024248;5.65263;0.0199502;
0.0024258;5.63295;0.0206872;
0.0024268;5.61334;0.0199491;
0.0024278;5.59381;0.0206881;
0.0024288;5.57435;0.0199481;
0.0024298;5.55498;0.020689;
0.0024308;5.53568;0.0199471;
0.0024318;5.51645;0.0206898;
0.0024328;5.49731;0.0199461;
0.0024338;5.47824;0.0206907;
0.0024348;5.45924;0.0199451;
0.0024358;5.44032;0.0206915;
0.0024368;5.42147;0.0199442;
0.0024378;5.4027;0.0206923;
0.0024388;5.38401;0.0199432;
0.0024398;5.36539;0.0206932;
0.0024408;5.34684;0.0199422;
0.0024418;5.32836;0.020694;
0.0024428;5.30996;0.0199412;
0.0024438;5.29163;0.0206948;
0.0024448;5.27338;0.0199403;
0.0024458;5.25519;0.0206957;
0.0024468;5.23708;0.0199393;
0.0024478;5.21904;0.0206965;
0.0024488;5.20107;0.0199384;
0.0024498;5.18317;0.0206973;
0.0024508;5.16535;0.0199374;
0.0024518;5.14759;0.0206981;
0.0024528;5.1299;0.0199365;
0.0024538;5.11229;0.0206989;
0.0024548;5.09474;0.0199356;
0.0024558;5.07727;0.0206997;
0.0024568;5.05986;0.0199346;
0.0024578;5.04252;0.0207005;
0.0024588;5.02525;0.0199337;
0.0024598;5.00805;0.0207013;
0.0024608;4.99092;0.0199328;
0.0024618;4.97385;0.0207021;
0.0024628;4.95685;0.0199319;
0.0024638;4.93992;0.0207029;
0.0024648;4.92306;0.019931;
0.0024658;4.90626;0.0207037;
0.0024668;4.88953;0.0199301;
0.0024678;4.87287;0.0207044;
0.0024688;4.85627;0.0199292;
0.0024698;4.83974;0.0207052;
0.0024708;4.82327;0.0199283;
0.0024718;4.80687;0.020706;
0.0024728;4.79053;0.0199275;
0.0024738;4.77426;0.0207067;
0.0024748;4.75805;0.0199266;
0.0024758;4.74191;0.0207075;
0.0024768;4.72583;0.0199257;
0.0024778;4.70981;0.0207082;
0.0024788;4.69386;0.0199249;
0.0024798;4.67797;0.020709;
0.0024808;4.66214;0.019924;
0.0024818;4.64638;0.0207097;
0.0024828;4.63068;0.0199232;
0.0024838;4.61504;0.0207105;
0.0024848;4.59946;0.0199223;
0.0024858;4.58394;0.0207112;
0.0024868;4.56849;0.0199215;
0.0024878;4.5531;0.0207119;
0.0024888;4.53776;0.0199207;
0.0024898;4.52249;0.0207127;
0.0024908;4.50728;0.0199198;
0.0024918;4.49213;0.0207134;
0.0024928;4.47704;0.019919;
0.0024938;4.46201;0.0207141;
0.0024948;4.44703;0.0199182;
0.0024958;4.43212;0.0207148;
0.0024968;4.41727;0.0199174;
0.0024978;4.40247;0.0207155;
0.0024988;4.38773;0.0199166;
0.0024998;4.37306;0.0207162;
0.0025008;4.35843;0.0199158;
0.0025018;4.34387;0.0207169;
0.0025028;4.32937;0.019915;
0.0025038;4.31492;0.0207176;
0.0025048;4.30053;0.0199143;
0.0025058;4.2862;0.0207183;
0.0025068;4.27192;0.0199135;
0.0025078;4.2577;0.020719;
0.0025088;4.24353;0.0199127;
0.0025098;4.22942;0.0207197;
0.0025108;4.21537;0.019912;
0.0025118;4.20138;0.0207204;
0.0025128;4.18743;0.0199112;
0.0025138;4.17355;0.020721;
0.0025148;4.15972;0.0199105;
0.0025158;4.14594;0.0207217;
0.0025168;4.13222;0.0199097;
0.0025178;4.11855;0.0207224;
0.0025188;4.10493;0.019909;
0.0025198;4.09137;0.020723;
0.0025208;4.07787;0.0199083;
0.0025218;4.06441;0.0207237;
0.0025228;4.05101;0.0199075;
0.0025238;4.03767;0.0207243;
0.0025248;4.02437;0.0199068;
0.0025258;4.01113;0.020725;
0.0025268;3.99794;0.0199062;
0.0025278;3.9848;0.0207256;
0.00252844;3.98366;10.669;
0.00252878;3.98694;12.7343;
0.002529;3.98907;10.7881;
0.00252907;3.98985;11.7301;
0.00252913;3.99042;11.4863;
0.00252916;3.99071;11.6243;
0.00252918;3.99088;11.5856;
0.00252919;3.99101;11.5943;
0.00252921;3.99114;11.5918;
0.00252922;3.99123;11.5915;
0.00252922;3.99128;11.5923;
0.00252923;3.99133;11.5917;
0.00252923;3.99136;11.592;
0.00252923;3.9914;11.5919;
0.00252924;3.99143;11.5919;
0.00252924;3.99147;11.592;
0.00252925;3.99153;11.5918;
0.00252925;3.9916;11.592;
0.00252927;3.99172;11.5918;
0.00252928;3.99191;11.5921;
0.00252932;3.99227;11.5918;
0.00252939;3.99298;11.5921;
0.00252954;3.99442;11.5919;
0.00252983;3.9973;11.5923;
0.00253042;4.00304;11.5923;
0.00253108;4.00953;11.5928;
0.00253195;4.01801;11.5929;
0.00253262;4.02457;11.5934;
0.00253335;4.0317;11.5935;
0.00253435;4.04144;11.5941;
0.00253535;4.05118;11.5943;
0.00253635;4.06089;11.5949;
0.00253735;4.0706;11.5951;
0.00253835;4.08029;11.5957;
0.00253935;4.08998;11.5958;
0.00254035;4.09964;11.5964;
0.00254135;4.1093;11.5965;
0.00254235;4.11894;11.5971;
0.00254335;4.12857;11.5972;
0.00254435;4.13819;11.5978;
0.00254535;4.14779;11.5979;
0.00254635;4.15738;11.5984;
0.00254735;4.16696;11.5985;
0.00254835;4.17653;11.5991;
0.00254935;4.18608;11.5992;
0.00255035;4.19562;11.5997;
0.00255135;4.20515;11.5998;
0.00255235;4.21466;11.6003;
0.00255335;4.22416;11.6004;
0.00255435;4.23365;11.6009;
0.00255535;4.24313;11.601;
0.00255635;4.25259;11.6015;
0.00255735;4.26205;11.6016;
0.00255835;4.27148;11.6021;
0.00255935;4.28091;11.6021;
0.00256035;4.29033;11.6026;
0.00256135;4.29973;11.6027;
0.00256235;4.30912;11.6032;
0.00256335;4.31849;11.6032;
0.00256435;4.32786;11.6037;
0.00256535;4.33721;11.6037;
0.00256635;4.34655;11.6042;
0.00256735;4.35588;11.6042;
0.00256835;4.36519;11.6047;
0.00256935;4.37449;11.6047;
0.00257035;4.38378;11.6052;
0.00257135;4.39306;11.6052;
0.00257235;4.40233;11.6057;
0.00257335;4.41158;11.6057;
0.00257435;4.42082;11.6062;
0.00257535;4.43005;11.6062;
0.00257635;4.43926;11.6066;
0.00257735;4.44847;11.6066;
0.00257835;4.45766;11.6071;
0.00257935;4.46684;11.6071;
0.00258035;4.47601;11.6075;
0.00258135;4.48516;11.6075;
0.00258235;4.4943;11.6079;
0.00258335;4.50344;11.6079;
0.00258435;4.51255;11.6084;
0.00258535;4.52166;11.6084;
0.00258635;4.53076;11.6088;
0.00258735;4.53984;11.6088;
0.00258835;4.54891;11.6092;
0.00258935;4.55797;11.6092;
0.00259035;4.56701;11.6096;
0.00259135;4.57605;11.6096;
0.00259235;4.58507;11.61;
0.00259335;4.59408;11.61;
0.00259435;4.60308;11.6104;
0.00259535;4.61206;11.6104;
0.00259635;4.62104;11.6108;
0.00259735;4.63;11.6107;
0.00259835;4.63895;11.6112;
0.00259935;4.64789;11.6111;
0.00260035;4.65682;11.6115;
0.00260135;4.66573;11.6115;
0.00260235;4.67464;11.6119;
0.00260335;4.68353;11.6118;
0.00260435;4.69241;11.6122;
0.00260535;4.70128;11.6122;
0.00260635;4.71013;11.6126;
0.00260735;4.71898;11.6125;
0.00260835;4.72781;11.6129;
0.00260935;4.73663;11.6129;
0.00261035;4.74544;11.6133;
0.00261135;4.75424;11.6132;
0.00261235;4.76302;11.6136;
0.00261335;4.7718;11.6135;
0.00261435;4.78056;11.6139;
0.00261535;4.78931;11.6139;
0.00261635;4.79805;11.6143;
0.00261735;4.80678;11.6142;
0.00261835;4.81549;11.6146;
0.00261935;4.8242;11.6145;
0.00262035;4.83289;11.6149;
0.00262135;4.84157;11.6148;
0.00262235;4.85024;11.6152;
0.00262335;4.8589;11.6151;
0.00262435;4.86755;11.6155;
0.00262535;4.87618;11.6154;
0.00262635;4.88481;11.6158;
0.00262735;4.89342;11.6157;
0.00262835;4.90202;11.6161;
0.00262935;4.91061;11.616;
0.00263035;4.91919;11.6164;
0.00263135;4.92776;11.6163;
0.00263235;4.93631;11.6167;
0.00263335;4.94486;11.6166;
0.00263435;4.95339;11.617;
0.00263535;4.96191;11.6169;
0.00263635;4.97042;11.6173;
0.00263735;4.97892;11.6172;
