time;V(U_a);V(U_tr);
0.000278139;11.4057;7.14051;
0.000278239;11.4047;7.14642;
0.000278339;11.4059;7.15232;
0.000278439;11.4049;7.15822;
0.000278539;11.4061;7.1641;
0.000278639;11.405;7.16998;
0.000278739;11.4062;7.17585;
0.000278839;11.4052;7.18172;
0.000278939;11.4064;7.18757;
0.000279039;11.4054;7.19342;
0.000279139;11.4065;7.19925;
0.000279239;11.4055;7.20509;
0.000279339;11.4067;7.21091;
0.000279439;11.4057;7.21672;
0.000279539;11.4069;7.22253;
0.000279639;11.4058;7.22833;
0.000279739;11.407;7.23412;
0.000279839;11.406;7.2399;
0.000279939;11.4072;7.24568;
0.000280039;11.4061;7.25144;
0.000280139;11.4074;7.2572;
0.000280239;11.4063;7.26295;
0.000280339;11.4075;7.2687;
0.000280439;11.4064;7.27443;
0.000280539;11.4077;7.28016;
0.000280639;11.4066;7.28588;
0.000280739;11.4078;7.29159;
0.000280839;11.4068;7.2973;
0.000280939;11.408;7.30299;
0.000281039;11.4069;7.30868;
0.000281139;11.4081;7.31436;
0.000281239;11.4071;7.32004;
0.000281339;11.4083;7.3257;
0.000281439;11.4072;7.33136;
0.000281539;11.4085;7.33701;
0.000281639;11.4074;7.34265;
0.000281739;11.4086;7.34829;
0.000281839;11.4075;7.35391;
0.000281939;11.4088;7.35953;
0.000282039;11.4077;7.36514;
0.000282139;11.4089;7.37075;
0.000282239;11.4079;7.37634;
0.000282339;11.4091;7.38193;
0.000282439;11.408;7.38751;
0.000282539;11.4093;7.39309;
0.000282639;11.4082;7.39865;
0.000282739;11.4094;7.40421;
0.000282839;11.4083;7.40976;
0.000282939;11.4096;7.4153;
0.000283039;11.4085;7.42084;
0.000283139;11.4097;7.42637;
0.000283239;11.4086;7.43189;
0.000283339;11.4099;7.4374;
0.000283439;11.4088;7.4429;
0.000283539;11.4101;7.4484;
0.000283639;11.4089;7.45389;
0.000283739;11.4102;7.45937;
0.000283839;11.4091;7.46485;
0.000283939;11.4104;7.47032;
0.000284039;11.4092;7.47578;
0.000284139;11.4105;7.48123;
0.000284239;11.4094;7.48667;
0.000284339;11.4107;7.49211;
0.000284439;11.4096;7.49754;
0.000284539;11.4108;7.50296;
0.000284639;11.4097;7.50838;
0.000284739;11.411;7.51379;
0.000284839;11.4099;7.51919;
0.000284939;11.4112;7.52458;
0.000285039;11.41;7.52997;
0.000285139;11.4113;7.53535;
0.000285239;11.4102;7.54072;
0.000285339;11.4115;7.54608;
0.000285439;11.4103;7.55144;
0.000285539;11.4116;7.55679;
0.000285639;11.4105;7.56213;
0.000285739;11.4118;7.56746;
0.000285839;11.4106;7.57279;
0.000285939;11.4119;7.57811;
0.000286039;11.4108;7.58342;
0.000286139;11.4121;7.58873;
0.000286239;11.4109;7.59403;
0.000286339;11.4123;7.59932;
0.000286439;11.4111;7.6046;
0.000286539;11.4124;7.60988;
0.000286639;11.4112;7.61515;
0.000286739;11.4126;7.62041;
0.000286839;11.4114;7.62567;
0.000286939;11.4127;7.63091;
0.000287039;11.4115;7.63616;
0.000287139;11.4129;7.64139;
0.000287239;11.4117;7.64661;
0.000287339;11.413;7.65183;
0.000287439;11.4118;7.65705;
0.000287539;11.4132;7.66225;
0.000287639;11.412;7.66745;
0.000287739;11.4133;7.67264;
0.000287839;11.4121;7.67782;
0.000287939;11.4135;7.683;
0.000288039;11.4123;7.68817;
0.000288139;11.4136;7.69333;
0.000288239;11.4124;7.69849;
0.000288339;11.4138;7.70364;
0.000288439;11.4126;7.70878;
0.000288539;11.414;7.71391;
0.000288639;11.4127;7.71904;
0.000288739;11.4141;7.72416;
0.000288839;11.4129;7.72927;
0.000288939;11.4143;7.73438;
0.000289039;11.413;7.73948;
0.000289139;11.4144;7.74457;
0.000289239;11.4132;7.74966;
0.000289339;11.4146;7.75474;
0.000289439;11.4133;7.75981;
0.000289539;11.4147;7.76487;
0.000289639;11.4135;7.76993;
0.000289739;11.4149;7.77498;
0.000289839;11.4136;7.78002;
0.000289939;11.415;7.78506;
0.000290039;11.4138;7.79009;
0.000290139;11.4152;7.79511;
0.000290239;11.4139;7.80013;
0.000290339;11.4153;7.80514;
0.000290439;11.4141;7.81014;
0.000290539;11.4155;7.81514;
0.000290639;11.4142;7.82013;
0.000290739;11.4156;7.82511;
0.000290839;11.4144;7.83009;
0.000290939;11.4158;7.83506;
0.000291039;11.4145;7.84002;
0.000291139;11.4159;7.84497;
0.000291239;11.4147;7.84992;
0.000291339;11.4161;7.85486;
0.000291439;11.4148;7.8598;
0.000291539;11.4162;7.86473;
0.000291639;11.415;7.86965;
0.000291739;11.4164;7.87456;
0.000291839;11.4151;7.87947;
0.000291939;11.4165;7.88437;
0.000292039;11.4153;7.88927;
0.000292139;11.4167;7.89415;
0.000292239;11.4154;7.89903;
0.000292339;11.4168;7.90391;
0.000292439;11.4155;7.90878;
0.000292539;11.417;7.91364;
0.000292639;11.4157;7.91849;
0.000292739;11.4171;7.92334;
0.000292839;11.4158;7.92818;
0.000292939;11.4173;7.93302;
0.000293039;11.416;7.93785;
0.000293139;11.4174;7.94267;
0.000293239;11.4161;7.94748;
0.000293339;11.4176;7.95229;
0.000293439;11.4163;7.95709;
0.000293539;11.4177;7.96189;
0.000293639;11.4164;7.96668;
0.000293739;11.4179;7.97146;
0.000293839;11.4166;7.97623;
0.000293939;11.418;7.981;
0.000294039;11.4167;7.98577;
0.000294139;11.4182;7.99052;
0.000294239;11.4168;7.99527;
0.000294339;11.4183;8.00002;
0.000294439;11.417;8.00475;
0.000294539;11.4185;8.00948;
0.000294639;11.4171;8.01421;
0.000294739;11.4186;8.01892;
0.000294839;11.4173;8.02363;
0.000294939;11.4188;8.02834;
0.000295039;11.4174;8.03304;
0.000295139;11.4189;8.03773;
0.000295239;11.4176;8.04241;
0.000295339;11.4191;8.04709;
0.000295439;11.4177;8.05177;
0.000295539;11.4192;8.05643;
0.000295639;11.4179;8.06109;
0.000295739;11.4194;8.06574;
0.000295839;11.418;8.07039;
0.000295939;11.4195;8.07503;
0.000296039;11.4181;8.07967;
0.000296139;11.4196;8.0843;
0.000296239;11.4183;8.08892;
0.000296339;11.4198;8.09353;
0.000296439;11.4184;8.09814;
0.000296539;11.4199;8.10274;
0.000296639;11.4186;8.10734;
0.000296739;11.4201;8.11193;
0.000296839;11.4187;8.11652;
0.000296939;11.4202;8.12109;
0.000297039;11.4189;8.12566;
0.000297139;11.4204;8.13023;
0.000297239;11.419;8.13479;
0.000297339;11.4205;8.13934;
0.000297439;11.4191;8.14389;
0.000297539;11.4207;8.14843;
0.000297639;11.4193;8.15296;
0.000297739;11.4208;8.15749;
0.000297839;11.4194;8.16201;
0.000297939;11.421;8.16653;
0.000298039;11.4196;8.17104;
0.000298139;11.4211;8.17554;
0.000298239;11.4197;8.18004;
0.000298339;11.4212;8.18453;
0.000298439;11.4198;8.18902;
0.000298539;11.4214;8.19349;
0.000298639;11.42;8.19797;
0.000298739;11.4215;8.20243;
0.000298839;11.4201;8.20689;
0.000298939;11.4217;8.21135;
0.000299039;11.4203;8.2158;
0.000299139;11.4218;8.22024;
0.000299239;11.4204;8.22468;
0.000299339;11.422;8.22911;
0.000299439;11.4205;8.23353;
0.000299539;11.4221;8.23795;
0.000299639;11.4207;8.24236;
0.000299739;11.4223;8.24677;
0.000299839;11.4208;8.25117;
0.000299939;11.4224;8.25556;
0.000300039;11.421;8.25995;
0.000300139;11.4225;8.26433;
0.000300239;11.4211;8.26871;
0.000300339;11.4227;8.27308;
0.000300439;11.4212;8.27744;
0.000300539;11.4228;8.2818;
0.000300639;11.4214;8.28615;
0.000300739;11.423;8.2905;
0.000300839;11.4215;8.29484;
0.000300939;11.4231;8.29918;
0.000301039;11.4217;8.3035;
0.000301139;11.4233;8.30783;
0.000301239;11.4218;8.31214;
0.000301339;11.4234;8.31645;
0.000301439;11.4219;8.32076;
0.000301539;11.4235;8.32506;
0.000301639;11.4221;8.32935;
0.000301739;11.4237;8.33364;
0.000301839;11.4222;8.33792;
0.000301939;11.4238;8.3422;
0.000302039;11.4223;8.34647;
0.000302139;11.424;8.35073;
0.000302239;11.4225;8.35499;
0.000302339;11.4241;8.35924;
0.000302439;11.4226;8.36349;
0.000302539;11.4242;8.36773;
0.000302639;11.4228;8.37197;
0.000302739;11.4244;8.3762;
0.000302839;11.4229;8.38042;
0.000302939;11.4245;8.38464;
0.000303039;11.423;8.38885;
0.000303139;11.4247;8.39306;
0.000303239;11.4232;8.39726;
0.000303339;11.4248;8.40145;
0.000303439;11.4233;8.40564;
0.000303539;11.4249;8.40982;
0.000303639;11.4234;8.414;
0.000303739;11.4251;8.41817;
0.000303839;11.4236;8.42234;
0.000303939;11.4252;8.4265;
0.000304039;11.4237;8.43066;
0.000304139;11.4254;8.43481;
0.000304239;11.4239;8.43895;
0.000304339;11.4255;8.44309;
0.000304439;11.424;8.44722;
0.000304539;11.4256;8.45135;
0.000304639;11.4241;8.45547;
0.000304739;11.4258;8.45958;
0.000304839;11.4243;8.46369;
0.000304939;11.4259;8.4678;
0.000305039;11.4244;8.4719;
0.000305139;11.4261;8.47599;
0.000305239;11.4245;8.48008;
0.000305339;11.4262;8.48416;
0.000305439;11.4247;8.48824;
0.000305539;11.4263;8.49231;
0.000305639;11.4248;8.49637;
0.000305739;11.4265;8.50043;
0.000305839;11.4249;8.50449;
0.000305939;11.4266;8.50854;
0.000306039;11.4251;8.51258;
0.000306139;11.4268;8.51662;
0.000306239;11.4252;8.52065;
0.000306339;11.4269;8.52468;
0.000306439;11.4253;8.5287;
0.000306539;11.427;8.53271;
0.000306639;11.4255;8.53672;
0.000306739;11.4272;8.54073;
0.000306839;11.4256;8.54473;
0.000306939;11.4273;8.54872;
0.000307039;11.4257;8.55271;
0.000307139;11.4275;8.55669;
0.000307239;11.4259;8.56067;
0.000307339;11.4276;8.56464;
0.000307439;11.426;8.56861;
0.000307539;11.4277;8.57257;
0.000307639;11.4261;8.57653;
0.000307739;11.4279;8.58048;
0.000307839;11.4263;8.58443;
0.000307939;11.428;8.58837;
0.000308039;11.4264;8.5923;
0.000308139;11.4281;8.59623;
0.000308239;11.4265;8.60015;
0.000308339;11.4283;8.60407;
0.000308439;11.4267;8.60798;
0.000308539;11.4284;8.61189;
0.000308639;11.4268;8.61579;
0.000308739;11.4285;8.61969;
0.000308839;11.4269;8.62358;
0.000308939;11.4287;8.62747;
0.000309039;11.4271;8.63135;
0.000309139;11.4288;8.63523;
0.000309239;11.4272;8.6391;
0.000309339;11.429;8.64296;
0.000309439;11.4273;8.64682;
0.000309539;11.4291;8.65068;
0.000309639;11.4275;8.65453;
0.000309739;11.4293;8.65837;
0.000309839;11.4276;8.66221;
0.000309939;11.4294;8.66605;
0.000310039;11.4278;8.66988;
0.000310139;11.4295;8.6737;
0.000310219;11.4279;8.67677;
0.000310282;0.597886;8.67445;
0.000310316;0.0711374;8.67055;
0.000310342;0.0779036;8.66744;
0.000310364;0.0720539;8.66479;
0.000310385;0.0772653;8.66222;
0.000310407;0.0721191;8.65966;
0.00031043;0.077263;8.65689;
0.000310453;0.0719781;8.65416;
0.000310476;0.0774083;8.65144;
0.000310496;0.0717988;8.64912;
0.000310511;0.0776097;8.6473;
0.000310524;0.0716003;8.64573;
0.000310536;0.0778099;8.64434;
0.000310548;0.0714564;8.64293;
0.000310559;0.0779165;8.64161;
0.00031057;0.0713862;8.64023;
0.000310583;0.0779519;8.63871;
0.000310599;0.071362;8.63686;
0.00031062;0.0779414;8.63438;
0.000310651;0.0713412;8.63069;
0.000310701;0.0779063;8.6247;
0.00031079;0.071282;8.61412;
0.00031089;0.0778366;8.60228;
0.00031099;0.071232;8.59046;
0.00031109;0.077761;8.57866;
0.00031119;0.0711634;8.56687;
0.00031129;0.0776849;8.5551;
0.00031139;0.071095;8.54335;
0.00031149;0.0776086;8.53161;
0.00031159;0.071027;8.51989;
0.00031169;0.0775319;8.50818;
0.00031179;0.0709592;8.49649;
0.00031189;0.0774551;8.48482;
0.00031199;0.0708917;8.47316;
0.00031209;0.077378;8.46152;
0.00031219;0.0708245;8.4499;
0.00031229;0.0773008;8.43829;
0.00031239;0.0707575;8.4267;
0.00031249;0.0772233;8.41512;
0.00031259;0.0706907;8.40356;
0.00031269;0.0771457;8.39202;
0.00031279;0.0706241;8.38049;
0.00031289;0.077068;8.36897;
0.00031299;0.0705578;8.35748;
0.00031309;0.0769901;8.346;
0.00031319;0.0704916;8.33453;
0.00031329;0.0769121;8.32308;
0.00031339;0.0704257;8.31165;
0.00031349;0.076834;8.30023;
0.00031359;0.0703599;8.28883;
0.00031369;0.0767557;8.27744;
0.00031379;0.0702942;8.26607;
0.00031389;0.0766774;8.25472;
0.00031399;0.0702288;8.24338;
0.00031409;0.0765991;8.23205;
0.00031419;0.0701634;8.22075;
0.00031429;0.0765206;8.20945;
0.00031439;0.0700983;8.19818;
0.00031449;0.0764421;8.18692;
0.00031459;0.0700332;8.17567;
0.00031469;0.0763636;8.16444;
0.00031479;0.0699683;8.15323;
0.00031489;0.076285;8.14203;
0.00031499;0.0699035;8.13085;
0.00031509;0.0762063;8.11968;
0.00031519;0.0698389;8.10852;
0.00031529;0.0761277;8.09739;
0.00031539;0.0697743;8.08627;
0.00031549;0.076049;8.07516;
0.00031559;0.0697099;8.06407;
0.00031569;0.0759704;8.05299;
0.00031579;0.0696455;8.04193;
0.00031589;0.0758917;8.03089;
0.00031599;0.0695812;8.01986;
0.00031609;0.075813;8.00884;
0.00031619;0.0695171;7.99784;
0.00031629;0.0757343;7.98686;
0.00031639;0.069453;7.97589;
0.00031649;0.0756557;7.96494;
0.00031659;0.069389;7.954;
0.00031669;0.0755771;7.94307;
0.00031679;0.0693251;7.93217;
0.00031689;0.0754984;7.92127;
0.00031699;0.0692613;7.91039;
0.00031709;0.0754199;7.89953;
0.00031719;0.0691975;7.88868;
0.00031729;0.0753413;7.87785;
0.00031739;0.0691338;7.86703;
0.00031749;0.0752628;7.85623;
0.00031759;0.0690702;7.84544;
0.00031769;0.0751843;7.83466;
0.00031779;0.0690066;7.82391;
0.00031789;0.0751059;7.81316;
0.00031799;0.0689431;7.80243;
0.00031809;0.0750275;7.79172;
0.00031819;0.0688797;7.78102;
0.00031829;0.0749491;7.77033;
0.00031839;0.0688163;7.75966;
0.00031849;0.0748708;7.74901;
0.00031859;0.068753;7.73837;
0.00031869;0.0747926;7.72774;
0.00031879;0.0686897;7.71713;
0.00031889;0.0747144;7.70654;
0.00031899;0.0686265;7.69595;
0.00031909;0.0746363;7.68539;
0.00031919;0.0685633;7.67483;
0.00031929;0.0745582;7.6643;
0.00031939;0.0685002;7.65377;
0.00031949;0.0744802;7.64326;
0.00031959;0.0684371;7.63277;
0.00031969;0.0744023;7.62229;
0.00031979;0.0683741;7.61182;
0.00031989;0.0743244;7.60137;
0.00031999;0.0683111;7.59094;
0.00032009;0.0742466;7.58051;
0.00032019;0.0682481;7.57011;
0.00032029;0.0741689;7.55971;
0.00032039;0.0681852;7.54933;
0.00032049;0.0740912;7.53897;
0.00032059;0.0681223;7.52862;
0.00032069;0.0740136;7.51828;
0.00032079;0.0680595;7.50796;
0.00032089;0.0739361;7.49765;
0.00032099;0.0679967;7.48736;
0.00032109;0.0738587;7.47708;
0.00032119;0.0679339;7.46682;
0.00032129;0.0737813;7.45657;
0.00032139;0.0678712;7.44633;
0.00032149;0.073704;7.43611;
0.00032159;0.0678085;7.4259;
0.00032169;0.0736268;7.4157;
0.00032179;0.0677458;7.40552;
0.00032189;0.0735497;7.39536;
0.00032199;0.0676832;7.38521;
0.00032209;0.0734726;7.37507;
0.00032219;0.0676206;7.36494;
0.00032229;0.0733957;7.35483;
0.00032239;0.0675581;7.34474;
0.00032249;0.0733188;7.33466;
0.00032259;0.0674955;7.32459;
0.00032269;0.073242;7.31453;
0.00032279;0.0674331;7.30449;
0.00032289;0.0731652;7.29447;
0.00032299;0.0673706;7.28446;
0.00032309;0.0730886;7.27446;
0.00032319;0.0673082;7.26447;
0.00032329;0.073012;7.2545;
0.00032339;0.0672458;7.24454;
0.00032349;0.0729355;7.2346;
0.00032359;0.0671834;7.22467;
0.00032369;0.0728591;7.21475;
0.00032379;0.067121;7.20485;
0.00032389;0.0727828;7.19496;
0.00032399;0.0670587;7.18509;
0.00032409;0.0727066;7.17522;
0.00032419;0.0669964;7.16538;
0.00032429;0.0726304;7.15554;
0.00032439;0.0669342;7.14572;
0.00032449;0.0725543;7.13591;
0.00032459;0.066872;7.12612;
0.00032469;0.0724783;7.11634;
0.00032479;0.0668098;7.10657;
0.00032489;0.0724024;7.09682;
0.00032499;0.0667476;7.08708;
0.00032509;0.0723266;7.07736;
0.00032519;0.0666855;7.06764;
0.00032529;0.0722509;7.05794;
0.00032539;0.0666234;7.04826;
0.00032549;0.0721025;7.03858;
0.00032559;0.0665613;7.02893;
0.00032569;0.0720295;7.01928;
0.00032579;0.0664991;7.00965;
0.00032589;0.0719547;7.00003;
0.00032599;0.0664371;6.99042;
0.00032609;0.07188;6.98083;
0.00032619;0.066375;6.97125;
0.00032629;0.0718054;6.96168;
0.00032639;0.066313;6.95213;
0.00032649;0.0717309;6.94259;
0.00032659;0.066251;6.93306;
0.00032669;0.0716564;6.92355;
0.00032679;0.066189;6.91405;
0.00032689;0.0715821;6.90456;
0.00032699;0.0661271;6.89509;
0.00032709;0.0715078;6.88563;
0.00032719;0.0660652;6.87618;
0.00032729;0.0714336;6.86674;
0.00032739;0.0660033;6.85732;
0.00032749;0.0713594;6.84791;
0.00032759;0.0659414;6.83852;
0.00032769;0.0712854;6.82913;
0.00032779;0.0658796;6.81976;
0.00032789;0.0712114;6.81041;
0.00032799;0.0658178;6.80106;
0.00032809;0.0711375;6.79173;
0.00032819;0.065756;6.78241;
0.00032829;0.0710637;6.77311;
0.00032839;0.0656943;6.76382;
0.00032849;0.0709899;6.75454;
0.00032859;0.0656326;6.74527;
0.00032869;0.0709162;6.73601;
0.00032879;0.0655709;6.72677;
0.00032889;0.0708426;6.71754;
0.00032899;0.0655092;6.70833;
0.00032909;0.0707691;6.69913;
0.00032919;0.0654476;6.68993;
0.00032929;0.0706957;6.68076;
0.00032939;0.065386;6.67159;
0.00032949;0.0706223;6.66244;
0.00032959;0.0653245;6.6533;
0.00032969;0.070549;6.64417;
0.00032979;0.0652629;6.63506;
0.00032989;0.0704758;6.62596;
0.00032999;0.0652014;6.61687;
0.00033009;0.0704026;6.60779;
0.00033019;0.0651399;6.59873;
0.00033029;0.0703296;6.58967;
0.00033039;0.0650785;6.58063;
0.00033049;0.0702566;6.57161;
0.00033059;0.0650171;6.56259;
0.00033069;0.0701837;6.55359;
0.00033079;0.0649557;6.5446;
0.00033089;0.0701108;6.53562;
0.00033099;0.0648944;6.52666;
0.00033109;0.0700381;6.51771;
0.00033119;0.064833;6.50877;
0.00033129;0.0699654;6.49984;
0.00033139;0.0647717;6.49092;
0.00033149;0.0698927;6.48202;
0.00033159;0.0647105;6.47313;
0.00033169;0.0698202;6.46425;
0.00033179;0.0646493;6.45539;
0.00033189;0.0697477;6.44653;
0.00033199;0.0645881;6.43769;
0.00033209;0.0696753;6.42886;
0.00033219;0.0645269;6.42004;
0.00033229;0.069603;6.41124;
0.00033239;0.0644658;6.40245;
0.00033249;0.0695308;6.39366;
0.00033259;0.0644047;6.3849;
0.00033269;0.0694586;6.37614;
0.00033279;0.0643436;6.3674;
0.00033289;0.0693865;6.35866;
0.00033299;0.0642825;6.34994;
0.00033309;0.0693145;6.34123;
0.00033319;0.0642215;6.33254;
0.00033329;0.0692425;6.32385;
0.00033339;0.0641605;6.31518;
0.00033349;0.0691706;6.30652;
0.00033359;0.0640996;6.29787;
0.00033369;0.0690988;6.28924;
0.00033379;0.0640387;6.28061;
0.00033389;0.0690271;6.272;
0.00033399;0.0639778;6.2634;
0.00033409;0.0689554;6.25481;
0.00033419;0.063917;6.24623;
0.00033429;0.0688838;6.23767;
0.00033439;0.0638561;6.22911;
0.00033449;0.0688123;6.22057;
0.00033459;0.0637954;6.21204;
0.00033469;0.0687409;6.20352;
0.00033479;0.0637346;6.19502;
0.00033489;0.0686695;6.18652;
0.00033499;0.0636739;6.17804;
0.00033509;0.0685982;6.16957;
0.00033519;0.0636132;6.16111;
0.00033529;0.068527;6.15266;
0.00033539;0.0635525;6.14423;
0.00033549;0.0684558;6.1358;
0.00033559;0.0634919;6.12739;
0.00033569;0.0683847;6.11899;
0.00033579;0.0634313;6.1106;
0.00033589;0.0683137;6.10222;
0.00033599;0.0633708;6.09386;
0.00033609;0.0682428;6.0855;
0.00033619;0.0633103;6.07716;
0.00033629;0.0681719;6.06883;
0.00033639;0.0632498;6.06051;
0.00033649;0.0681011;6.0522;
0.00033659;0.0631893;6.0439;
0.00033669;0.0680304;6.03561;
0.00033679;0.0631289;6.02734;
0.00033689;0.0679597;6.01908;
0.00033699;0.0630685;6.01083;
0.00033709;0.0678891;6.00259;
0.00033719;0.0630082;5.99436;
0.00033729;0.0678186;5.98614;
0.00033739;0.0629478;5.97793;
0.00033749;0.0677482;5.96974;
0.00033759;0.0628237;5.96155;
0.00033769;0.0676756;5.95338;
0.00033779;0.0628274;5.94522;
0.00033789;0.0676075;5.93707;
0.00033799;0.0627046;5.92893;
0.00033809;0.0675351;5.92081;
0.00033819;0.0626434;5.91269;
0.00033829;0.0674649;5.90459;
0.00033839;0.0625839;5.89649;
0.00033849;0.0673947;5.88841;
0.00033859;0.0625245;5.88034;
0.00033869;0.0673247;5.87228;
0.00033879;0.0624651;5.86423;
0.00033889;0.0672547;5.85619;
0.00033899;0.0624057;5.84817;
0.00033909;0.0671848;5.84015;
0.00033919;0.0623464;5.83215;
0.00033929;0.067115;5.82415;
0.00033939;0.0622871;5.81617;
0.00033949;0.0670452;5.8082;
0.00033959;0.0622278;5.80024;
0.00033969;0.0669755;5.79229;
0.00033979;0.0621685;5.78435;
0.00033989;0.0669059;5.77642;
0.00033999;0.0621093;5.76851;
0.00034009;0.0668363;5.7606;
0.00034019;0.0620501;5.7527;
0.00034029;0.0667668;5.74482;
0.00034039;0.0619909;5.73695;
0.00034049;0.0666974;5.72909;
0.00034059;0.0619318;5.72123;
0.00034069;0.066628;5.71339;
0.00034079;0.0618727;5.70556;
0.00034089;0.0665588;5.69775;
0.00034099;0.0618136;5.68994;
0.00034109;0.0664895;5.68214;
0.00034119;0.0617545;5.67435;
0.00034129;0.0664204;5.66658;
0.00034139;0.0616955;5.65881;
0.00034149;0.0663513;5.65106;
0.00034159;0.0616365;5.64332;
0.00034169;0.0662823;5.63558;
0.00034179;0.0615775;5.62786;
0.00034189;0.0662134;5.62015;
0.00034199;0.0615186;5.61245;
0.00034209;0.0661445;5.60476;
0.00034219;0.0614597;5.59708;
0.00034229;0.0660757;5.58941;
0.00034239;0.0614008;5.58175;
0.00034249;0.066007;5.5741;
0.00034259;0.0613419;5.56647;
0.00034269;0.0659383;5.55884;
0.00034279;0.0612831;5.55122;
0.00034289;0.0658698;5.54362;
0.00034299;0.0612243;5.53602;
0.00034309;0.0658012;5.52844;
0.00034319;0.0611655;5.52086;
0.00034329;0.0657328;5.5133;
0.00034339;0.0611068;5.50574;
0.00034349;0.0656644;5.4982;
0.00034359;0.0610481;5.49067;
0.00034369;0.0655961;5.48315;
0.00034379;0.0609894;5.47563;
0.00034389;0.0655278;5.46813;
0.00034399;0.0609308;5.46064;
0.00034409;0.0654597;5.45316;
0.00034419;0.0608722;5.44569;
0.00034429;0.0653915;5.43823;
0.00034439;0.0608136;5.43078;
0.00034449;0.0653235;5.42334;
0.00034459;0.060755;5.41591;
0.00034469;0.0652555;5.40849;
0.00034479;0.0606965;5.40108;
0.00034489;0.0651876;5.39369;
0.00034499;0.060638;5.3863;
0.00034509;0.0651198;5.37892;
0.00034519;0.0605796;5.37155;
0.00034529;0.065052;5.36419;
0.00034539;0.0605211;5.35685;
0.00034549;0.0649843;5.34951;
0.00034559;0.0604628;5.34218;
0.00034569;0.0649167;5.33486;
0.00034579;0.0604044;5.32756;
0.00034589;0.0648491;5.32026;
0.00034599;0.0603461;5.31297;
0.00034609;0.0647816;5.3057;
0.00034619;0.0602878;5.29843;
0.00034629;0.0647142;5.29117;
0.00034639;0.0602295;5.28392;
0.00034649;0.0646468;5.27669;
0.00034659;0.0601713;5.26946;
0.00034669;0.0645795;5.26224;
0.00034679;0.0601131;5.25504;
0.00034689;0.0645123;5.24784;
0.00034699;0.0600549;5.24065;
0.00034709;0.0644452;5.23348;
0.00034719;0.0599967;5.22631;
0.00034729;0.0643781;5.21915;
0.00034739;0.0599386;5.212;
0.00034749;0.064311;5.20487;
0.00034759;0.0598806;5.19774;
0.00034769;0.0642441;5.19062;
0.00034779;0.0598225;5.18351;
0.00034789;0.0641772;5.17641;
0.00034799;0.0597645;5.16933;
0.00034809;0.0641104;5.16225;
0.00034819;0.0597065;5.15518;
0.00034829;0.0640436;5.14812;
0.00034839;0.0596486;5.14107;
0.00034849;0.0639769;5.13403;
0.00034859;0.0595907;5.127;
0.00034869;0.0639103;5.11998;
0.00034879;0.0595328;5.11297;
0.00034889;0.0638437;5.10597;
0.00034899;0.059475;5.09898;
0.00034909;0.0637773;5.09199;
0.00034919;0.0594172;5.08502;
0.00034929;0.0637108;5.07806;
0.00034939;0.0593594;5.07111;
0.00034949;0.0636445;5.06416;
0.00034959;0.0593017;5.05723;
0.00034969;0.0635782;5.05031;
0.00034979;0.059244;5.04339;
0.00034989;0.063512;5.03649;
0.00034999;0.0591863;5.02959;
0.00035009;0.0634458;5.02271;
0.00035019;0.0591287;5.01583;
0.00035029;0.0633797;5.00896;
0.00035039;0.0590711;5.0021;
0.00035049;0.0633137;4.99526;
0.00035059;0.0590135;4.98842;
0.00035069;0.0632478;4.98159;
0.00035079;0.058956;4.97477;
0.00035089;0.0631819;4.96796;
0.00035099;0.0588985;4.96116;
0.00035109;0.0631161;4.95437;
0.00035119;0.058841;4.94758;
0.00035129;0.0630503;4.94081;
0.00035139;0.0587836;4.93405;
0.00035149;0.0629846;4.92729;
0.00035159;0.0587262;4.92055;
0.00035169;0.062919;4.91381;
0.00035179;0.0586688;4.90709;
0.00035189;0.0628534;4.90037;
0.00035199;0.0586115;4.89366;
0.00035209;0.0627879;4.88696;
0.00035219;0.0585542;4.88028;
0.00035229;0.0627225;4.8736;
0.00035239;0.058497;4.86692;
0.00035249;0.0626572;4.86026;
0.00035259;0.0584397;4.85361;
0.00035269;0.0625919;4.84697;
0.00035279;0.0583826;4.84033;
0.00035289;0.0625266;4.83371;
0.00035299;0.0583254;4.82709;
0.00035309;0.0624615;4.82049;
0.00035319;0.0582683;4.81389;
0.00035329;0.0623964;4.8073;
0.00035339;0.0582112;4.80072;
0.00035349;0.0623314;4.79415;
0.00035359;0.0581542;4.78759;
0.00035369;0.0622664;4.78104;
0.00035379;0.0580972;4.7745;
0.00035389;0.0622015;4.76796;
0.00035399;0.0580402;4.76144;
0.00035409;0.0621367;4.75492;
0.00035419;0.0579833;4.74841;
0.00035429;0.0620719;4.74192;
0.00035439;0.0579264;4.73543;
0.00035449;0.0620072;4.72895;
0.00035459;0.0578696;4.72248;
0.00035469;0.0619426;4.71601;
0.00035479;0.0578127;4.70956;
0.00035489;0.061878;4.70312;
0.00035499;0.0577559;4.69668;
0.00035509;0.0618135;4.69025;
0.00035519;0.0576992;4.68384;
0.00035529;0.0617491;4.67743;
0.00035539;0.0576425;4.67103;
0.00035549;0.0616847;4.66463;
0.00035559;0.0575858;4.65825;
0.00035569;0.0616204;4.65188;
0.00035579;0.0575292;4.64551;
0.00035589;0.0615562;4.63916;
0.00035599;0.0574726;4.63281;
0.00035609;0.061492;4.62647;
0.00035619;0.057416;4.62014;
0.00035629;0.0614279;4.61382;
