time;V(U_a);V(U_tr);
0.000463937;0.0623432;5.48757;
0.000464037;0.0642267;5.48006;
0.000464137;0.062284;5.47255;
0.000464237;0.0641589;5.46505;
0.000464337;0.0622247;5.45756;
0.000464437;0.0640911;5.45009;
0.000464537;0.0621655;5.44262;
0.000464637;0.0640234;5.43516;
0.000464737;0.0621064;5.42772;
0.000464837;0.0639558;5.42028;
0.000464937;0.0620473;5.41286;
0.000465037;0.0638882;5.40544;
0.000465137;0.0619882;5.39804;
0.000465237;0.0638206;5.39064;
0.000465337;0.0619292;5.38326;
0.000465437;0.0637532;5.37589;
0.000465537;0.0618703;5.36852;
0.000465637;0.0636858;5.36117;
0.000465737;0.0618113;5.35383;
0.000465837;0.0636184;5.34649;
0.000465937;0.0617524;5.33917;
0.000466037;0.0635512;5.33186;
0.000466137;0.0616936;5.32455;
0.000466237;0.0634839;5.31726;
0.000466337;0.0616348;5.30998;
0.000466437;0.0634168;5.3027;
0.000466537;0.061576;5.29544;
0.000466637;0.0633497;5.28819;
0.000466737;0.0615173;5.28095;
0.000466837;0.0632827;5.27371;
0.000466937;0.0614586;5.26649;
0.000467037;0.0632157;5.25928;
0.000467137;0.0613999;5.25207;
0.000467237;0.0631488;5.24488;
0.000467337;0.0613413;5.2377;
0.000467437;0.063082;5.23053;
0.000467537;0.0612828;5.22336;
0.000467637;0.0630152;5.21621;
0.000467737;0.0612243;5.20907;
0.000467837;0.0629484;5.20193;
0.000467937;0.0611658;5.19481;
0.000468037;0.0628818;5.18769;
0.000468137;0.0611073;5.18059;
0.000468237;0.0628152;5.1735;
0.000468337;0.0610489;5.16641;
0.000468437;0.0627486;5.15934;
0.000468537;0.0609906;5.15227;
0.000468637;0.0626822;5.14522;
0.000468737;0.0609323;5.13817;
0.000468837;0.0626158;5.13113;
0.000468937;0.060874;5.12411;
0.000469037;0.0625494;5.11709;
0.000469137;0.0608158;5.11009;
0.000469237;0.0624831;5.10309;
0.000469337;0.0607576;5.0961;
0.000469437;0.0624169;5.08912;
0.000469537;0.0606995;5.08216;
0.000469637;0.0623507;5.0752;
0.000469737;0.0606414;5.06825;
0.000469837;0.0622846;5.06131;
0.000469937;0.0605833;5.05438;
0.000470037;0.0622185;5.04746;
0.000470137;0.0605253;5.04055;
0.000470237;0.0621526;5.03365;
0.000470337;0.0604673;5.02676;
0.000470437;0.0620866;5.01987;
0.000470537;0.0604094;5.013;
0.000470637;0.0620208;5.00614;
0.000470737;0.0603515;4.99928;
0.000470837;0.061955;4.99244;
0.000470937;0.0602937;4.98561;
0.000471037;0.0618892;4.97878;
0.000471137;0.0602359;4.97196;
0.000471237;0.0618235;4.96516;
0.000471337;0.0601781;4.95836;
0.000471437;0.0617579;4.95157;
0.000471537;0.0601204;4.94479;
0.000471637;0.0616924;4.93803;
0.000471737;0.0600627;4.93127;
0.000471837;0.0616269;4.92452;
0.000471937;0.0600051;4.91777;
0.000472037;0.0615614;4.91104;
0.000472137;0.0599475;4.90432;
0.000472237;0.061496;4.89761;
0.000472337;0.05989;4.8909;
0.000472437;0.0614307;4.88421;
0.000472537;0.0598325;4.87752;
0.000472637;0.0613655;4.87085;
0.000472737;0.059775;4.86418;
0.000472837;0.0613003;4.85752;
0.000472937;0.0597176;4.85087;
0.000473037;0.0612351;4.84423;
0.000473137;0.0596602;4.8376;
0.000473237;0.0611701;4.83098;
0.000473337;0.0596029;4.82437;
0.000473437;0.0611051;4.81777;
0.000473537;0.0595456;4.81117;
0.000473637;0.0610401;4.80459;
0.000473737;0.0594883;4.79801;
0.000473837;0.0609752;4.79145;
0.000473937;0.0594311;4.78489;
0.000474037;0.0609104;4.77834;
0.000474137;0.059374;4.7718;
0.000474237;0.0608456;4.76527;
0.000474337;0.0593169;4.75875;
0.000474437;0.0607809;4.75224;
0.000474537;0.0592598;4.74574;
0.000474637;0.0607163;4.73924;
0.000474737;0.0592028;4.73276;
0.000474837;0.0606517;4.72628;
0.000474937;0.0591458;4.71981;
0.000475037;0.0605871;4.71335;
0.000475137;0.0590889;4.7069;
0.000475237;0.0605227;4.70046;
0.000475337;0.059032;4.69403;
0.000475437;0.0604583;4.68761;
0.000475537;0.0589751;4.68119;
0.000475637;0.0603939;4.67479;
0.000475737;0.0589183;4.66839;
0.000475837;0.0603296;4.662;
0.000475937;0.0588615;4.65563;
0.000476037;0.0602654;4.64926;
0.000476137;0.0588048;4.64289;
0.000476237;0.0602013;4.63654;
0.000476337;0.0587481;4.6302;
0.000476437;0.0601372;4.62386;
0.000476537;0.0586915;4.61754;
0.000476637;0.0600731;4.61122;
0.000476737;0.0586349;4.60491;
0.000476837;0.0600091;4.59861;
0.000476937;0.0585783;4.59232;
0.000477037;0.0599452;4.58604;
0.000477137;0.0585218;4.57976;
0.000477237;0.0598813;4.5735;
0.000477337;0.0584654;4.56724;
0.000477437;0.0598175;4.56099;
0.000477537;0.058409;4.55475;
0.000477637;0.0597538;4.54852;
0.000477737;0.0583526;4.5423;
0.000477837;0.0596901;4.53609;
0.000477937;0.0582963;4.52988;
0.000478037;0.0596265;4.52368;
0.000478137;0.05824;4.5175;
0.000478237;0.0595629;4.51132;
0.000478337;0.0581837;4.50514;
0.000478437;0.0594994;4.49898;
0.000478537;0.0581275;4.49283;
0.000478637;0.059436;4.48668;
0.000478737;0.0580714;4.48055;
0.000478837;0.0593726;4.47442;
0.000478937;0.0580153;4.4683;
0.000479037;0.0593093;4.46219;
0.000479137;0.0579592;4.45608;
0.000479237;0.059246;4.44999;
0.000479337;0.0579032;4.4439;
0.000479437;0.0591828;4.43782;
0.000479537;0.0578472;4.43175;
0.000479637;0.0591197;4.42569;
0.000479737;0.0577912;4.41964;
0.000479837;0.0590566;4.41359;
0.000479937;0.0577353;4.40756;
0.000480037;0.0589936;4.40153;
0.000480137;0.0576795;4.39551;
0.000480237;0.0589306;4.3895;
0.000480337;0.0576237;4.3835;
0.000480437;0.0588677;4.3775;
0.000480537;0.0575679;4.37152;
0.000480637;0.0588048;4.36554;
0.000480737;0.0575122;4.35957;
0.000480837;0.058742;4.35361;
0.000480937;0.0574565;4.34765;
0.000481037;0.0586793;4.34171;
0.000481137;0.0574009;4.33577;
0.000481237;0.0586166;4.32984;
0.000481337;0.0573452;4.32392;
0.000481437;0.0585538;4.31801;
0.000481537;0.0572894;4.3121;
0.000481637;0.0584909;4.30621;
0.000481737;0.0572582;4.30032;
0.000481808;9.12085;4.30061;
0.000481845;12.0728;4.30381;
0.000481867;11.201;4.30603;
0.000481884;11.3212;4.30765;
0.000481889;11.4141;4.30818;
0.000481893;11.3491;4.30861;
0.000481897;11.3831;4.30893;
0.0004819;11.3685;4.30925;
0.000481903;11.3711;4.30959;
0.000481907;11.3735;4.30993;
0.000481911;11.3681;4.31033;
0.000481916;11.3742;4.31083;
0.000481922;11.3676;4.31143;
0.00048193;11.3742;4.31222;
0.000481942;11.3677;4.31335;
0.000481959;11.3741;4.31506;
0.000481989;11.3678;4.31798;
0.000482046;11.3742;4.32353;
0.000482146;11.368;4.3333;
0.000482246;11.3744;4.34305;
0.000482346;11.3682;4.3528;
0.000482446;11.3746;4.36252;
0.000482546;11.3684;4.37224;
0.000482646;11.3748;4.38194;
0.000482746;11.3686;4.39163;
0.000482846;11.375;4.4013;
0.000482946;11.3689;4.41096;
0.000483046;11.3752;4.42061;
0.000483146;11.3691;4.43024;
0.000483246;11.3754;4.43987;
0.000483346;11.3693;4.44947;
0.000483446;11.3756;4.45907;
0.000483546;11.3695;4.46865;
0.000483646;11.3758;4.47822;
0.000483746;11.3698;4.48778;
0.000483846;11.376;4.49732;
0.000483946;11.37;4.50685;
0.000484046;11.3762;4.51636;
0.000484146;11.3702;4.52587;
0.000484246;11.3764;4.53536;
0.000484346;11.3705;4.54484;
0.000484446;11.3766;4.5543;
0.000484546;11.3707;4.56375;
0.000484646;11.3768;4.57319;
0.000484746;11.3709;4.58262;
0.000484846;11.377;4.59203;
0.000484946;11.3711;4.60143;
0.000485046;11.3771;4.61082;
0.000485146;11.3714;4.62019;
0.000485246;11.3773;4.62955;
0.000485346;11.3716;4.6389;
0.000485446;11.3775;4.64823;
0.000485546;11.3718;4.65756;
0.000485646;11.3777;4.66687;
0.000485746;11.372;4.67616;
0.000485846;11.3779;4.68545;
0.000485946;11.3723;4.69472;
0.000486046;11.3781;4.70398;
0.000486146;11.3725;4.71323;
0.000486246;11.3783;4.72246;
0.000486346;11.3727;4.73168;
0.000486446;11.3785;4.74089;
0.000486546;11.373;4.75008;
0.000486646;11.3787;4.75927;
0.000486746;11.3732;4.76844;
0.000486846;11.3789;4.7776;
0.000486946;11.3734;4.78674;
0.000487046;11.379;4.79587;
0.000487146;11.3736;4.80499;
0.000487246;11.3792;4.8141;
0.000487346;11.3738;4.8232;
0.000487446;11.3794;4.83228;
0.000487546;11.3741;4.84135;
0.000487646;11.3796;4.85041;
0.000487746;11.3743;4.85945;
0.000487846;11.3798;4.86849;
0.000487946;11.3745;4.87751;
0.000488046;11.38;4.88652;
0.000488146;11.3747;4.89551;
0.000488246;11.3802;4.9045;
0.000488346;11.375;4.91347;
0.000488446;11.3803;4.92243;
0.000488546;11.3752;4.93138;
0.000488646;11.3805;4.94031;
0.000488746;11.3754;4.94923;
0.000488846;11.3807;4.95814;
0.000488946;11.3756;4.96704;
0.000489046;11.3809;4.97593;
0.000489146;11.3758;4.9848;
0.000489246;11.3811;4.99366;
0.000489346;11.3761;5.00251;
0.000489446;11.3813;5.01135;
0.000489546;11.3763;5.02017;
0.000489646;11.3815;5.02899;
0.000489746;11.3765;5.03779;
0.000489846;11.3816;5.04658;
0.000489946;11.3767;5.05535;
0.000490046;11.3818;5.06412;
0.000490146;11.3769;5.07287;
0.000490246;11.382;5.08161;
0.000490346;11.3772;5.09034;
0.000490446;11.3822;5.09906;
0.000490546;11.3774;5.10776;
0.000490646;11.3824;5.11646;
0.000490746;11.3776;5.12514;
0.000490846;11.3826;5.13381;
0.000490946;11.3778;5.14246;
0.000491046;11.3827;5.15111;
0.000491146;11.378;5.15974;
0.000491246;11.3829;5.16836;
0.000491346;11.3782;5.17697;
0.000491446;11.3831;5.18557;
0.000491546;11.3785;5.19416;
0.000491646;11.3833;5.20273;
0.000491746;11.3787;5.2113;
0.000491846;11.3835;5.21985;
0.000491946;11.3789;5.22839;
0.000492046;11.3837;5.23692;
0.000492146;11.3791;5.24543;
0.000492246;11.3838;5.25394;
0.000492346;11.3793;5.26243;
0.000492446;11.384;5.27091;
0.000492546;11.3795;5.27938;
0.000492646;11.3842;5.28784;
0.000492746;11.3797;5.29628;
0.000492846;11.3844;5.30472;
0.000492946;11.3799;5.31314;
0.000493046;11.3846;5.32155;
0.000493146;11.3802;5.32995;
0.000493246;11.3847;5.33834;
0.000493346;11.3804;5.34672;
0.000493446;11.3849;5.35508;
0.000493546;11.3806;5.36344;
0.000493646;11.3851;5.37178;
0.000493746;11.3808;5.38011;
0.000493846;11.3853;5.38843;
0.000493946;11.381;5.39674;
0.000494046;11.3855;5.40504;
0.000494146;11.3812;5.41332;
0.000494246;11.3856;5.4216;
0.000494346;11.3814;5.42986;
0.000494446;11.3858;5.43811;
0.000494546;11.3816;5.44635;
0.000494646;11.386;5.45458;
0.000494746;11.3818;5.4628;
0.000494846;11.3862;5.47101;
0.000494946;11.382;5.4792;
0.000495046;11.3864;5.48739;
0.000495146;11.3822;5.49556;
0.000495246;11.3866;5.50372;
0.000495346;11.3825;5.51187;
0.000495446;11.3867;5.52001;
0.000495546;11.3827;5.52814;
0.000495646;11.3869;5.53626;
0.000495746;11.3829;5.54436;
0.000495846;11.3871;5.55246;
0.000495946;11.3831;5.56054;
0.000496046;11.3873;5.56862;
0.000496146;11.3833;5.57668;
0.000496246;11.3874;5.58473;
0.000496346;11.3835;5.59277;
0.000496446;11.3876;5.6008;
0.000496546;11.3837;5.60882;
0.000496646;11.3878;5.61682;
0.000496746;11.3839;5.62482;
0.000496846;11.388;5.6328;
0.000496946;11.3841;5.64078;
0.000497046;11.3882;5.64874;
0.000497146;11.3843;5.65669;
0.000497246;11.3883;5.66463;
0.000497346;11.3845;5.67256;
0.000497446;11.3885;5.68048;
0.000497546;11.3847;5.68839;
0.000497646;11.3887;5.69629;
0.000497746;11.3849;5.70418;
0.000497846;11.3889;5.71205;
0.000497946;11.3851;5.71992;
0.000498046;11.3891;5.72777;
0.000498146;11.3853;5.73562;
0.000498246;11.3892;5.74345;
0.000498346;11.3855;5.75127;
0.000498446;11.3894;5.75908;
0.000498546;11.3857;5.76688;
0.000498646;11.3896;5.77467;
0.000498746;11.3859;5.78245;
0.000498846;11.3898;5.79022;
0.000498946;11.3861;5.79798;
0.000499046;11.3899;5.80573;
0.000499146;11.3863;5.81347;
0.000499246;11.3901;5.82119;
0.000499346;11.3865;5.82891;
0.000499446;11.3903;5.83661;
0.000499546;11.3867;5.84431;
0.000499646;11.3905;5.85199;
0.000499746;11.3869;5.85967;
0.000499846;11.3907;5.86733;
0.000499946;11.3871;5.87498;
0.000500046;11.3908;5.88262;
0.000500146;11.3872;5.89026;
0.000500246;11.391;5.89788;
0.000500346;11.3874;5.90549;
0.000500446;11.3912;5.91309;
0.000500546;11.3876;5.92068;
0.000500646;11.3914;5.92826;
0.000500746;11.3878;5.93583;
0.000500846;11.3915;5.94339;
0.000500946;11.388;5.95094;
0.000501046;11.3917;5.95847;
0.000501146;11.3882;5.966;
0.000501246;11.3919;5.97352;
0.000501346;11.3884;5.98103;
0.000501446;11.3921;5.98852;
0.000501546;11.3886;5.99601;
0.000501646;11.3922;6.00349;
0.000501746;11.3888;6.01095;
0.000501846;11.3924;6.01841;
0.000501946;11.389;6.02586;
0.000502046;11.3926;6.03329;
0.000502146;11.3892;6.04072;
0.000502246;11.3928;6.04813;
0.000502346;11.3894;6.05554;
0.000502446;11.393;6.06293;
0.000502546;11.3895;6.07032;
0.000502646;11.3931;6.07769;
0.000502746;11.3897;6.08506;
0.000502846;11.3933;6.09241;
0.000502946;11.3899;6.09976;
0.000503046;11.3935;6.10709;
0.000503146;11.3901;6.11442;
0.000503246;11.3937;6.12173;
0.000503346;11.3903;6.12903;
0.000503446;11.3938;6.13633;
0.000503546;11.3905;6.14361;
0.000503646;11.394;6.15089;
0.000503746;11.3907;6.15815;
0.000503846;11.3942;6.16541;
0.000503946;11.3909;6.17265;
0.000504046;11.3944;6.17989;
0.000504146;11.391;6.18711;
0.000504246;11.3945;6.19433;
0.000504346;11.3912;6.20153;
0.000504446;11.3947;6.20873;
0.000504546;11.3914;6.21591;
0.000504646;11.3949;6.22309;
0.000504746;11.3916;6.23025;
0.000504846;11.3951;6.23741;
0.000504946;11.3918;6.24456;
0.000505046;11.3952;6.25169;
0.000505146;11.392;6.25882;
0.000505246;11.3954;6.26593;
0.000505346;11.3922;6.27304;
0.000505446;11.3956;6.28014;
0.000505546;11.3923;6.28723;
0.000505646;11.3957;6.2943;
0.000505746;11.3925;6.30137;
0.000505846;11.3959;6.30843;
0.000505946;11.3927;6.31548;
0.000506046;11.3961;6.32252;
0.000506146;11.3929;6.32955;
0.000506246;11.3963;6.33657;
0.000506346;11.3931;6.34358;
0.000506446;11.3964;6.35058;
0.000506546;11.3932;6.35757;
0.000506646;11.3966;6.36455;
0.000506746;11.3934;6.37153;
0.000506846;11.3968;6.37849;
0.000506946;11.3936;6.38544;
0.000507046;11.397;6.39239;
0.000507146;11.3938;6.39932;
0.000507246;11.3971;6.40624;
0.000507346;11.394;6.41316;
0.000507446;11.3973;6.42006;
0.000507546;11.3941;6.42696;
0.000507646;11.3975;6.43385;
0.000507746;11.3943;6.44072;
0.000507846;11.3976;6.44759;
0.000507946;11.3945;6.45445;
0.000508046;11.3978;6.4613;
0.000508146;11.3947;6.46814;
0.000508246;11.398;6.47497;
0.000508346;11.3949;6.48179;
0.000508446;11.3982;6.4886;
0.000508546;11.395;6.49541;
0.000508646;11.3983;6.5022;
0.000508746;11.3952;6.50898;
0.000508846;11.3985;6.51576;
0.000508946;11.3954;6.52252;
0.000509046;11.3987;6.52928;
0.000509146;11.3956;6.53602;
0.000509246;11.3988;6.54276;
0.000509346;11.3957;6.54949;
0.000509446;11.399;6.55621;
0.000509546;11.3959;6.56292;
0.000509646;11.3992;6.56962;
0.000509746;11.3961;6.57631;
0.000509846;11.3994;6.58299;
0.000509946;11.3963;6.58967;
0.000510046;11.3995;6.59633;
0.000510146;11.3964;6.60299;
0.000510246;11.3997;6.60963;
0.000510346;11.3966;6.61627;
0.000510446;11.3999;6.6229;
0.000510546;11.3968;6.62952;
0.000510646;11.4;6.63613;
0.000510746;11.397;6.64273;
0.000510846;11.4002;6.64932;
0.000510946;11.3971;6.6559;
0.000511046;11.4004;6.66247;
0.000511146;11.3973;6.66904;
0.000511246;11.4005;6.67559;
0.000511346;11.3975;6.68214;
0.000511446;11.4007;6.68868;
0.000511546;11.3977;6.69521;
0.000511646;11.4009;6.70173;
0.000511746;11.3978;6.70824;
0.000511846;11.401;6.71474;
0.000511946;11.398;6.72123;
0.000512046;11.4012;6.72772;
0.000512146;11.3982;6.73419;
0.000512246;11.4014;6.74066;
0.000512346;11.3984;6.74712;
0.000512446;11.4015;6.75356;
0.000512546;11.3985;6.76;
0.000512646;11.4017;6.76644;
0.000512746;11.3987;6.77286;
0.000512846;11.4019;6.77927;
0.000512946;11.3989;6.78568;
0.000513046;11.402;6.79207;
0.000513146;11.399;6.79846;
0.000513246;11.4022;6.80484;
0.000513346;11.3992;6.81121;
0.000513446;11.4024;6.81757;
0.000513546;11.3994;6.82392;
0.000513646;11.4026;6.83026;
0.000513746;11.3995;6.8366;
0.000513846;11.4027;6.84293;
0.000513946;11.3997;6.84924;
0.000514046;11.4029;6.85555;
0.000514146;11.3999;6.86185;
0.000514246;11.4031;6.86815;
0.000514346;11.4;6.87443;
0.000514446;11.4032;6.8807;
0.000514546;11.4002;6.88697;
0.000514646;11.4034;6.89323;
0.000514746;11.4004;6.89948;
0.000514846;11.4035;6.90572;
0.000514946;11.4006;6.91195;
0.000515046;11.4037;6.91817;
0.000515146;11.4007;6.92439;
0.000515246;11.4039;6.93059;
0.000515346;11.4009;6.93679;
0.000515446;11.404;6.94298;
0.000515546;11.4011;6.94916;
0.000515646;11.4042;6.95533;
0.000515746;11.4012;6.9615;
0.000515846;11.4044;6.96765;
0.000515946;11.4014;6.9738;
0.000516046;11.4045;6.97994;
0.000516146;11.4016;6.98607;
0.000516246;11.4047;6.99219;
0.000516346;11.4017;6.9983;
0.000516446;11.4049;7.00441;
0.000516546;11.4019;7.01051;
0.000516646;11.405;7.01659;
0.000516746;11.402;7.02268;
0.000516846;11.4052;7.02875;
0.000516946;11.4022;7.03481;
0.000517046;11.4054;7.04087;
0.000517146;11.4024;7.04691;
0.000517246;11.4055;7.05295;
0.000517346;11.4025;7.05898;
0.000517446;11.4057;7.065;
0.000517546;11.4027;7.07102;
0.000517646;11.4059;7.07702;
0.000517746;11.4029;7.08302;
0.000517846;11.406;7.08901;
0.000517946;11.403;7.09499;
0.000518046;11.4062;7.10097;
0.000518146;11.4032;7.10693;
0.000518246;11.4063;7.11289;
0.000518346;11.4034;7.11884;
0.000518446;11.4065;7.12478;
0.000518546;11.4035;7.13071;
0.000518646;11.4067;7.13663;
0.000518746;11.4037;7.14255;
0.000518846;11.4068;7.14846;
0.000518946;11.4038;7.15436;
0.000519046;11.407;7.16025;
0.000519146;11.404;7.16613;
0.000519246;11.4072;7.17201;
0.000519346;11.4042;7.17788;
0.000519446;11.4073;7.18374;
0.000519546;11.4043;7.18959;
0.000519646;11.4075;7.19543;
0.000519746;11.4045;7.20127;
0.000519846;11.4076;7.2071;
0.000519946;11.4047;7.21291;
0.000520046;11.4078;7.21873;
0.000520146;11.4048;7.22453;
0.000520246;11.408;7.23033;
0.000520346;11.405;7.23611;
0.000520446;11.4081;7.24189;
0.000520546;11.4051;7.24767;
0.000520646;11.4083;7.25343;
0.000520746;11.4053;7.25919;
0.000520846;11.4084;7.26494;
0.000520946;11.4055;7.27068;
0.000521046;11.4086;7.27641;
0.000521146;11.4056;7.28214;
0.000521246;11.4088;7.28785;
0.000521346;11.4058;7.29356;
0.000521446;11.4089;7.29926;
0.000521546;11.4059;7.30496;
0.000521646;11.4091;7.31064;
0.000521746;11.4061;7.31632;
0.000521846;11.4092;7.32199;
0.000521946;11.4062;7.32766;
0.000522046;11.4094;7.33331;
0.000522146;11.4064;7.33896;
0.000522246;11.4096;7.3446;
0.000522346;11.4066;7.35023;
0.000522446;11.4097;7.35585;
0.000522546;11.4067;7.36147;
0.000522646;11.4099;7.36708;
0.000522746;11.4069;7.37268;
0.000522846;11.41;7.37827;
0.000522946;11.407;7.38386;
0.000523046;11.4102;7.38944;
0.000523146;11.4072;7.39501;
0.000523246;11.4104;7.40057;
0.000523346;11.4073;7.40613;
0.000523446;11.4105;7.41167;
0.000523546;11.4075;7.41721;
0.000523646;11.4107;7.42275;
0.000523746;11.4077;7.42827;
0.000523846;11.4108;7.43379;
0.000523946;11.4078;7.4393;
0.000524046;11.411;7.4448;
0.000524146;11.408;7.4503;
0.000524246;11.4111;7.45578;
0.000524346;11.4081;7.46126;
0.000524446;11.4113;7.46674;
0.000524546;11.4083;7.4722;
0.000524646;11.4115;7.47766;
0.000524746;11.4084;7.48311;
0.000524846;11.4116;7.48855;
0.000524946;11.4086;7.49399;
0.000525046;11.4118;7.49942;
0.000525146;11.4087;7.50484;
0.000525246;11.4119;7.51025;
0.000525346;11.4089;7.51565;
0.000525446;11.4121;7.52105;
0.000525546;11.4091;7.52644;
0.000525646;11.4122;7.53183;
0.000525746;11.4092;7.5372;
0.000525846;11.4124;7.54257;
0.000525946;11.4094;7.54793;
0.000526046;11.4125;7.55329;
0.000526146;11.4095;7.55863;
0.000526246;11.4127;7.56397;
0.000526346;11.4097;7.56931;
0.000526446;11.4129;7.57463;
0.000526546;11.4098;7.57995;
0.000526646;11.413;7.58526;
0.000526746;11.41;7.59056;
0.000526846;11.4132;7.59586;
0.000526946;11.4101;7.60115;
0.000527046;11.4133;7.60643;
0.000527146;11.4103;7.6117;
0.000527246;11.4135;7.61697;
0.000527346;11.4104;7.62223;
0.000527446;11.4136;7.62748;
0.000527546;11.4106;7.63273;
0.000527646;11.4138;7.63796;
0.000527746;11.4107;7.6432;
0.000527846;11.4139;7.64842;
0.000527946;11.4109;7.65364;
0.000528046;11.4141;7.65885;
0.000528146;11.411;7.66405;
0.000528246;11.4142;7.66924;
0.000528346;11.4112;7.67443;
0.000528446;11.4144;7.67961;
0.000528546;11.4113;7.68479;
0.000528646;11.4146;7.68995;
0.000528746;11.4115;7.69512;
0.000528846;11.4147;7.70027;
0.000528946;11.4116;7.70541;
0.000529046;11.4149;7.71055;
0.000529146;11.4118;7.71569;
0.000529246;11.415;7.72081;
0.000529346;11.4119;7.72593;
0.000529446;11.4152;7.73104;
0.000529546;11.4121;7.73614;
0.000529646;11.4153;7.74124;
0.000529746;11.4122;7.74633;
0.000529846;11.4155;7.75141;
0.000529946;11.4124;7.75649;
0.000530046;11.4156;7.76156;
0.000530146;11.4125;7.76662;
0.000530246;11.4158;7.77168;
0.000530346;11.4127;7.77672;
0.000530446;11.4159;7.78177;
0.000530546;11.4128;7.7868;
0.000530646;11.4161;7.79183;
0.000530746;11.413;7.79685;
0.000530846;11.4162;7.80186;
0.000530946;11.4131;7.80687;
0.000531046;11.4164;7.81187;
0.000531146;11.4133;7.81687;
0.000531246;11.4165;7.82185;
0.000531346;11.4134;7.82683;
0.000531446;11.4167;7.83181;
0.000531546;11.4136;7.83677;
0.000531646;11.4168;7.84173;
0.000531746;11.4137;7.84668;
0.000531846;11.417;7.85163;
0.000531946;11.4139;7.85657;
0.000532046;11.4171;7.8615;
0.000532146;11.414;7.86643;
0.000532246;11.4173;7.87135;
0.000532346;11.4142;7.87626;
0.000532446;11.4174;7.88117;
0.000532546;11.4143;7.88606;
0.000532646;11.4176;7.89096;
0.000532746;11.4145;7.89584;
0.000532846;11.4177;7.90072;
0.000532946;11.4146;7.90559;
0.000533046;11.4179;7.91046;
0.000533146;11.4147;7.91532;
0.000533246;11.418;7.92017;
0.000533346;11.4149;7.92502;
0.000533446;11.4182;7.92986;
0.000533546;11.415;7.93469;
0.000533646;11.4183;7.93951;
0.000533746;11.4152;7.94433;
0.000533846;11.4185;7.94915;
0.000533946;11.4153;7.95395;
0.000534046;11.4186;7.95875;
0.000534146;11.4155;7.96355;
0.000534246;11.4188;7.96833;
0.000534346;11.4156;7.97311;
0.000534446;11.4189;7.97789;
0.000534546;11.4158;7.98265;
0.000534646;11.4191;7.98741;
0.000534746;11.4159;7.99217;
0.000534846;11.4192;7.99691;
0.000534946;11.4161;8.00166;
0.000535046;11.4194;8.00639;
0.000535146;11.4162;8.01112;
0.000535246;11.4195;8.01584;
0.000535346;11.4163;8.02056;
0.000535446;11.4197;8.02526;
0.000535546;11.4165;8.02997;
0.000535646;11.4198;8.03466;
0.000535746;11.4166;8.03935;
0.000535846;11.42;8.04403;
0.000535946;11.4168;8.04871;
0.000536046;11.4201;8.05338;
0.000536146;11.4169;8.05805;
0.000536246;11.4203;8.0627;
0.000536346;11.4171;8.06735;
0.000536446;11.4204;8.072;
0.000536546;11.4172;8.07664;
0.000536646;11.4206;8.08127;
0.000536746;11.4173;8.0859;
0.000536846;11.4207;8.09052;
0.000536946;11.4175;8.09513;
0.000537046;11.4208;8.09974;
0.000537146;11.4176;8.10434;
0.000537246;11.421;8.10893;
0.000537346;11.4178;8.11352;
0.000537446;11.4211;8.1181;
0.000537546;11.4179;8.12268;
0.000537646;11.4213;8.12725;
0.000537746;11.4181;8.13181;
0.000537846;11.4214;8.13637;
0.000537946;11.4182;8.14092;
0.000538046;11.4216;8.14546;
0.000538146;11.4183;8.15;
0.000538246;11.4217;8.15453;
0.000538346;11.4185;8.15906;
0.000538446;11.4219;8.16358;
0.000538546;11.4186;8.16809;
0.000538646;11.422;8.1726;
0.000538746;11.4188;8.1771;
0.000538846;11.4222;8.1816;
0.000538946;11.4189;8.18609;
0.000539046;11.4223;8.19057;
0.000539146;11.419;8.19505;
0.000539246;11.4224;8.19952;
0.000539346;11.4192;8.20398;
0.000539446;11.4226;8.20844;
0.000539546;11.4193;8.21289;
0.000539646;11.4227;8.21734;
0.000539746;11.4195;8.22178;
0.000539846;11.4229;8.22621;
0.000539946;11.4196;8.23064;
0.000540046;11.423;8.23506;
0.000540146;11.4197;8.23948;
0.000540246;11.4232;8.24389;
0.000540346;11.4199;8.24829;
0.000540446;11.4233;8.25269;
0.000540546;11.42;8.25708;
0.000540646;11.4235;8.26147;
0.000540746;11.4202;8.26585;
0.000540846;11.4236;8.27022;
0.000540946;11.4203;8.27459;
0.000541046;11.4237;8.27895;
0.000541146;11.4204;8.28331;
0.000541246;11.4239;8.28766;
0.000541346;11.4206;8.29201;
0.000541446;11.424;8.29634;
0.000541546;11.4207;8.30068;
0.000541646;11.4242;8.305;
0.000541746;11.4209;8.30932;
0.000541846;11.4243;8.31364;
0.000541946;11.421;8.31795;
0.000542046;11.4245;8.32225;
0.000542146;11.4211;8.32655;
0.000542246;11.4246;8.33084;
0.000542346;11.4213;8.33513;
0.000542446;11.4247;8.33941;
0.000542546;11.4214;8.34368;
0.000542646;11.4249;8.34795;
0.000542746;11.4215;8.35221;
0.000542846;11.425;8.35647;
0.000542946;11.4217;8.36072;
0.000543046;11.4252;8.36496;
0.000543146;11.4218;8.3692;
0.000543246;11.4253;8.37343;
0.000543346;11.422;8.37766;
0.000543446;11.4254;8.38188;
0.000543546;11.4221;8.3861;
0.000543646;11.4256;8.39031;
0.000543746;11.4222;8.39451;
0.000543846;11.4257;8.39871;
0.000543946;11.4224;8.40291;
0.000544046;11.4259;8.40709;
